gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group A,some college,free/reduced,none,47,45,39
male,group B,bachelor's degree,standard,none,49,51,55
male,group B,bachelor's degree,standard,none,89,97,75
male,group C,master's degree,free/reduced,none,76,39,22
female,group C,some college,free/reduced,none,29,61,65
female,group E,some high school,standard,none,40,56,57
female,group A,some high school,standard,completed,87,79,51
female,group A,master's degree,free/reduced,completed,54,60,15
male,group B,some college,free/reduced,completed,0,91,73
male,group E,some high school,standard,none,53,69,43
female,group D,some high school,standard,completed,19,41,40
female,group B,some college,standard,none,24,43,45
male,group E,bachelor's degree,standard,completed,23,68,19
female,group C,high school,free/reduced,none,22,99,59
female,group C,master's degree,standard,none,86,68,61
male,group E,high school,standard,completed,26,38,27
female,group D,master's degree,standard,completed,45,38,35
male,group A,some high school,standard,none,87,58,51
female,group D,bachelor's degree,standard,completed,81,95,87
male,group E,master's degree,standard,none,75,83,79
male,group E,bachelor's degree,standard,completed,80,97,84
male,group A,master's degree,standard,none,52,94,19
female,group A,some college,free/reduced,none,63,67,91
male,group E,some college,standard,completed,46,74,72
female,group C,some college,free/reduced,none,85,66,28
male,group E,bachelor's degree,free/reduced,none,8,70,39
male,group C,associate's degree,free/reduced,completed,65,64,61
female,group C,high school,standard,completed,81,53,41
female,group B,associate's degree,standard,completed,98,47,53
male,group B,bachelor's degree,free/reduced,none,30,68,30
male,group D,bachelor's degree,free/reduced,none,33,86,86
male,group A,some college,free/reduced,none,81,84,42
female,group E,some high school,standard,completed,99,45,86
female,group E,associate's degree,free/reduced,none,46,90,69
male,group D,master's degree,standard,none,46,31,40
female,group E,some high school,free/reduced,none,84,99,80
female,group E,high school,standard,none,65,37,59
male,group E,associate's degree,standard,none,69,65,76
male,group E,master's degree,free/reduced,none,43,73,95
male,group C,master's degree,standard,none,65,55,83
male,group E,some high school,free/reduced,none,72,88,45
male,group E,some high school,standard,none,71,78,10
male,group D,associate's degree,standard,none,46,81,55
male,group C,associate's degree,standard,none,81,71,47
female,group D,associate's degree,free/reduced,completed,83,55,54
female,group A,associate's degree,free/reduced,none,36,56,88
male,group E,high school,standard,completed,79,74,44
female,group E,bachelor's degree,free/reduced,completed,94,57,58
male,group A,master's degree,free/reduced,completed,58,47,59
female,group B,high school,standard,completed,27,99,93
male,group B,associate's degree,standard,none,98,32,96
male,group E,some high school,free/reduced,none,72,28,93
female,group D,master's degree,standard,completed,38,28,82
female,group E,bachelor's degree,standard,completed,28,87,49
male,group E,bachelor's degree,free/reduced,none,30,46,71
female,group D,associate's degree,standard,completed,72,49,51
male,group E,high school,standard,none,34,23,91
female,group E,master's degree,standard,none,46,65,49
female,group B,some high school,free/reduced,none,50,29,67
female,group B,associate's degree,standard,completed,83,75,50
male,group C,some high school,standard,none,35,56,70
female,group D,bachelor's degree,standard,none,56,73,43
female,group A,bachelor's degree,free/reduced,none,76,82,47
female,group D,master's degree,free/reduced,none,43,53,90
female,group D,master's degree,standard,none,37,83,66
female,group B,high school,standard,none,42,77,68
male,group E,high school,free/reduced,none,27,65,40
female,group E,some college,standard,completed,41,72,100
male,group D,associate's degree,free/reduced,none,22,32,77
male,group C,high school,free/reduced,none,99,92,59
male,group E,some college,free/reduced,completed,27,75,42
female,group B,some high school,free/reduced,none,48,43,78
male,group D,high school,standard,none,92,45,28
female,group D,master's degree,standard,none,80,97,85
male,group A,associate's degree,standard,none,61,73,15
male,group D,bachelor's degree,standard,completed,26,39,50
female,group D,high school,standard,none,39,91,15
female,group D,high school,free/reduced,none,71,38,63
male,group D,some high school,free/reduced,completed,32,38,53
male,group E,master's degree,standard,completed,77,23,54
female,group A,master's degree,standard,none,42,66,83
male,group E,associate's degree,free/reduced,none,26,71,50
female,group B,associate's degree,free/reduced,completed,62,23,85
female,group C,master's degree,standard,none,61,56,43
female,group D,associate's degree,standard,none,18,56,36
female,group B,high school,free/reduced,completed,90,82,77
female,group A,bachelor's degree,standard,completed,87,91,30
male,group A,some high school,free/reduced,completed,18,31,88
female,group C,bachelor's degree,free/reduced,none,0,31,77
male,group D,master's degree,standard,completed,78,41,86
male,group B,master's degree,standard,none,54,79,36
female,group D,some college,standard,none,77,64,97
female,group A,some college,free/reduced,completed,34,49,28
female,group E,high school,standard,none,60,43,73
female,group E,master's degree,standard,none,34,80,54
female,group D,master's degree,standard,none,58,65,55
male,group B,associate's degree,standard,none,22,54,84
female,group C,bachelor's degree,free/reduced,none,50,86,63
male,group C,master's degree,free/reduced,completed,71,80,78
male,group A,some college,standard,none,86,84,10
female,group B,some high school,standard,completed,64,97,66
female,group D,master's degree,standard,completed,98,80,74
female,group B,some high school,free/reduced,none,48,43,50
female,group E,associate's degree,standard,none,53,97,52
male,group D,master's degree,free/reduced,completed,67,97,10
female,group A,high school,free/reduced,none,28,26,15
male,group E,master's degree,standard,none,54,38,87
male,group B,some college,standard,none,78,71,59
female,group B,master's degree,standard,none,45,59,59
female,group C,master's degree,free/reduced,completed,36,72,46
male,group E,bachelor's degree,free/reduced,none,51,71,95
male,group E,high school,standard,none,57,40,27
male,group C,high school,standard,none,96,40,59
male,group B,high school,standard,completed,34,82,36
male,group B,some high school,standard,none,67,49,78
male,group D,some high school,standard,completed,80,28,47
male,group C,bachelor's degree,standard,completed,35,69,81
female,group A,associate's degree,standard,none,94,53,37
female,group E,master's degree,standard,none,52,99,40
male,group E,high school,free/reduced,none,80,81,23
female,group E,bachelor's degree,standard,completed,44,61,94
male,group D,bachelor's degree,free/reduced,none,50,74,43
male,group B,high school,standard,none,92,87,10
female,group E,master's degree,standard,none,0,62,66
female,group E,associate's degree,standard,none,67,94,65
male,group E,bachelor's degree,free/reduced,completed,92,67,72
female,group D,some high school,free/reduced,completed,55,54,19
female,group D,associate's degree,standard,none,37,64,89
female,group E,associate's degree,standard,none,32,94,43
male,group D,bachelor's degree,standard,completed,60,66,83
male,group E,master's degree,free/reduced,completed,71,45,83
female,group B,some college,standard,none,46,45,10
male,group E,master's degree,standard,none,30,69,41
male,group A,associate's degree,standard,none,66,92,69
female,group E,high school,free/reduced,none,57,47,81
female,group D,some college,standard,none,85,64,79
female,group E,some college,free/reduced,completed,44,53,68
male,group C,some high school,standard,none,32,57,43
female,group E,master's degree,standard,none,45,31,63
male,group B,master's degree,free/reduced,none,80,59,79
female,group A,associate's degree,standard,completed,36,83,80
female,group B,some high school,free/reduced,none,36,95,43
male,group E,some college,standard,completed,43,60,45
female,group A,bachelor's degree,standard,none,87,80,60
male,group A,some college,free/reduced,completed,0,93,68
male,group B,associate's degree,standard,completed,0,28,57
male,group A,some college,standard,completed,86,53,64
male,group E,master's degree,standard,none,73,90,79
female,group E,master's degree,standard,completed,75,47,74
male,group C,some college,free/reduced,completed,79,100,53
male,group E,bachelor's degree,standard,none,35,82,54
male,group E,bachelor's degree,free/reduced,completed,23,92,65
male,group B,master's degree,standard,none,49,48,84
female,group E,some high school,free/reduced,completed,76,83,86
male,group E,some high school,free/reduced,none,86,71,80
male,group C,bachelor's degree,standard,none,38,81,64
female,group C,associate's degree,standard,none,29,58,60
female,group E,master's degree,standard,completed,82,67,80
female,group E,high school,standard,none,64,64,73
male,group D,some high school,free/reduced,completed,54,97,55
female,group B,some high school,standard,none,95,41,79
female,group D,master's degree,free/reduced,completed,83,81,80
female,group D,master's degree,standard,none,65,52,72
male,group C,high school,standard,none,78,79,68
female,group D,some high school,standard,completed,40,88,22
female,group E,associate's degree,free/reduced,none,93,56,78
male,group C,some college,standard,none,69,90,75
female,group B,associate's degree,free/reduced,none,99,78,33
female,group A,high school,free/reduced,completed,52,41,64
female,group D,associate's degree,standard,none,84,99,53
male,group D,some college,standard,none,93,80,55
male,group D,some college,free/reduced,none,95,87,62
female,group E,associate's degree,free/reduced,none,75,91,90
female,group B,master's degree,free/reduced,completed,37,97,27
female,group C,high school,standard,completed,64,63,32
female,group A,high school,standard,none,82,59,72
female,group C,some high school,standard,completed,78,62,58
female,group E,associate's degree,free/reduced,none,45,71,87
male,group C,master's degree,standard,none,64,26,97
female,group A,master's degree,free/reduced,completed,52,61,81
female,group B,some college,free/reduced,none,95,39,96
male,group E,associate's degree,free/reduced,none,89,53,83
female,group A,some college,standard,none,46,76,76
female,group E,bachelor's degree,standard,none,92,71,88
male,group C,high school,standard,none,36,24,89
male,group D,some college,standard,none,72,50,23
female,group A,some high school,free/reduced,completed,27,97,50
female,group E,bachelor's degree,standard,completed,78,81,75
female,group B,master's degree,free/reduced,none,100,53,38
male,group B,associate's degree,free/reduced,none,75,38,57
male,group D,bachelor's degree,standard,none,99,72,57
male,group C,some high school,standard,completed,66,81,94
female,group E,high school,standard,completed,65,80,96
male,group B,bachelor's degree,standard,completed,96,68,54
female,group E,master's degree,standard,completed,66,45,96
male,group B,master's degree,standard,completed,0,44,19
male,group E,master's degree,standard,none,87,61,86
female,group B,high school,standard,completed,58,81,63
female,group C,associate's degree,standard,completed,99,29,33
female,group D,master's degree,standard,none,33,68,38
female,group E,some high school,standard,none,57,28,80
female,group D,high school,standard,completed,93,95,81
male,group E,master's degree,standard,completed,0,86,54
male,group A,high school,standard,completed,40,53,89
female,group B,high school,free/reduced,completed,46,80,79
female,group D,some high school,standard,none,36,48,97
male,group A,some high school,free/reduced,completed,88,17,58
male,group C,bachelor's degree,free/reduced,none,86,53,39
female,group C,some high school,standard,completed,19,76,61
male,group E,master's degree,free/reduced,none,76,29,15
female,group E,some high school,free/reduced,none,100,57,45
female,group E,bachelor's degree,standard,completed,74,94,82
male,group E,some college,standard,none,76,64,45
male,group B,bachelor's degree,standard,completed,23,90,64
male,group E,master's degree,standard,none,27,65,100
male,group D,master's degree,free/reduced,none,56,94,95
male,group E,bachelor's degree,standard,none,59,41,45
male,group A,some high school,standard,none,76,61,91
female,group B,associate's degree,free/reduced,completed,66,53,82
male,group E,master's degree,free/reduced,none,69,64,99
female,group A,master's degree,standard,none,52,89,44
female,group E,associate's degree,standard,completed,48,72,85
female,group C,bachelor's degree,free/reduced,completed,75,66,69
male,group B,some high school,free/reduced,completed,53,60,46
male,group E,associate's degree,free/reduced,none,58,51,54
male,group B,master's degree,free/reduced,none,50,75,75
male,group B,associate's degree,standard,none,76,86,98
male,group A,bachelor's degree,free/reduced,none,91,83,84
female,group B,associate's degree,standard,completed,65,75,62
female,group E,bachelor's degree,free/reduced,none,72,99,45
male,group C,some high school,standard,none,86,24,81
female,group E,associate's degree,free/reduced,none,39,86,47
female,group E,master's degree,free/reduced,none,78,80,43
female,group E,high school,free/reduced,completed,78,69,99
male,group D,some college,free/reduced,none,60,23,57
female,group B,master's degree,standard,none,39,80,77
male,group B,master's degree,standard,none,92,55,19
female,group E,bachelor's degree,free/reduced,completed,33,76,83
female,group E,some college,standard,completed,91,28,52
female,group C,high school,free/reduced,completed,52,95,92
female,group E,high school,free/reduced,none,30,38,61
female,group D,high school,free/reduced,none,19,90,74
male,group A,master's degree,standard,none,42,65,46
female,group C,bachelor's degree,standard,completed,19,88,22
male,group A,master's degree,standard,none,46,28,19
female,group B,some college,standard,completed,75,40,71
female,group D,master's degree,standard,completed,70,57,88
male,group B,high school,free/reduced,none,24,83,90
male,group D,some college,standard,completed,93,63,82
male,group E,high school,standard,none,66,24,100
female,group B,some college,standard,completed,0,91,39
female,group C,high school,standard,completed,93,65,59
female,group C,high school,standard,none,98,90,79
male,group D,high school,standard,completed,45,97,27
female,group D,high school,standard,none,52,71,56
male,group D,master's degree,standard,none,53,73,78
female,group E,high school,free/reduced,completed,34,60,34
male,group E,high school,standard,none,80,83,37
male,group B,some high school,free/reduced,none,37,57,96
female,group B,master's degree,free/reduced,none,53,79,27
male,group E,some high school,free/reduced,none,82,66,48
female,group E,high school,free/reduced,none,0,23,93
male,group D,associate's degree,standard,none,24,70,35
male,group B,master's degree,free/reduced,none,98,48,34
female,group B,high school,standard,none,88,83,86
male,group E,associate's degree,standard,none,44,77,88
female,group B,master's degree,standard,none,51,40,88
female,group C,associate's degree,free/reduced,completed,72,28,15
male,group A,some high school,free/reduced,completed,52,28,19
female,group B,high school,free/reduced,none,30,95,72
male,group E,associate's degree,standard,completed,85,58,61
male,group E,high school,standard,none,73,54,90
female,group D,high school,standard,completed,61,40,62
female,group B,master's degree,standard,completed,62,73,22
female,group E,bachelor's degree,standard,none,0,84,65
male,group D,bachelor's degree,free/reduced,completed,65,90,96
female,group E,master's degree,standard,completed,60,91,88
female,group E,master's degree,standard,completed,27,83,63
male,group E,master's degree,standard,none,8,59,47
female,group E,bachelor's degree,standard,completed,56,67,78
female,group D,associate's degree,free/reduced,none,77,63,68
male,group C,associate's degree,free/reduced,none,92,44,36
female,group C,high school,standard,none,63,43,33
male,group D,some high school,free/reduced,none,100,100,69
female,group D,master's degree,standard,completed,50,97,50
male,group E,high school,free/reduced,none,73,28,87
female,group B,bachelor's degree,standard,completed,90,54,93
male,group E,associate's degree,free/reduced,completed,41,23,39
male,group C,high school,standard,none,38,97,56
male,group D,some high school,standard,completed,22,92,19
male,group B,bachelor's degree,standard,none,46,60,99
female,group E,master's degree,standard,none,45,63,65
female,group D,high school,free/reduced,completed,67,37,90
male,group C,some college,free/reduced,none,19,58,38
male,group A,some college,free/reduced,completed,47,74,45
female,group D,bachelor's degree,standard,completed,62,46,88
female,group E,master's degree,standard,completed,86,59,70
female,group B,some college,standard,completed,76,82,56
male,group E,some high school,free/reduced,none,90,74,100
female,group A,bachelor's degree,standard,none,53,72,89
male,group E,some high school,standard,none,63,60,50
female,group B,high school,standard,none,29,91,69
female,group D,associate's degree,free/reduced,completed,77,44,63
male,group B,some college,free/reduced,none,56,99,50
female,group C,some college,free/reduced,completed,35,69,86
male,group C,some college,free/reduced,none,80,23,80
female,group A,bachelor's degree,standard,completed,76,54,63
male,group D,some college,standard,completed,83,91,99
female,group A,associate's degree,standard,none,67,61,60
female,group B,some high school,free/reduced,completed,89,17,30
female,group C,some high school,standard,none,8,61,61
female,group C,bachelor's degree,free/reduced,none,8,66,81
male,group E,associate's degree,standard,none,42,83,53
female,group E,master's degree,standard,none,30,61,41
female,group A,bachelor's degree,free/reduced,none,59,78,82
female,group A,master's degree,free/reduced,completed,88,31,69
female,group E,associate's degree,standard,completed,77,62,23
female,group C,bachelor's degree,standard,completed,40,56,98
female,group A,some college,standard,completed,60,66,81
male,group E,some college,free/reduced,completed,32,63,41
female,group A,associate's degree,standard,completed,53,99,82
female,group B,high school,free/reduced,none,94,80,96
female,group D,high school,free/reduced,completed,50,71,96
male,group C,bachelor's degree,free/reduced,none,65,79,79
female,group C,some college,free/reduced,none,84,53,92
female,group D,associate's degree,standard,none,72,97,75
male,group D,some college,standard,completed,73,46,93
female,group E,master's degree,free/reduced,none,32,59,79
female,group D,some college,standard,completed,54,51,84
female,group D,high school,standard,none,70,49,68
male,group B,some high school,standard,completed,60,43,34
female,group C,some high school,standard,none,46,39,49
female,group D,associate's degree,free/reduced,none,33,73,72
female,group B,associate's degree,free/reduced,completed,35,46,77
female,group E,some high school,standard,none,77,38,52
male,group C,associate's degree,free/reduced,completed,50,46,93
female,group D,master's degree,free/reduced,completed,43,87,55
male,group B,master's degree,standard,none,24,54,85
female,group E,bachelor's degree,free/reduced,none,99,48,85
female,group A,high school,standard,completed,41,69,38
male,group A,master's degree,standard,completed,26,17,61
female,group E,associate's degree,free/reduced,none,95,32,90
male,group B,master's degree,standard,none,46,91,86
female,group D,bachelor's degree,standard,completed,29,94,48
male,group E,some high school,standard,none,54,54,27
female,group E,bachelor's degree,free/reduced,none,75,57,45
female,group B,associate's degree,standard,none,66,38,85
female,group D,master's degree,standard,none,57,80,32
male,group D,master's degree,free/reduced,none,43,50,98
male,group D,some college,free/reduced,none,55,79,71
female,group B,master's degree,standard,none,43,84,77
male,group C,master's degree,free/reduced,none,59,77,34
male,group D,high school,free/reduced,completed,66,34,95
female,group A,some high school,standard,completed,58,66,52
female,group D,bachelor's degree,standard,completed,98,31,54
female,group E,some high school,standard,none,46,60,48
female,group C,high school,free/reduced,completed,60,87,56
male,group B,bachelor's degree,standard,completed,98,63,97
female,group E,associate's degree,standard,completed,92,67,40
male,group B,high school,standard,none,85,67,40
female,group A,master's degree,standard,none,57,51,40
female,group B,some high school,standard,completed,64,44,87
female,group D,master's degree,standard,none,63,23,39
female,group A,associate's degree,free/reduced,none,49,79,90
female,group B,bachelor's degree,standard,completed,8,63,80
female,group E,bachelor's degree,free/reduced,none,32,48,36
female,group D,master's degree,free/reduced,completed,75,97,48
male,group B,high school,standard,none,19,40,41
male,group E,associate's degree,standard,none,83,80,68
female,group D,bachelor's degree,standard,completed,91,38,15
female,group E,bachelor's degree,free/reduced,none,54,72,72
male,group A,bachelor's degree,standard,none,48,84,71
female,group E,master's degree,standard,none,63,65,42
female,group C,master's degree,standard,none,59,80,49
male,group C,some college,standard,completed,33,69,85
male,group E,associate's degree,free/reduced,none,65,93,79
female,group A,associate's degree,free/reduced,none,74,31,55
female,group E,master's degree,standard,none,30,52,97
female,group B,associate's degree,standard,completed,60,70,36
female,group E,master's degree,standard,none,37,51,88
male,group D,associate's degree,standard,completed,66,82,55
male,group E,master's degree,standard,none,65,45,39
female,group B,master's degree,standard,completed,80,72,40
female,group E,associate's degree,standard,none,97,82,57
male,group D,bachelor's degree,standard,completed,57,37,71
female,group E,associate's degree,free/reduced,none,32,49,53
