code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
GGG,2014J,617578,M,London Region,A Level or Equivalent,10-20,0-35,4,270,N,Withdrawn
EEE,2013B,593898,F,East Midlands Region,A Level or Equivalent,60-70%,35-55,6,280,Y,Withdrawn
GGG,2014B,550613,M,West Midlands Region,Post Graduate Qualification,80-90%,35-55,3,325,N,Fail
FFF,2014B,646628,M,East Anglian Region,A Level or Equivalent,0-10%,35-55,0,325,N,Withdrawn
BBB,2013B,232539,F,Ireland,A Level or Equivalent,0-10%,55<=,0,45,N,Pass
DDD,2014J,620918,F,East Midlands Region,A Level or Equivalent,N/A,35-55,0,95,N,Pass
FFF,2013J,631693,M,Scotland,A Level or Equivalent,30-40%,55<=,4,315,N,Distinction
DDD,2014B,655919,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,115,N,Pass
CCC,2014J,570519,F,Scotland,A Level or Equivalent,70-80%,0-35,2,210,N,Withdrawn
BBB,2013J,548445,M,London Region,A Level or Equivalent,0-10%,55<=,0,390,N,Withdrawn
BBB,2014J,606205,F,North Western Region,A Level or Equivalent,30-40%,55<=,0,140,N,Withdrawn
FFF,2014J,685284,F,West Midlands Region,HE Qualification,80-90%,55<=,0,240,N,Distinction
CCC,2014J,487168,F,West Midlands Region,Lower Than A Level,70-80%,0-35,3,430,N,Fail
GGG,2014B,401258,M,West Midlands Region,No Formal quals,40-50%,0-35,1,135,N,Withdrawn
FFF,2014J,263524,F,South Region,A Level or Equivalent,20-30%,35-55,5,50,N,Pass
DDD,2013J,389250,M,Ireland,A Level or Equivalent,20-30%,35-55,6,150,N,Fail
GGG,2013B,566185,M,East Anglian Region,HE Qualification,10-20,0-35,4,310,N,Withdrawn
DDD,2014J,2413895,M,Ireland,No Formal quals,20-30%,55<=,5,170,Y,Pass
EEE,2014J,683993,F,North Western Region,A Level or Equivalent,30-40%,0-35,4,255,Y,Fail
CCC,2014J,490665,M,South Region,Post Graduate Qualification,40-50%,0-35,5,225,Y,Fail
FFF,2013B,598667,M,West Midlands Region,HE Qualification,90-100%,35-55,0,50,Y,Distinction
DDD,2014J,530853,F,South East Region,A Level or Equivalent,40-50%,55<=,6,105,N,Withdrawn
FFF,2013J,172797,F,Ireland,A Level or Equivalent,30-40%,0-35,1,85,Y,Pass
AAA,2013B,560458,M,East Anglian Region,A Level or Equivalent,10-20,0-35,5,250,N,Fail
EEE,2014J,320612,F,North Region,No Formal quals,0-10%,35-55,1,240,N,Withdrawn
FFF,2014J,631438,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,540,Y,Pass
BBB,2013J,1559428,M,Yorkshire Region,HE Qualification,10-20,55<=,2,300,N,Withdrawn
GGG,2013J,2588467,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,5,140,N,Withdrawn
FFF,2013B,565017,M,South West Region,Lower Than A Level,40-50%,35-55,1,90,N,Pass
GGG,2013B,408413,F,Scotland,Lower Than A Level,40-50%,55<=,2,585,Y,Withdrawn
DDD,2014J,2577091,M,East Anglian Region,A Level or Equivalent,70-80%,55<=,1,65,N,Pass
FFF,2014J,123379,F,Scotland,A Level or Equivalent,80-90%,0-35,0,215,Y,Pass
DDD,2014B,596964,M,South Region,No Formal quals,30-40%,0-35,0,80,N,Withdrawn
FFF,2013J,583236,F,East Midlands Region,A Level or Equivalent,10-20,55<=,2,180,N,Distinction
GGG,2014B,626930,M,East Anglian Region,Lower Than A Level,80-90%,55<=,4,430,N,Withdrawn
CCC,2014J,577401,M,Scotland,A Level or Equivalent,30-40%,0-35,6,40,N,Fail
BBB,2014J,572976,F,West Midlands Region,Lower Than A Level,0-10%,35-55,1,60,N,Pass
BBB,2013J,585727,M,South Region,Post Graduate Qualification,10-20,35-55,6,325,N,Withdrawn
EEE,2014J,558084,F,West Midlands Region,HE Qualification,70-80%,0-35,3,140,Y,Withdrawn
GGG,2013B,178258,F,East Anglian Region,No Formal quals,0-10%,35-55,6,150,N,Fail
GGG,2014J,334565,M,South Region,HE Qualification,20-30%,35-55,2,195,N,Withdrawn
DDD,2014J,578646,F,East Anglian Region,No Formal quals,10-20,0-35,3,255,N,Pass
BBB,2013J,406056,F,East Anglian Region,Post Graduate Qualification,90-100%,55<=,2,225,Y,Pass
CCC,2013J,678105,M,London Region,A Level or Equivalent,30-40%,35-55,6,45,Y,Pass
FFF,2013J,579283,M,South East Region,A Level or Equivalent,0-10%,0-35,2,115,Y,Fail
AAA,2013B,695220,M,Wales,A Level or Equivalent,N/A,55<=,2,255,N,Pass
DDD,2014J,615300,F,Scotland,No Formal quals,N/A,0-35,4,80,N,Pass
DDD,2013J,599957,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,2,255,N,Pass
BBB,2014J,628296,M,Wales,A Level or Equivalent,30-40%,35-55,2,540,N,Pass
GGG,2013J,1619251,M,North Western Region,A Level or Equivalent,50-60%,35-55,3,370,N,Fail
BBB,2014J,586086,F,South West Region,A Level or Equivalent,70-80%,55<=,5,235,Y,Pass
GGG,2014J,2661012,M,Scotland,A Level or Equivalent,40-50%,0-35,2,250,Y,Pass
BBB,2013B,109772,M,Wales,No Formal quals,0-10%,55<=,3,205,Y,Pass
EEE,2013J,600746,M,Wales,No Formal quals,40-50%,55<=,0,90,N,Fail
EEE,2013J,677892,M,Scotland,Lower Than A Level,90-100%,0-35,1,480,N,Withdrawn
EEE,2013J,643608,M,East Anglian Region,Lower Than A Level,90-100%,35-55,6,100,Y,Distinction
CCC,2014J,549406,M,South Region,A Level or Equivalent,80-90%,0-35,1,430,N,Withdrawn
GGG,2013J,67781,M,East Anglian Region,HE Qualification,70-80%,0-35,5,60,Y,Pass
BBB,2013B,2284294,M,Ireland,Lower Than A Level,70-80%,0-35,2,165,Y,Fail
FFF,2013B,632365,F,Scotland,Lower Than A Level,10-20,35-55,5,255,N,Withdrawn
GGG,2013J,692171,M,Scotland,A Level or Equivalent,10-20,0-35,2,115,N,Withdrawn
CCC,2014J,656878,M,South East Region,Post Graduate Qualification,20-30%,0-35,5,180,N,Pass
DDD,2013J,657071,M,London Region,A Level or Equivalent,10-20,0-35,5,175,N,Withdrawn
GGG,2014B,679337,F,North Region,A Level or Equivalent,70-80%,35-55,2,360,Y,Withdrawn
BBB,2014B,628376,F,North Region,Post Graduate Qualification,80-90%,0-35,0,50,N,Distinction
GGG,2014J,511459,M,East Midlands Region,Lower Than A Level,N/A,35-55,0,100,N,Pass
DDD,2013J,2395222,F,Scotland,Post Graduate Qualification,30-40%,0-35,0,60,N,Withdrawn
BBB,2014J,405743,F,South West Region,Post Graduate Qualification,70-80%,55<=,0,105,N,Pass
EEE,2013B,609932,F,North Western Region,A Level or Equivalent,90-100%,0-35,4,205,N,Withdrawn
DDD,2014B,1468838,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,3,90,N,Fail
DDD,2014J,549898,M,Scotland,Post Graduate Qualification,70-80%,0-35,3,205,N,Pass
AAA,2013B,324332,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,4,180,Y,Withdrawn
BBB,2014B,559140,M,South East Region,A Level or Equivalent,70-80%,0-35,0,330,N,Distinction
FFF,2014J,2339150,M,South East Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass
AAA,2014J,585433,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,5,115,N,Withdrawn
DDD,2014B,475363,M,North Western Region,No Formal quals,20-30%,0-35,0,85,Y,Withdrawn
BBB,2014J,512411,F,North Western Region,A Level or Equivalent,40-50%,55<=,1,120,N,Distinction
DDD,2014B,617813,F,Scotland,Lower Than A Level,N/A,0-35,0,140,N,Pass
FFF,2013J,608939,F,East Anglian Region,A Level or Equivalent,N/A,55<=,3,370,N,Pass
CCC,2013J,654415,F,Scotland,No Formal quals,20-30%,0-35,2,540,Y,Withdrawn
CCC,2013J,681642,M,East Anglian Region,Lower Than A Level,50-60%,55<=,0,105,Y,Withdrawn
BBB,2014J,442132,M,London Region,A Level or Equivalent,20-30%,35-55,5,355,N,Pass
GGG,2014J,397557,M,Scotland,A Level or Equivalent,0-10%,35-55,1,40,N,Pass
CCC,2014J,643403,F,North Region,Lower Than A Level,40-50%,0-35,3,165,N,Fail
BBB,2013J,478583,M,North Region,Lower Than A Level,80-90%,35-55,4,100,Y,Fail
DDD,2013J,2452289,M,West Midlands Region,Lower Than A Level,20-30%,55<=,5,325,Y,Pass
FFF,2013J,434841,F,Scotland,HE Qualification,90-100%,0-35,4,155,N,Withdrawn
DDD,2014J,693147,M,London Region,A Level or Equivalent,20-30%,0-35,0,220,N,Fail
DDD,2014J,532531,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,5,145,N,Pass
FFF,2014B,563081,M,Scotland,HE Qualification,90-100%,0-35,1,130,N,Pass
FFF,2013J,2434339,M,North Western Region,A Level or Equivalent,10-20,35-55,0,540,N,Withdrawn
CCC,2014B,653336,M,South Region,Post Graduate Qualification,0-10%,55<=,3,170,Y,Distinction
GGG,2014B,420935,F,East Midlands Region,Lower Than A Level,40-50%,35-55,0,190,N,Distinction
CCC,2014J,2545413,F,North Western Region,A Level or Equivalent,30-40%,35-55,6,60,N,Fail
FFF,2013B,61297,M,Scotland,HE Qualification,90-100%,35-55,5,50,N,Fail
FFF,2014J,599907,F,North Western Region,A Level or Equivalent,10-20,0-35,0,130,N,Withdrawn
EEE,2014B,577476,M,Scotland,HE Qualification,90-100%,0-35,2,45,N,Withdrawn
BBB,2014J,2617635,M,Scotland,A Level or Equivalent,60-70%,0-35,0,355,N,Fail
FFF,2014J,650121,M,South Region,A Level or Equivalent,60-70%,0-35,0,200,Y,Pass
FFF,2014J,638414,M,North Region,A Level or Equivalent,10-20,35-55,3,180,N,Pass
FFF,2014B,521456,F,Scotland,A Level or Equivalent,70-80%,35-55,0,655,N,Withdrawn
BBB,2014J,696943,F,South East Region,A Level or Equivalent,60-70%,35-55,0,90,N,Fail
FFF,2014J,654339,M,East Anglian Region,A Level or Equivalent,70-80%,55<=,1,210,N,Fail
GGG,2014B,30531,M,Scotland,A Level or Equivalent,10-20,35-55,3,420,Y,Distinction
BBB,2013J,421326,M,North Western Region,A Level or Equivalent,20-30%,0-35,5,180,N,Pass
FFF,2013J,289397,M,East Midlands Region,Lower Than A Level,90-100%,55<=,4,310,N,Fail
FFF,2013B,550813,M,Wales,No Formal quals,10-20,0-35,0,325,Y,Pass
EEE,2014J,413949,M,Wales,A Level or Equivalent,70-80%,35-55,5,105,N,Pass
BBB,2014B,471189,M,Scotland,No Formal quals,20-30%,0-35,5,120,N,Fail
GGG,2014J,607200,M,Scotland,HE Qualification,90-100%,0-35,6,170,Y,Withdrawn
EEE,2014B,2332934,F,South East Region,Lower Than A Level,70-80%,0-35,0,150,Y,Withdrawn
CCC,2013J,2556345,F,Scotland,A Level or Equivalent,0-10%,35-55,0,300,N,Pass
DDD,2013B,384099,F,Wales,A Level or Equivalent,50-60%,55<=,1,135,N,Withdrawn
BBB,2013J,634340,F,Scotland,A Level or Equivalent,10-20,35-55,0,210,N,Withdrawn
FFF,2014J,160005,M,South Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass
FFF,2013J,627417,M,North Western Region,A Level or Equivalent,40-50%,55<=,4,345,N,Pass
BBB,2013B,548292,M,London Region,HE Qualification,10-20,35-55,1,95,N,Distinction
EEE,2014J,520265,M,Ireland,Post Graduate Qualification,40-50%,0-35,6,150,N,Withdrawn
BBB,2014J,581431,F,Wales,A Level or Equivalent,10-20,35-55,0,630,N,Pass
FFF,2014J,338056,F,East Midlands Region,Lower Than A Level,50-60%,0-35,3,80,N,Withdrawn
FFF,2014J,620004,M,Yorkshire Region,HE Qualification,70-80%,0-35,2,85,Y,Fail
GGG,2013J,479860,F,West Midlands Region,HE Qualification,70-80%,0-35,3,90,N,Withdrawn
FFF,2014J,442873,M,South Region,Post Graduate Qualification,10-20,35-55,6,45,N,Fail
DDD,2014J,674457,M,London Region,A Level or Equivalent,10-20,55<=,6,90,N,Pass
DDD,2013J,503684,M,East Anglian Region,A Level or Equivalent,10-20,35-55,5,540,Y,Pass
FFF,2013B,2611847,F,East Anglian Region,A Level or Equivalent,20-30%,35-55,3,50,N,Pass
GGG,2013B,2068627,F,Scotland,HE Qualification,10-20,0-35,0,65,Y,Withdrawn
DDD,2014J,594855,F,Scotland,Lower Than A Level,20-30%,0-35,6,95,Y,Fail
FFF,2014J,604952,F,East Midlands Region,Lower Than A Level,10-20,35-55,1,100,Y,Withdrawn
CCC,2014J,1683692,F,North Region,A Level or Equivalent,20-30%,35-55,6,330,Y,Distinction
GGG,2014J,123462,M,Scotland,A Level or Equivalent,70-80%,55<=,6,140,N,Fail
EEE,2014J,690724,F,North Western Region,A Level or Equivalent,10-20,55<=,0,155,N,Withdrawn
GGG,2014J,497607,M,Scotland,A Level or Equivalent,60-70%,35-55,4,155,N,Withdrawn
FFF,2014J,555498,F,North Western Region,Post Graduate Qualification,40-50%,55<=,6,540,Y,Pass
CCC,2014J,697319,F,South Region,A Level or Equivalent,70-80%,0-35,5,430,N,Withdrawn
BBB,2013J,568998,M,East Midlands Region,A Level or Equivalent,10-20,0-35,4,360,N,Withdrawn
CCC,2014B,696361,F,Scotland,Lower Than A Level,40-50%,55<=,3,480,N,Fail
FFF,2014B,608549,F,Wales,Lower Than A Level,90-100%,35-55,1,140,N,Withdrawn
FFF,2013J,515056,F,Scotland,Lower Than A Level,0-10%,35-55,3,180,Y,Distinction
GGG,2014B,548488,M,East Midlands Region,A Level or Equivalent,0-10%,35-55,6,175,N,Fail
GGG,2014B,532413,F,South Region,No Formal quals,50-60%,55<=,0,145,N,Pass
CCC,2013J,631771,F,Scotland,HE Qualification,90-100%,0-35,2,150,N,Pass
GGG,2014J,618683,F,Scotland,Lower Than A Level,0-10%,0-35,5,180,N,Distinction
GGG,2014J,695090,F,North Western Region,Lower Than A Level,0-10%,0-35,0,180,Y,Fail
DDD,2014J,626675,F,Scotland,A Level or Equivalent,0-10%,0-35,4,30,Y,Distinction
FFF,2014B,626494,F,South East Region,Post Graduate Qualification,50-60%,0-35,4,90,N,Pass
BBB,2014J,615377,M,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
FFF,2014B,633256,F,London Region,A Level or Equivalent,70-80%,55<=,6,40,N,Pass
EEE,2014J,677546,F,North Region,Lower Than A Level,60-70%,55<=,2,90,N,Pass
GGG,2013J,2057959,M,North Region,A Level or Equivalent,10-20,0-35,6,90,N,Fail
DDD,2014B,687302,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,6,120,N,Pass
DDD,2014B,582806,F,North Western Region,Lower Than A Level,40-50%,55<=,0,95,N,Pass
BBB,2014B,602269,F,Wales,HE Qualification,40-50%,0-35,0,630,N,Pass
BBB,2014J,241700,M,Wales,Lower Than A Level,0-10%,0-35,0,55,N,Pass
CCC,2014B,586165,M,Wales,Lower Than A Level,20-30%,35-55,0,310,Y,Withdrawn
FFF,2013J,613310,F,South Region,A Level or Equivalent,90-100%,35-55,3,70,N,Distinction
BBB,2013J,631240,M,West Midlands Region,HE Qualification,N/A,0-35,4,85,N,Fail
BBB,2014B,548924,M,West Midlands Region,A Level or Equivalent,30-40%,55<=,4,30,Y,Pass
CCC,2013J,632124,M,Wales,A Level or Equivalent,50-60%,0-35,2,150,Y,Withdrawn
CCC,2014J,609985,F,North Western Region,HE Qualification,80-90%,35-55,5,170,N,Pass
BBB,2013B,339785,M,North Region,No Formal quals,90-100%,35-55,1,60,N,Withdrawn
DDD,2013J,588008,F,South Region,Lower Than A Level,90-100%,0-35,0,220,Y,Distinction
GGG,2013B,623184,F,Wales,A Level or Equivalent,10-20,0-35,0,55,Y,Pass
BBB,2014B,2584244,M,Ireland,A Level or Equivalent,20-30%,0-35,4,80,N,Fail
DDD,2014J,548773,M,East Anglian Region,HE Qualification,20-30%,35-55,2,180,Y,Distinction
EEE,2014J,2621590,M,South Region,A Level or Equivalent,0-10%,35-55,0,90,N,Withdrawn
FFF,2014B,616914,F,North Western Region,A Level or Equivalent,70-80%,55<=,0,65,N,Pass
DDD,2014B,434347,M,North Region,No Formal quals,60-70%,0-35,5,150,Y,Pass
CCC,2013J,549687,M,Scotland,A Level or Equivalent,70-80%,35-55,5,55,N,Pass
GGG,2014B,2229785,M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,420,N,Distinction
FFF,2014J,581333,M,North Western Region,HE Qualification,0-10%,0-35,0,255,N,Pass
CCC,2014B,547347,M,South Region,Lower Than A Level,20-30%,55<=,0,280,N,Withdrawn
CCC,2014B,530270,M,South Region,A Level or Equivalent,0-10%,55<=,0,75,Y,Withdrawn
FFF,2014J,470534,F,South West Region,Lower Than A Level,50-60%,0-35,2,235,N,Withdrawn
CCC,2014J,608907,F,Scotland,A Level or Equivalent,60-70%,35-55,0,195,N,Distinction
DDD,2014J,634047,M,South West Region,Lower Than A Level,10-20,0-35,1,60,N,Pass
BBB,2013B,582026,M,East Midlands Region,A Level or Equivalent,20-30%,55<=,1,355,N,Withdrawn
AAA,2014J,417863,M,South West Region,HE Qualification,30-40%,55<=,2,585,Y,Fail
FFF,2014B,2303848,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,150,N,Pass
FFF,2013J,477588,F,West Midlands Region,No Formal quals,0-10%,55<=,6,200,Y,Pass
EEE,2014J,611356,M,Ireland,A Level or Equivalent,10-20,0-35,5,105,Y,Pass
EEE,2014B,626259,M,Wales,Lower Than A Level,40-50%,55<=,4,300,N,Distinction
BBB,2013J,674831,M,London Region,A Level or Equivalent,50-60%,35-55,6,225,N,Withdrawn
BBB,2013B,617942,M,East Anglian Region,A Level or Equivalent,N/A,0-35,0,90,N,Pass
CCC,2014J,646628,M,Yorkshire Region,HE Qualification,0-10%,55<=,1,430,N,Withdrawn
FFF,2013J,31849,F,North Region,A Level or Equivalent,50-60%,55<=,0,270,N,Fail
FFF,2013J,556871,M,East Anglian Region,Lower Than A Level,80-90%,0-35,1,90,Y,Withdrawn
DDD,2014J,606089,M,South Region,A Level or Equivalent,50-60%,35-55,0,105,N,Pass
FFF,2013J,683508,F,North Western Region,Lower Than A Level,40-50%,0-35,1,300,N,Withdrawn
DDD,2013B,71209,M,East Midlands Region,Lower Than A Level,40-50%,35-55,6,120,Y,Pass
GGG,2014B,514031,M,Yorkshire Region,HE Qualification,0-10%,55<=,5,70,N,Pass
CCC,2014J,594208,F,London Region,A Level or Equivalent,50-60%,35-55,0,180,Y,Fail
BBB,2013J,70537,M,London Region,A Level or Equivalent,10-20,0-35,2,40,N,Withdrawn
AAA,2014B,677897,F,Scotland,A Level or Equivalent,20-30%,0-35,5,60,N,Distinction
DDD,2014B,2584244,M,South West Region,A Level or Equivalent,30-40%,55<=,4,120,N,Pass
DDD,2014J,566135,F,London Region,Lower Than A Level,30-40%,55<=,0,480,N,Withdrawn
BBB,2013B,440798,F,Scotland,No Formal quals,0-10%,0-35,4,370,N,Pass
DDD,2014J,1719566,M,East Anglian Region,A Level or Equivalent,10-20,55<=,2,190,N,Pass
DDD,2014B,649731,M,North Western Region,A Level or Equivalent,10-20,0-35,1,55,Y,Withdrawn
GGG,2013J,632195,F,London Region,A Level or Equivalent,40-50%,35-55,0,70,N,Distinction
FFF,2014J,2284583,M,South Region,HE Qualification,30-40%,55<=,0,210,Y,Withdrawn
BBB,2013J,1757561,M,Ireland,Lower Than A Level,70-80%,0-35,5,205,N,Fail
GGG,2014B,2244332,M,North Western Region,Post Graduate Qualification,80-90%,35-55,6,420,N,Pass
AAA,2014J,108822,M,South West Region,Lower Than A Level,30-40%,0-35,6,205,N,Distinction
DDD,2013J,391822,F,Scotland,Lower Than A Level,0-10%,35-55,0,60,N,Fail
BBB,2014B,261160,F,Ireland,Lower Than A Level,80-90%,35-55,4,420,N,Withdrawn
FFF,2013J,598761,F,South Region,HE Qualification,30-40%,0-35,0,175,N,Fail
GGG,2014B,593896,F,South East Region,Lower Than A Level,60-70%,35-55,0,160,N,Fail
DDD,2013J,626878,F,North Western Region,Lower Than A Level,10-20,0-35,0,195,N,Pass
FFF,2013B,628849,M,West Midlands Region,HE Qualification,80-90%,0-35,3,280,Y,Withdrawn
CCC,2013B,1400592,F,London Region,A Level or Equivalent,N/A,0-35,0,180,Y,Fail
AAA,2013J,362548,F,North Western Region,Lower Than A Level,0-10%,55<=,0,70,N,Fail
AAA,2013J,559685,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,40,N,Pass
FFF,2013B,630950,M,Ireland,No Formal quals,20-30%,0-35,5,45,N,Withdrawn
BBB,2013B,532067,F,Scotland,No Formal quals,40-50%,0-35,2,235,N,Pass
BBB,2013J,570871,M,East Midlands Region,Lower Than A Level,80-90%,35-55,1,30,N,Distinction
CCC,2014J,1591013,M,Yorkshire Region,No Formal quals,0-10%,55<=,5,205,N,Pass
BBB,2013J,582697,F,Scotland,Lower Than A Level,70-80%,0-35,4,235,Y,Withdrawn
BBB,2014J,152320,F,East Anglian Region,HE Qualification,50-60%,55<=,6,135,Y,Fail
AAA,2014B,2281292,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,5,655,Y,Withdrawn
EEE,2014B,599876,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,1,120,N,Fail
FFF,2013J,693213,F,London Region,Lower Than A Level,60-70%,0-35,4,60,N,Pass
EEE,2014J,613993,M,London Region,A Level or Equivalent,80-90%,0-35,0,540,N,Pass
FFF,2013J,488176,M,East Midlands Region,HE Qualification,0-10%,0-35,5,90,Y,Fail
GGG,2013J,481227,F,Ireland,Lower Than A Level,80-90%,0-35,4,180,N,Withdrawn
EEE,2014B,578953,M,Yorkshire Region,A Level or Equivalent,60-70%,35-55,5,180,N,Fail
GGG,2013J,625930,M,South East Region,Post Graduate Qualification,20-30%,55<=,5,65,N,Fail
EEE,2014J,593941,M,East Midlands Region,Post Graduate Qualification,30-40%,0-35,0,345,N,Pass
CCC,2014B,31014,F,Wales,A Level or Equivalent,90-100%,55<=,5,50,N,Fail
GGG,2013B,334255,F,Scotland,HE Qualification,90-100%,35-55,1,165,N,Distinction
GGG,2014J,563363,M,South West Region,Lower Than A Level,90-100%,0-35,2,150,N,Pass
BBB,2013J,645170,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,6,80,N,Withdrawn
FFF,2014J,396673,F,Wales,HE Qualification,90-100%,0-35,0,55,N,Withdrawn
DDD,2014J,601783,M,South West Region,HE Qualification,50-60%,55<=,2,55,N,Pass
BBB,2014J,628150,F,South East Region,No Formal quals,30-40%,35-55,0,330,Y,Distinction
FFF,2013J,576143,M,North Western Region,HE Qualification,20-30%,35-55,5,100,N,Withdrawn
DDD,2013B,420641,M,Scotland,No Formal quals,0-10%,0-35,2,360,N,Pass
AAA,2014B,593798,F,Scotland,A Level or Equivalent,10-20,35-55,0,130,N,Withdrawn
AAA,2014J,370274,M,South West Region,No Formal quals,30-40%,55<=,4,315,N,Distinction
BBB,2014B,688533,F,South East Region,A Level or Equivalent,20-30%,0-35,5,270,N,Pass
CCC,2013J,355034,F,East Anglian Region,Lower Than A Level,0-10%,55<=,0,90,N,Pass
GGG,2014B,614142,F,South Region,Post Graduate Qualification,30-40%,0-35,6,420,N,Fail
BBB,2013J,589856,M,South West Region,HE Qualification,30-40%,0-35,2,400,N,Withdrawn
EEE,2013B,681799,M,Wales,HE Qualification,40-50%,55<=,5,270,Y,Withdrawn
FFF,2014B,361209,M,East Midlands Region,A Level or Equivalent,10-20,35-55,0,110,N,Withdrawn
GGG,2013B,609277,M,Ireland,Post Graduate Qualification,20-30%,55<=,3,370,N,Pass
GGG,2014J,634217,F,Scotland,Lower Than A Level,30-40%,35-55,1,255,N,Pass
BBB,2013B,553729,M,East Midlands Region,A Level or Equivalent,0-10%,35-55,1,90,Y,Withdrawn
DDD,2014J,595119,F,North Western Region,Lower Than A Level,N/A,0-35,1,95,N,Pass
FFF,2014B,622313,F,Scotland,Lower Than A Level,70-80%,35-55,1,325,Y,Pass
BBB,2013B,266559,M,West Midlands Region,No Formal quals,10-20,55<=,5,585,N,Withdrawn
FFF,2014J,557012,F,East Anglian Region,HE Qualification,20-30%,35-55,0,540,N,Withdrawn
FFF,2013B,649863,M,North Region,A Level or Equivalent,0-10%,35-55,1,120,N,Pass
FFF,2014J,650070,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,3,65,N,Fail
GGG,2013J,645730,M,London Region,Lower Than A Level,10-20,35-55,0,115,N,Distinction
BBB,2013B,480025,F,Yorkshire Region,No Formal quals,70-80%,35-55,5,140,Y,Withdrawn
DDD,2014J,653914,M,North Western Region,A Level or Equivalent,40-50%,35-55,4,150,N,Fail
DDD,2014J,603730,F,North Western Region,A Level or Equivalent,50-60%,0-35,6,120,N,Withdrawn
FFF,2014B,675504,F,West Midlands Region,Post Graduate Qualification,80-90%,35-55,0,400,N,Distinction
DDD,2014J,592480,M,East Midlands Region,HE Qualification,10-20,0-35,5,135,N,Fail
CCC,2014B,398413,F,South West Region,No Formal quals,80-90%,35-55,0,105,N,Pass
GGG,2014J,606412,M,East Anglian Region,Lower Than A Level,70-80%,55<=,0,150,N,Pass
CCC,2014J,533545,M,East Midlands Region,HE Qualification,20-30%,35-55,5,310,N,Pass
BBB,2013J,548838,M,East Anglian Region,No Formal quals,60-70%,0-35,0,430,N,Withdrawn
BBB,2013B,2661696,F,South East Region,Lower Than A Level,50-60%,0-35,1,85,N,Withdrawn
FFF,2014J,588749,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,6,60,N,Distinction
BBB,2013J,538138,M,Scotland,HE Qualification,20-30%,0-35,0,60,N,Pass
GGG,2013B,550792,F,North Western Region,A Level or Equivalent,70-80%,0-35,5,105,N,Fail
FFF,2013J,1943214,F,London Region,A Level or Equivalent,40-50%,55<=,0,60,Y,Withdrawn
CCC,2014B,680018,M,London Region,A Level or Equivalent,0-10%,0-35,3,180,N,Withdrawn
BBB,2014J,619471,M,Wales,A Level or Equivalent,70-80%,0-35,4,55,N,Pass
FFF,2014B,627481,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,1,255,N,Pass
DDD,2013B,1931370,F,South West Region,Lower Than A Level,80-90%,0-35,1,120,N,Fail
FFF,2013J,2103552,M,Scotland,Post Graduate Qualification,10-20,0-35,0,420,N,Pass
FFF,2013B,558801,M,South East Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass
GGG,2013J,241769,F,South East Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass
GGG,2014J,435423,M,North Western Region,No Formal quals,20-30%,55<=,4,135,N,Pass
BBB,2014J,559350,M,South Region,No Formal quals,80-90%,0-35,1,170,N,Pass
FFF,2014J,485219,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
DDD,2013B,590502,M,West Midlands Region,Lower Than A Level,20-30%,0-35,2,360,N,Distinction
CCC,2014B,513796,M,North Western Region,A Level or Equivalent,0-10%,55<=,2,110,Y,Pass
FFF,2014B,494191,F,South Region,A Level or Equivalent,50-60%,0-35,0,360,N,Withdrawn
FFF,2014J,318919,M,East Midlands Region,Lower Than A Level,60-70%,0-35,5,180,N,Pass
FFF,2014J,2498139,M,West Midlands Region,Lower Than A Level,40-50%,35-55,4,250,N,Pass
CCC,2013J,563556,M,Scotland,Lower Than A Level,0-10%,0-35,3,100,N,Pass
DDD,2013J,2716795,F,North Region,HE Qualification,70-80%,35-55,0,55,N,Distinction
EEE,2014B,603327,F,South West Region,Lower Than A Level,10-20,0-35,5,145,N,Fail
FFF,2014B,602152,F,South East Region,Post Graduate Qualification,70-80%,35-55,1,95,N,Pass
FFF,2013B,2641236,F,Ireland,A Level or Equivalent,10-20,0-35,0,655,N,Distinction
