code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
DDD,2013J,177568,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,1,180,N,Withdrawn
GGG,2014J,546912,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,2,130,N,Pass
EEE,2014J,575992,M,London Region,A Level or Equivalent,70-80%,55<=,0,280,N,Distinction
GGG,2014J,1576513,M,Ireland,A Level or Equivalent,90-100%,55<=,4,70,Y,Distinction
CCC,2013J,503352,M,East Anglian Region,Lower Than A Level,20-30%,0-35,2,70,N,Pass
GGG,2013J,594815,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,6,50,N,Withdrawn
EEE,2014J,647711,M,North Region,A Level or Equivalent,40-50%,0-35,1,300,N,Distinction
GGG,2013B,352112,M,East Anglian Region,No Formal quals,40-50%,0-35,0,400,N,Fail
GGG,2014J,583714,M,North Western Region,A Level or Equivalent,40-50%,0-35,3,90,Y,Pass
AAA,2013J,466807,F,South Region,A Level or Equivalent,40-50%,35-55,6,140,N,Pass
FFF,2014B,655972,M,London Region,A Level or Equivalent,30-40%,35-55,6,200,Y,Distinction
BBB,2014B,575100,M,North Western Region,No Formal quals,90-100%,0-35,1,220,N,Fail
CCC,2014J,623055,M,Scotland,A Level or Equivalent,90-100%,55<=,6,65,Y,Withdrawn
GGG,2014J,509292,F,Yorkshire Region,HE Qualification,0-10%,0-35,0,115,N,Pass
DDD,2014B,330669,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,5,225,N,Pass
AAA,2013J,515349,F,West Midlands Region,No Formal quals,10-20,55<=,4,40,N,Pass
EEE,2014B,654110,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,430,Y,Pass
FFF,2013J,683630,F,South East Region,No Formal quals,50-60%,35-55,0,90,N,Pass
FFF,2014J,575533,M,South West Region,Post Graduate Qualification,70-80%,0-35,6,180,Y,Withdrawn
CCC,2014J,606206,M,Wales,HE Qualification,70-80%,35-55,0,220,N,Pass
GGG,2013B,633285,M,South West Region,Post Graduate Qualification,70-80%,0-35,1,630,N,Withdrawn
CCC,2013B,593459,M,South West Region,A Level or Equivalent,90-100%,0-35,6,420,N,Pass
FFF,2014J,1615575,M,East Anglian Region,A Level or Equivalent,40-50%,55<=,6,100,N,Pass
GGG,2014B,141430,F,South Region,Lower Than A Level,50-60%,35-55,3,135,Y,Withdrawn
AAA,2013J,550377,M,London Region,Lower Than A Level,30-40%,35-55,0,165,N,Withdrawn
BBB,2014J,698471,F,Wales,A Level or Equivalent,90-100%,55<=,6,65,N,Withdrawn
FFF,2013J,624039,M,East Midlands Region,No Formal quals,90-100%,55<=,1,360,N,Withdrawn
AAA,2014J,636282,M,South Region,Lower Than A Level,10-20,35-55,3,60,N,Pass
GGG,2014J,576445,F,Yorkshire Region,A Level or Equivalent,0-10%,35-55,4,215,N,Distinction
DDD,2014J,549158,M,Wales,No Formal quals,30-40%,35-55,5,400,N,Fail
GGG,2013B,605027,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,6,60,N,Pass
DDD,2014J,614583,M,East Midlands Region,HE Qualification,60-70%,0-35,0,115,Y,Withdrawn
EEE,2013B,588194,F,South Region,No Formal quals,30-40%,35-55,0,95,N,Pass
BBB,2014B,696615,M,Wales,A Level or Equivalent,50-60%,35-55,4,205,N,Pass
FFF,2014J,626597,M,Scotland,No Formal quals,0-10%,35-55,2,480,N,Fail
BBB,2014J,679037,F,West Midlands Region,A Level or Equivalent,10-20,0-35,5,360,N,Withdrawn
FFF,2013J,687578,M,South Region,A Level or Equivalent,0-10%,35-55,6,40,N,Pass
FFF,2013J,125535,F,London Region,No Formal quals,30-40%,0-35,6,60,N,Withdrawn
FFF,2013J,628367,F,London Region,HE Qualification,20-30%,0-35,1,150,N,Fail
EEE,2014B,489553,F,East Anglian Region,No Formal quals,80-90%,35-55,5,630,N,Withdrawn
GGG,2014B,689148,F,South West Region,Lower Than A Level,0-10%,0-35,6,355,Y,Fail
BBB,2014J,476868,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,2,30,N,Pass
BBB,2014J,529163,M,South West Region,A Level or Equivalent,60-70%,35-55,6,280,N,Pass
FFF,2013B,616660,M,London Region,Post Graduate Qualification,0-10%,0-35,0,325,N,Withdrawn
CCC,2013J,599957,F,North Western Region,A Level or Equivalent,60-70%,0-35,4,160,Y,Withdrawn
DDD,2013J,568559,M,Ireland,Lower Than A Level,20-30%,0-35,0,165,Y,Distinction
BBB,2014B,634822,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,45,N,Pass
DDD,2014B,675165,F,East Anglian Region,A Level or Equivalent,10-20,0-35,0,280,N,Pass
CCC,2014B,690366,F,North Region,HE Qualification,70-80%,35-55,0,155,Y,Fail
FFF,2014J,636458,F,East Anglian Region,Lower Than A Level,30-40%,55<=,2,255,N,Pass
CCC,2013J,496491,F,North Region,HE Qualification,40-50%,0-35,5,40,N,Distinction
FFF,2013J,2244285,M,Scotland,A Level or Equivalent,60-70%,0-35,1,90,N,Withdrawn
EEE,2014J,407670,M,East Anglian Region,A Level or Equivalent,90-100%,35-55,4,150,N,Pass
FFF,2013J,594956,M,North Region,HE Qualification,N/A,55<=,6,190,N,Pass
EEE,2014J,627471,M,West Midlands Region,Lower Than A Level,N/A,0-35,1,105,N,Fail
GGG,2014B,608110,M,East Midlands Region,Lower Than A Level,80-90%,0-35,1,400,N,Distinction
BBB,2014J,237370,F,West Midlands Region,HE Qualification,50-60%,35-55,0,155,Y,Pass
DDD,2013J,397414,M,East Midlands Region,Post Graduate Qualification,90-100%,0-35,3,105,Y,Pass
FFF,2014B,555408,F,North Western Region,A Level or Equivalent,20-30%,35-55,1,345,N,Fail
AAA,2013B,685100,F,Scotland,A Level or Equivalent,30-40%,0-35,0,55,N,Withdrawn
AAA,2014B,196266,F,North Western Region,HE Qualification,20-30%,35-55,5,85,N,Withdrawn
GGG,2014J,620430,M,Scotland,A Level or Equivalent,90-100%,0-35,6,70,N,Pass
GGG,2013J,655585,F,North Region,A Level or Equivalent,50-60%,0-35,6,90,N,Pass
AAA,2013B,620498,F,London Region,A Level or Equivalent,10-20,0-35,1,40,N,Withdrawn
CCC,2014B,599434,M,Scotland,No Formal quals,90-100%,0-35,4,280,Y,Pass
CCC,2013B,2082180,M,Wales,Post Graduate Qualification,80-90%,0-35,1,280,Y,Withdrawn
BBB,2014J,2684107,F,Yorkshire Region,Post Graduate Qualification,30-40%,35-55,6,235,N,Fail
BBB,2013B,635573,M,North Region,A Level or Equivalent,80-90%,35-55,2,150,N,Withdrawn
FFF,2014J,2509639,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,5,100,Y,Pass
AAA,2014J,517274,F,East Midlands Region,A Level or Equivalent,10-20,0-35,6,115,N,Pass
GGG,2013B,578722,F,East Midlands Region,Lower Than A Level,40-50%,35-55,2,180,N,Distinction
FFF,2014J,604939,M,East Anglian Region,HE Qualification,N/A,0-35,2,50,N,Fail
BBB,2013J,237891,F,London Region,A Level or Equivalent,40-50%,0-35,6,420,N,Distinction
BBB,2013J,646120,M,Wales,A Level or Equivalent,50-60%,55<=,0,90,N,Withdrawn
GGG,2013J,575672,F,London Region,No Formal quals,30-40%,35-55,0,65,N,Withdrawn
GGG,2014B,613559,M,Ireland,A Level or Equivalent,50-60%,0-35,1,345,Y,Pass
DDD,2013J,189629,M,East Midlands Region,Post Graduate Qualification,50-60%,55<=,4,360,N,Distinction
GGG,2014J,567281,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,2,195,N,Fail
AAA,2014J,978739,M,North Western Region,A Level or Equivalent,70-80%,0-35,6,120,N,Distinction
GGG,2014J,576031,M,London Region,A Level or Equivalent,10-20,35-55,5,60,N,Withdrawn
DDD,2014J,1843123,M,Scotland,Lower Than A Level,40-50%,35-55,0,390,N,Distinction
FFF,2014J,331844,M,London Region,HE Qualification,30-40%,35-55,4,360,N,Pass
DDD,2014B,618399,F,South Region,Post Graduate Qualification,60-70%,35-55,6,325,N,Pass
FFF,2014J,534037,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,3,200,Y,Pass
GGG,2014B,603516,M,London Region,A Level or Equivalent,20-30%,55<=,2,325,N,Distinction
BBB,2014J,595594,F,East Anglian Region,A Level or Equivalent,0-10%,35-55,1,90,Y,Withdrawn
CCC,2014J,599491,M,Scotland,A Level or Equivalent,60-70%,55<=,0,310,N,Pass
FFF,2014J,516318,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,5,225,Y,Fail
EEE,2014J,101279,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,5,300,N,Withdrawn
FFF,2013B,680176,M,North Western Region,HE Qualification,40-50%,0-35,0,250,N,Fail
FFF,2014J,652008,M,Wales,Post Graduate Qualification,80-90%,35-55,4,170,Y,Withdrawn
BBB,2013J,626296,M,East Anglian Region,A Level or Equivalent,0-10%,55<=,3,180,N,Withdrawn
AAA,2014J,699127,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,6,50,Y,Fail
FFF,2014J,630804,M,East Midlands Region,No Formal quals,90-100%,35-55,6,315,N,Withdrawn
BBB,2013J,608735,M,North Western Region,No Formal quals,10-20,55<=,5,210,N,Distinction
BBB,2014J,531377,M,East Midlands Region,A Level or Equivalent,20-30%,55<=,0,100,N,Withdrawn
EEE,2013J,576301,M,South East Region,Lower Than A Level,40-50%,55<=,4,250,N,Withdrawn
CCC,2014B,649095,M,West Midlands Region,HE Qualification,20-30%,35-55,0,270,N,Fail
CCC,2014J,421209,F,Scotland,Lower Than A Level,40-50%,35-55,6,175,N,Fail
FFF,2014J,2026585,M,South West Region,No Formal quals,30-40%,35-55,2,280,N,Withdrawn
BBB,2013J,598089,F,Wales,A Level or Equivalent,80-90%,55<=,2,325,Y,Pass
FFF,2013J,490894,F,South East Region,HE Qualification,60-70%,0-35,0,105,Y,Withdrawn
GGG,2014B,1399285,M,East Anglian Region,Post Graduate Qualification,80-90%,35-55,5,325,Y,Pass
BBB,2014J,607380,F,Wales,Post Graduate Qualification,0-10%,35-55,2,115,N,Pass
CCC,2014J,388708,M,Ireland,A Level or Equivalent,90-100%,35-55,5,70,N,Withdrawn
FFF,2014B,122392,F,South West Region,Post Graduate Qualification,90-100%,0-35,1,130,N,Pass
GGG,2013B,610158,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,3,585,N,Pass
GGG,2014J,606743,F,Wales,Post Graduate Qualification,80-90%,35-55,5,255,N,Pass
AAA,2014J,571779,F,West Midlands Region,Lower Than A Level,10-20,55<=,4,50,Y,Fail
BBB,2014B,622398,M,West Midlands Region,A Level or Equivalent,10-20,55<=,5,45,N,Distinction
DDD,2014B,646689,M,South West Region,No Formal quals,0-10%,0-35,2,175,N,Pass
BBB,2014J,602783,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,5,110,Y,Pass
CCC,2014J,248734,M,Scotland,No Formal quals,90-100%,0-35,0,270,N,Withdrawn
CCC,2014B,565582,F,East Midlands Region,Post Graduate Qualification,80-90%,55<=,0,70,N,Distinction
EEE,2013B,294961,F,North Region,Lower Than A Level,70-80%,0-35,6,255,N,Fail
DDD,2014J,310765,M,Ireland,HE Qualification,10-20,55<=,5,140,N,Fail
BBB,2014B,577170,M,North Region,Lower Than A Level,30-40%,35-55,4,85,Y,Withdrawn
AAA,2014B,675104,M,South West Region,No Formal quals,70-80%,35-55,5,220,N,Distinction
BBB,2013J,336037,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,655,N,Fail
DDD,2014J,633745,M,Scotland,A Level or Equivalent,20-30%,55<=,4,310,Y,Withdrawn
AAA,2014J,558809,M,South East Region,A Level or Equivalent,20-30%,35-55,3,220,Y,Pass
FFF,2014B,504089,F,Ireland,HE Qualification,10-20,35-55,4,480,N,Distinction
FFF,2014J,571952,M,South West Region,Lower Than A Level,40-50%,35-55,3,325,N,Withdrawn
FFF,2013J,620536,F,South West Region,A Level or Equivalent,10-20,0-35,0,310,Y,Distinction
FFF,2013J,503368,M,Wales,A Level or Equivalent,80-90%,0-35,0,655,N,Fail
FFF,2014J,1835411,F,South Region,No Formal quals,70-80%,55<=,1,145,Y,Withdrawn
FFF,2014J,680678,M,Scotland,A Level or Equivalent,90-100%,35-55,1,390,Y,Withdrawn
FFF,2014J,680846,F,West Midlands Region,Lower Than A Level,40-50%,55<=,2,75,Y,Distinction
AAA,2013J,573519,F,South Region,HE Qualification,20-30%,0-35,0,150,N,Pass
AAA,2014J,679451,M,Yorkshire Region,No Formal quals,70-80%,55<=,4,205,N,Distinction
DDD,2013B,642561,M,North Western Region,No Formal quals,70-80%,0-35,5,250,N,Distinction
BBB,2014J,34431,M,North Region,Lower Than A Level,50-60%,0-35,6,400,N,Fail
DDD,2014B,582190,M,Yorkshire Region,Lower Than A Level,N/A,0-35,5,585,N,Pass
FFF,2014B,509901,F,West Midlands Region,HE Qualification,50-60%,55<=,6,300,N,Pass
CCC,2014J,537328,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,1,70,N,Pass
DDD,2013J,628947,M,South East Region,No Formal quals,10-20,0-35,4,75,N,Pass
DDD,2013J,553631,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,310,N,Distinction
FFF,2013J,574944,F,South East Region,Lower Than A Level,80-90%,35-55,4,585,N,Fail
EEE,2013B,350188,M,East Midlands Region,Lower Than A Level,40-50%,55<=,2,345,N,Pass
BBB,2014J,573554,M,South East Region,Post Graduate Qualification,20-30%,35-55,5,95,N,Distinction
BBB,2014J,275674,M,South Region,A Level or Equivalent,80-90%,0-35,2,480,N,Pass
BBB,2014B,491758,F,West Midlands Region,Lower Than A Level,90-100%,0-35,2,360,Y,Pass
DDD,2013J,554746,M,Scotland,Lower Than A Level,20-30%,35-55,3,255,N,Distinction
FFF,2014B,686191,M,North Western Region,No Formal quals,20-30%,35-55,0,235,Y,Withdrawn
BBB,2014J,551220,F,South East Region,Lower Than A Level,30-40%,0-35,3,105,Y,Pass
AAA,2014J,2178929,M,North Western Region,A Level or Equivalent,20-30%,35-55,6,90,N,Pass
FFF,2014J,636364,M,Scotland,No Formal quals,0-10%,0-35,0,430,N,Pass
FFF,2014J,475556,M,London Region,Lower Than A Level,30-40%,35-55,0,540,Y,Fail
DDD,2013J,686498,F,South West Region,Lower Than A Level,40-50%,35-55,1,255,Y,Pass
CCC,2013B,675945,F,London Region,No Formal quals,70-80%,35-55,0,540,Y,Withdrawn
BBB,2014J,654960,F,Scotland,HE Qualification,80-90%,0-35,5,85,N,Fail
FFF,2013J,567880,M,South Region,Lower Than A Level,10-20,35-55,5,300,Y,Pass
CCC,2014J,650247,M,Scotland,A Level or Equivalent,70-80%,0-35,6,40,Y,Pass
EEE,2014J,597234,M,North Western Region,HE Qualification,50-60%,55<=,2,80,Y,Pass
DDD,2014B,646770,M,London Region,A Level or Equivalent,90-100%,0-35,2,160,N,Distinction
EEE,2014B,34662,F,South West Region,A Level or Equivalent,80-90%,0-35,0,150,N,Pass
CCC,2013B,2384615,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,Distinction
BBB,2014J,2552831,M,East Anglian Region,HE Qualification,0-10%,35-55,1,50,N,Pass
GGG,2014J,503024,M,North Western Region,HE Qualification,60-70%,0-35,4,110,Y,Pass
FFF,2013J,2097046,M,London Region,Lower Than A Level,0-10%,0-35,6,355,Y,Pass
FFF,2014B,688513,F,London Region,A Level or Equivalent,90-100%,35-55,0,155,N,Pass
CCC,2013B,629798,M,Wales,Post Graduate Qualification,30-40%,35-55,6,145,N,Pass
EEE,2014J,682753,F,South East Region,A Level or Equivalent,20-30%,0-35,0,75,N,Pass
DDD,2014J,557006,M,West Midlands Region,Lower Than A Level,90-100%,0-35,1,150,N,Withdrawn
FFF,2014B,633394,M,Ireland,A Level or Equivalent,40-50%,0-35,6,100,N,Fail
DDD,2014J,650676,F,South Region,A Level or Equivalent,90-100%,35-55,1,420,N,Withdrawn
FFF,2014J,694536,F,Scotland,HE Qualification,30-40%,35-55,2,40,Y,Withdrawn
FFF,2014J,608864,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,1,210,N,Pass
BBB,2014B,633162,F,London Region,A Level or Equivalent,0-10%,55<=,6,345,N,Distinction
DDD,2013J,630451,M,Scotland,Lower Than A Level,10-20,55<=,3,315,N,Pass
GGG,2013J,196264,M,North Western Region,No Formal quals,40-50%,55<=,6,80,N,Pass
GGG,2014B,363939,M,West Midlands Region,Lower Than A Level,N/A,55<=,1,50,N,Fail
BBB,2013J,235258,F,East Anglian Region,HE Qualification,20-30%,0-35,6,270,N,Fail
AAA,2013B,593206,M,North Region,A Level or Equivalent,40-50%,0-35,2,300,Y,Withdrawn
EEE,2014J,566009,M,Yorkshire Region,HE Qualification,70-80%,0-35,1,630,Y,Fail
CCC,2014J,598559,M,South Region,No Formal quals,30-40%,55<=,0,170,N,Pass
BBB,2013J,495786,M,London Region,Post Graduate Qualification,30-40%,0-35,5,480,N,Distinction
AAA,2013J,595095,F,South Region,Post Graduate Qualification,50-60%,0-35,0,70,N,Withdrawn
FFF,2014B,598983,F,North Region,A Level or Equivalent,70-80%,0-35,5,225,N,Fail
GGG,2013J,633763,M,London Region,Lower Than A Level,70-80%,35-55,5,60,Y,Pass
CCC,2014J,412695,F,Scotland,Post Graduate Qualification,40-50%,35-55,0,140,Y,Withdrawn
EEE,2014B,594205,M,North Western Region,Post Graduate Qualification,30-40%,35-55,0,370,N,Distinction
AAA,2014J,508537,M,Ireland,A Level or Equivalent,80-90%,0-35,1,75,N,Pass
GGG,2014J,546947,M,East Midlands Region,Lower Than A Level,80-90%,0-35,5,110,N,Pass
DDD,2014B,552719,M,East Anglian Region,Lower Than A Level,N/A,55<=,2,60,Y,Pass
FFF,2014J,2395505,F,North Western Region,A Level or Equivalent,0-10%,0-35,3,30,N,Pass
FFF,2014J,622499,M,South East Region,A Level or Equivalent,20-30%,55<=,0,60,N,Pass
BBB,2014B,651991,M,Wales,HE Qualification,90-100%,0-35,2,240,Y,Withdrawn
FFF,2013J,2248715,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,105,N,Fail
FFF,2013B,383694,M,North Region,Lower Than A Level,30-40%,0-35,0,55,N,Withdrawn
CCC,2013J,2685247,M,West Midlands Region,A Level or Equivalent,30-40%,55<=,5,310,Y,Pass
BBB,2014J,600579,M,Ireland,HE Qualification,0-10%,55<=,3,165,N,Withdrawn
DDD,2014B,2305957,F,North Western Region,A Level or Equivalent,60-70%,0-35,0,170,N,Withdrawn
DDD,2013B,536103,M,East Anglian Region,A Level or Equivalent,0-10%,0-35,5,330,N,Fail
BBB,2013J,649389,M,South Region,A Level or Equivalent,50-60%,0-35,0,330,N,Distinction
AAA,2013J,498527,M,East Midlands Region,Post Graduate Qualification,60-70%,55<=,0,140,N,Distinction
GGG,2014J,581082,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,75,N,Pass
BBB,2014J,629654,M,South West Region,A Level or Equivalent,70-80%,35-55,2,110,N,Withdrawn
DDD,2013J,109372,M,London Region,A Level or Equivalent,70-80%,55<=,1,70,N,Distinction
BBB,2014B,681289,F,Yorkshire Region,A Level or Equivalent,20-30%,55<=,5,135,N,Distinction
DDD,2014B,543628,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,325,Y,Withdrawn
EEE,2013J,581139,M,Scotland,A Level or Equivalent,20-30%,0-35,1,160,Y,Withdrawn
BBB,2014J,651939,M,Scotland,Post Graduate Qualification,10-20,55<=,1,240,Y,Distinction
FFF,2014J,480579,M,Wales,Lower Than A Level,20-30%,35-55,4,235,N,Fail
DDD,2014J,695416,F,Wales,HE Qualification,70-80%,35-55,3,75,N,Fail
BBB,2014B,604945,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,240,N,Distinction
EEE,2014J,477412,F,North Western Region,A Level or Equivalent,0-10%,35-55,5,85,Y,Withdrawn
FFF,2014J,619928,M,East Anglian Region,Lower Than A Level,N/A,0-35,4,145,N,Pass
CCC,2014B,595687,F,South East Region,Lower Than A Level,70-80%,55<=,2,75,Y,Withdrawn
GGG,2013J,487573,M,Scotland,Lower Than A Level,0-10%,55<=,0,120,N,Pass
FFF,2014J,692189,M,North Region,Post Graduate Qualification,30-40%,55<=,1,160,N,Pass
CCC,2014B,510402,M,Wales,A Level or Equivalent,0-10%,35-55,6,200,Y,Fail
FFF,2013B,657245,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,360,N,Pass
GGG,2014J,2019921,M,West Midlands Region,HE Qualification,0-10%,0-35,6,120,N,Withdrawn
CCC,2013J,487226,F,North Western Region,A Level or Equivalent,0-10%,0-35,4,165,N,Withdrawn
AAA,2014J,558333,M,East Anglian Region,Lower Than A Level,20-30%,0-35,5,40,Y,Distinction
FFF,2014J,130547,M,London Region,No Formal quals,90-100%,55<=,3,100,N,Distinction
GGG,2013B,413137,F,North Western Region,A Level or Equivalent,0-10%,0-35,4,210,N,Distinction
DDD,2014J,599640,M,South West Region,Post Graduate Qualification,70-80%,55<=,3,210,N,Pass
GGG,2013J,485766,M,London Region,HE Qualification,30-40%,55<=,0,130,N,Withdrawn
FFF,2014J,607778,M,South West Region,A Level or Equivalent,70-80%,35-55,0,240,N,Withdrawn
EEE,2013J,143741,M,London Region,A Level or Equivalent,10-20,0-35,4,145,N,Withdrawn
FFF,2014B,1780949,F,West Midlands Region,Lower Than A Level,60-70%,35-55,6,355,Y,Fail
BBB,2013J,342475,F,Yorkshire Region,A Level or Equivalent,90-100%,35-55,0,135,N,Distinction
AAA,2014J,686799,M,North Western Region,HE Qualification,30-40%,0-35,3,310,N,Distinction
AAA,2013J,695144,F,London Region,HE Qualification,70-80%,55<=,0,220,Y,Pass
DDD,2014B,2137785,M,South East Region,Lower Than A Level,40-50%,0-35,2,150,N,Fail
CCC,2013B,440610,F,London Region,Lower Than A Level,70-80%,0-35,2,280,N,Pass
EEE,2014J,2549939,F,South West Region,A Level or Equivalent,40-50%,0-35,4,310,N,Pass
EEE,2014B,573824,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass
GGG,2014B,590403,F,South Region,A Level or Equivalent,90-100%,35-55,5,75,N,Distinction
DDD,2013J,2634868,F,North Western Region,No Formal quals,10-20,55<=,0,50,N,Withdrawn
FFF,2013J,605145,F,East Midlands Region,No Formal quals,90-100%,35-55,0,270,N,Distinction
AAA,2013B,300594,M,South East Region,Lower Than A Level,30-40%,0-35,0,115,Y,Fail
FFF,2013J,541196,F,North Region,Post Graduate Qualification,70-80%,0-35,5,250,Y,Pass
CCC,2014J,644863,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,1,140,N,Pass
CCC,2013J,562825,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,1,205,N,Pass
EEE,2014J,283811,F,South Region,A Level or Equivalent,N/A,0-35,4,70,N,Withdrawn
EEE,2013B,606914,F,South West Region,A Level or Equivalent,90-100%,35-55,5,130,Y,Fail
EEE,2013J,693058,F,Scotland,Post Graduate Qualification,90-100%,35-55,3,300,N,Withdrawn
DDD,2014J,368963,F,South Region,A Level or Equivalent,10-20,35-55,0,105,N,Pass
GGG,2014J,678929,F,South East Region,Lower Than A Level,60-70%,55<=,6,180,N,Pass
BBB,2013B,606802,M,Wales,A Level or Equivalent,0-10%,0-35,0,85,Y,Distinction
BBB,2014B,676478,M,Wales,A Level or Equivalent,80-90%,35-55,6,115,Y,Distinction
DDD,2013J,386956,M,Ireland,Lower Than A Level,50-60%,0-35,5,325,N,Pass
GGG,2014J,304465,F,North Region,No Formal quals,50-60%,35-55,6,200,N,Fail
EEE,2013J,289397,F,North Western Region,Lower Than A Level,0-10%,55<=,1,270,Y,Distinction
GGG,2013J,556427,M,Wales,A Level or Equivalent,30-40%,0-35,0,135,N,Withdrawn
FFF,2014B,690895,M,Ireland,Post Graduate Qualification,60-70%,0-35,1,30,Y,Fail
BBB,2014J,564325,M,London Region,Post Graduate Qualification,0-10%,0-35,0,90,N,Distinction
BBB,2013B,618642,M,Wales,HE Qualification,50-60%,0-35,4,75,N,Fail
AAA,2014B,591516,F,East Anglian Region,HE Qualification,10-20,0-35,6,150,N,Pass
EEE,2013B,522257,F,South East Region,HE Qualification,30-40%,35-55,6,175,N,Fail
BBB,2013J,606606,F,North Western Region,Post Graduate Qualification,70-80%,35-55,3,355,N,Distinction
BBB,2014J,2692381,F,North Western Region,No Formal quals,30-40%,0-35,0,140,N,Withdrawn
EEE,2013J,645835,F,London Region,Post Graduate Qualification,0-10%,55<=,4,50,N,Pass
FFF,2013J,335648,M,West Midlands Region,A Level or Equivalent,10-20,55<=,0,55,N,Pass
GGG,2013J,652684,M,London Region,Lower Than A Level,10-20,0-35,6,195,N,Distinction
AAA,2014B,606444,M,Scotland,Post Graduate Qualification,50-60%,0-35,3,120,Y,Pass
BBB,2014J,572870,M,London Region,Post Graduate Qualification,10-20,35-55,1,540,N,Distinction
BBB,2014B,596601,M,North Western Region,HE Qualification,N/A,55<=,3,370,N,Pass
DDD,2014J,560005,M,Ireland,HE Qualification,0-10%,0-35,0,300,N,Pass
AAA,2014B,653826,M,South West Region,A Level or Equivalent,0-10%,35-55,1,105,N,Withdrawn
CCC,2013B,2296716,F,North Region,A Level or Equivalent,30-40%,55<=,5,215,N,Distinction
FFF,2014J,634618,F,London Region,A Level or Equivalent,N/A,35-55,5,585,N,Fail
GGG,2014B,231554,M,Ireland,A Level or Equivalent,10-20,35-55,6,60,N,Distinction
DDD,2013B,508431,F,Scotland,Lower Than A Level,90-100%,35-55,6,70,N,Fail
EEE,2013J,330862,F,London Region,No Formal quals,20-30%,55<=,5,40,Y,Pass
GGG,2013B,697119,M,Ireland,A Level or Equivalent,70-80%,35-55,6,120,N,Distinction
AAA,2013B,1627052,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,1,135,N,Fail
GGG,2014B,647879,F,South West Region,Lower Than A Level,60-70%,0-35,5,85,N,Withdrawn
BBB,2014J,679468,M,North Western Region,A Level or Equivalent,20-30%,55<=,1,140,N,Distinction
GGG,2013J,623829,F,North Western Region,Lower Than A Level,40-50%,35-55,1,140,Y,Distinction
BBB,2014B,360547,M,South East Region,No Formal quals,80-90%,55<=,1,180,N,Fail
CCC,2013B,697857,M,Wales,A Level or Equivalent,10-20,35-55,0,85,N,Distinction
DDD,2013B,2454653,F,Yorkshire Region,HE Qualification,30-40%,55<=,0,480,Y,Withdrawn
GGG,2013J,504596,M,Ireland,HE Qualification,10-20,35-55,6,65,Y,Distinction
CCC,2013J,536979,M,North Region,A Level or Equivalent,10-20,0-35,1,55,Y,Pass
GGG,2014J,618280,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,2,255,N,Withdrawn
BBB,2014B,553490,M,Ireland,Post Graduate Qualification,20-30%,0-35,5,360,N,Pass
DDD,2014B,334441,M,Ireland,A Level or Equivalent,0-10%,35-55,5,105,N,Pass
DDD,2014B,277880,M,East Midlands Region,No Formal quals,60-70%,0-35,4,400,Y,Distinction
GGG,2014J,675537,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,6,90,Y,Distinction
DDD,2014B,688608,F,West Midlands Region,A Level or Equivalent,50-60%,0-35,4,480,Y,Distinction
BBB,2014J,550081,M,South West Region,Lower Than A Level,20-30%,0-35,0,325,N,Withdrawn
DDD,2014J,692496,F,South East Region,A Level or Equivalent,0-10%,35-55,0,180,N,Fail
GGG,2014J,574860,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,1,330,N,Withdrawn
FFF,2013J,636302,M,South East Region,A Level or Equivalent,60-70%,0-35,5,400,Y,Fail
GGG,2014B,551440,F,North Region,No Formal quals,N/A,35-55,0,115,Y,Pass
