gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group D,master's degree,standard,none,43,26,61
female,group D,associate's degree,free/reduced,none,19,80,10
male,group A,master's degree,free/reduced,none,43,47,100
male,group C,some high school,standard,none,97,77,60
female,group A,master's degree,free/reduced,completed,88,88,78
female,group A,master's degree,free/reduced,none,78,58,81
female,group C,master's degree,standard,none,100,39,73
female,group E,master's degree,standard,completed,98,66,83
male,group C,bachelor's degree,standard,none,33,31,83
male,group D,some high school,standard,none,68,37,82
female,group A,some high school,standard,none,30,40,30
female,group D,some college,standard,none,67,90,27
female,group D,bachelor's degree,standard,none,22,24,53
female,group E,high school,standard,none,53,77,36
female,group A,master's degree,free/reduced,completed,36,91,79
male,group A,master's degree,free/reduced,none,23,17,72
female,group E,bachelor's degree,free/reduced,completed,92,62,61
female,group E,some high school,free/reduced,none,79,65,43
male,group A,master's degree,free/reduced,none,23,59,93
female,group E,associate's degree,standard,none,75,81,22
female,group C,some college,free/reduced,none,32,92,56
female,group E,master's degree,standard,none,76,34,100
male,group E,high school,standard,none,58,88,42
male,group D,bachelor's degree,free/reduced,completed,19,40,34
female,group A,bachelor's degree,standard,none,62,72,69
female,group C,master's degree,free/reduced,none,22,38,80
female,group B,some high school,free/reduced,completed,48,65,51
male,group C,bachelor's degree,standard,completed,45,49,28
female,group D,high school,free/reduced,completed,86,85,93
male,group D,bachelor's degree,standard,none,40,32,63
female,group A,associate's degree,standard,completed,87,59,63
female,group E,bachelor's degree,free/reduced,completed,52,60,83
male,group C,associate's degree,standard,none,61,86,32
female,group B,bachelor's degree,standard,none,100,80,81
male,group B,associate's degree,standard,completed,97,84,42
female,group A,bachelor's degree,standard,completed,63,57,89
female,group C,bachelor's degree,standard,none,92,48,95
female,group C,high school,standard,none,38,50,67
male,group E,some college,free/reduced,completed,38,42,74
female,group E,bachelor's degree,free/reduced,none,22,48,59
female,group C,master's degree,free/reduced,none,39,77,86
female,group E,bachelor's degree,standard,completed,50,45,59
female,group B,high school,standard,completed,72,82,74
female,group C,some college,free/reduced,none,90,59,84
female,group E,associate's degree,standard,none,76,42,45
female,group D,bachelor's degree,standard,none,72,97,42
female,group E,some college,standard,completed,52,71,72
male,group B,high school,free/reduced,none,40,100,53
male,group B,some college,standard,none,32,53,62
female,group C,some college,standard,none,26,79,53
female,group C,associate's degree,free/reduced,none,53,100,93
female,group E,bachelor's degree,standard,none,99,57,37
female,group C,high school,standard,completed,85,84,43
female,group E,associate's degree,standard,completed,46,84,87
female,group E,associate's degree,standard,completed,67,42,67
male,group C,high school,standard,none,59,60,38
male,group A,high school,standard,completed,23,90,36
female,group B,master's degree,standard,none,62,31,46
male,group D,master's degree,standard,none,72,43,23
female,group B,some high school,standard,none,49,44,99
female,group C,high school,free/reduced,none,59,86,77
female,group D,some college,standard,none,47,43,41
female,group D,master's degree,free/reduced,none,43,28,65
female,group D,bachelor's degree,standard,none,86,77,72
female,group E,master's degree,standard,completed,48,83,93
female,group B,bachelor's degree,standard,none,42,43,27
female,group B,bachelor's degree,standard,none,60,24,74
female,group C,associate's degree,standard,completed,67,58,43
female,group B,some college,free/reduced,none,57,72,66
female,group D,bachelor's degree,standard,completed,99,74,81
female,group D,high school,free/reduced,none,33,85,52
female,group C,some college,standard,none,18,59,80
male,group B,some high school,free/reduced,none,82,66,47
female,group E,some high school,standard,none,89,86,61
female,group D,master's degree,standard,none,93,94,80
male,group A,some college,standard,completed,33,60,56
male,group E,bachelor's degree,standard,none,80,69,54
female,group D,some high school,standard,none,95,71,77
female,group A,high school,standard,none,78,99,64
female,group C,associate's degree,free/reduced,none,53,48,35
male,group B,some college,free/reduced,none,88,82,53
male,group E,associate's degree,free/reduced,none,94,66,85
female,group B,associate's degree,free/reduced,none,32,17,84
male,group B,some college,free/reduced,completed,74,89,80
female,group D,bachelor's degree,free/reduced,none,39,37,87
male,group B,high school,free/reduced,none,81,61,41
male,group E,bachelor's degree,standard,none,46,73,49
male,group C,master's degree,standard,completed,92,74,84
female,group B,associate's degree,standard,completed,56,86,49
male,group E,some college,standard,completed,53,29,46
female,group D,associate's degree,standard,none,54,74,93
female,group C,high school,free/reduced,none,83,64,59
male,group E,some college,standard,completed,22,69,45
male,group E,master's degree,standard,completed,84,29,35
male,group C,master's degree,free/reduced,completed,76,99,42
female,group D,some high school,free/reduced,none,48,40,59
male,group B,associate's degree,free/reduced,none,19,23,54
male,group C,associate's degree,standard,completed,57,67,82
female,group D,bachelor's degree,standard,none,43,43,57
female,group A,bachelor's degree,standard,completed,73,58,86
female,group D,bachelor's degree,free/reduced,none,47,74,59
male,group D,some college,standard,none,51,100,52
female,group D,some college,standard,none,66,55,52
female,group E,master's degree,standard,completed,43,59,93
female,group B,bachelor's degree,free/reduced,none,78,24,67
male,group D,master's degree,standard,none,94,29,37
female,group C,associate's degree,standard,completed,0,43,60
male,group E,high school,free/reduced,none,91,97,78
female,group D,some college,standard,none,93,65,48
male,group D,some college,standard,completed,90,23,59
female,group E,some high school,standard,completed,73,99,98
male,group D,master's degree,standard,completed,8,54,100
male,group E,high school,standard,completed,44,67,99
male,group B,some college,standard,completed,56,84,58
male,group B,associate's degree,standard,none,58,62,83
female,group C,bachelor's degree,free/reduced,none,56,83,55
female,group A,master's degree,standard,none,66,77,78
female,group A,master's degree,free/reduced,none,53,86,75
female,group B,some high school,standard,none,54,42,52
male,group C,master's degree,standard,none,58,71,93
male,group D,some high school,standard,completed,96,71,59
female,group D,some college,standard,none,19,54,40
female,group E,high school,free/reduced,completed,80,55,80
female,group E,high school,standard,completed,70,39,96
male,group E,bachelor's degree,standard,none,29,67,54
female,group E,associate's degree,standard,none,44,54,98
male,group C,associate's degree,free/reduced,none,51,29,41
female,group E,master's degree,standard,none,46,84,65
male,group E,some college,standard,none,48,68,70
female,group E,associate's degree,free/reduced,none,75,69,99
male,group C,some college,free/reduced,completed,69,76,37
female,group C,bachelor's degree,standard,none,51,32,34
female,group B,some high school,standard,none,40,48,54
male,group E,master's degree,standard,completed,46,90,44
female,group B,some college,free/reduced,none,40,80,50
female,group E,some high school,standard,none,22,79,46
female,group A,master's degree,free/reduced,completed,29,97,45
female,group E,some college,standard,none,79,70,46
female,group C,bachelor's degree,free/reduced,none,94,54,59
male,group D,some college,standard,none,58,81,55
female,group C,high school,free/reduced,none,55,89,55
male,group B,associate's degree,free/reduced,none,29,89,50
male,group A,high school,standard,none,83,32,88
female,group E,associate's degree,free/reduced,none,83,100,40
male,group B,high school,free/reduced,none,71,65,42
female,group E,master's degree,free/reduced,none,38,56,40
female,group D,bachelor's degree,free/reduced,none,77,42,61
male,group E,some college,free/reduced,completed,40,44,36
female,group E,master's degree,standard,none,66,71,55
male,group C,some college,free/reduced,none,96,70,99
male,group C,high school,standard,none,46,94,73
female,group D,master's degree,free/reduced,none,35,56,58
male,group B,some high school,standard,completed,90,73,63
male,group C,some high school,free/reduced,none,75,55,42
male,group C,some high school,free/reduced,completed,96,85,76
female,group E,some college,free/reduced,none,72,48,84
male,group E,high school,standard,completed,70,66,100
male,group A,high school,free/reduced,completed,81,99,93
male,group E,bachelor's degree,standard,completed,59,86,65
male,group C,high school,free/reduced,completed,66,43,33
female,group D,high school,standard,none,81,49,48
female,group B,master's degree,standard,none,88,46,93
female,group E,high school,standard,none,47,74,58
female,group C,some high school,standard,completed,59,94,32
male,group D,associate's degree,free/reduced,none,67,67,99
female,group C,some college,standard,completed,48,24,83
female,group C,bachelor's degree,free/reduced,none,77,57,79
female,group A,high school,standard,none,26,70,48
male,group B,associate's degree,standard,completed,27,52,41
female,group D,some college,free/reduced,completed,95,65,49
female,group E,bachelor's degree,standard,none,68,94,59
female,group A,master's degree,free/reduced,none,63,50,52
male,group D,high school,standard,none,92,53,55
male,group B,bachelor's degree,free/reduced,completed,33,57,39
male,group C,some college,free/reduced,completed,27,62,88
female,group D,master's degree,standard,none,57,34,75
female,group E,some high school,free/reduced,none,64,56,95
female,group D,master's degree,free/reduced,none,55,63,94
female,group E,some college,free/reduced,completed,48,40,94
female,group C,some high school,free/reduced,completed,41,78,66
male,group A,associate's degree,free/reduced,none,56,74,65
female,group D,high school,standard,none,92,84,70
male,group E,some high school,standard,none,66,48,60
female,group C,some high school,standard,completed,28,96,66
male,group E,master's degree,standard,none,8,69,64
female,group B,high school,standard,none,64,29,66
male,group E,master's degree,standard,none,84,71,69
male,group D,some college,standard,completed,82,93,78
female,group C,associate's degree,standard,none,29,79,84
female,group C,bachelor's degree,free/reduced,none,56,43,84
male,group D,some high school,standard,none,88,88,23
female,group D,master's degree,free/reduced,none,36,62,40
female,group E,some college,free/reduced,none,37,67,70
female,group E,associate's degree,free/reduced,completed,30,31,88
female,group C,some high school,free/reduced,none,88,49,86
male,group E,bachelor's degree,standard,none,46,71,91
male,group B,some college,standard,completed,35,87,39
female,group B,bachelor's degree,free/reduced,none,65,61,33
female,group E,associate's degree,standard,completed,45,78,56
female,group C,some high school,free/reduced,none,63,81,54
female,group E,master's degree,free/reduced,none,82,48,97
male,group D,master's degree,standard,none,65,62,61
female,group A,high school,standard,completed,100,31,94
female,group C,bachelor's degree,free/reduced,completed,57,58,76
male,group E,bachelor's degree,free/reduced,completed,35,43,45
female,group D,associate's degree,free/reduced,completed,92,43,37
female,group A,some college,free/reduced,completed,98,29,78
female,group E,master's degree,standard,completed,73,73,48
male,group C,some college,standard,none,62,31,100
male,group D,bachelor's degree,standard,none,0,80,73
female,group C,associate's degree,free/reduced,none,64,42,99
female,group E,bachelor's degree,standard,completed,57,34,90
male,group C,master's degree,free/reduced,none,73,51,71
female,group E,master's degree,standard,completed,88,43,64
female,group E,associate's degree,free/reduced,completed,48,90,88
female,group A,bachelor's degree,free/reduced,none,29,60,61
female,group B,some high school,free/reduced,completed,37,93,55
male,group B,some high school,standard,completed,26,38,55
male,group D,some college,free/reduced,none,51,74,67
male,group C,master's degree,standard,completed,41,82,85
female,group A,some high school,free/reduced,completed,92,69,44
male,group B,some high school,standard,completed,89,88,75
male,group C,some high school,standard,none,72,75,98
female,group C,master's degree,free/reduced,none,89,44,77
male,group D,high school,free/reduced,completed,63,28,22
female,group D,high school,free/reduced,completed,81,31,78
male,group C,bachelor's degree,free/reduced,none,76,29,97
female,group E,master's degree,standard,none,41,24,83
female,group B,some college,standard,none,76,55,46
female,group E,associate's degree,standard,none,57,46,47
male,group D,high school,standard,none,87,49,63
female,group E,associate's degree,standard,none,68,71,30
female,group D,master's degree,free/reduced,completed,77,51,34
female,group B,some college,free/reduced,none,66,23,22
female,group B,master's degree,standard,none,80,31,69
male,group C,some college,standard,completed,37,43,42
female,group C,some high school,standard,none,66,46,80
female,group E,high school,standard,none,77,97,32
male,group E,master's degree,free/reduced,completed,34,97,63
female,group A,master's degree,standard,none,24,94,99
female,group C,associate's degree,standard,completed,75,44,83
male,group D,bachelor's degree,standard,completed,87,17,51
male,group D,some high school,standard,none,27,43,19
male,group D,some high school,standard,completed,100,67,76
male,group E,associate's degree,standard,completed,50,47,56
male,group E,some college,free/reduced,completed,32,46,55
male,group D,master's degree,standard,none,34,90,94
male,group E,high school,standard,completed,41,83,72
male,group D,master's degree,standard,none,60,53,43
female,group C,some college,standard,completed,99,60,75
male,group D,bachelor's degree,standard,none,37,97,50
male,group D,some college,standard,none,86,91,55
male,group D,master's degree,free/reduced,completed,88,52,62
female,group E,bachelor's degree,standard,none,97,44,49
female,group D,some college,standard,completed,62,45,72
female,group A,master's degree,free/reduced,none,71,24,71
female,group A,bachelor's degree,standard,none,52,93,53
male,group A,master's degree,standard,none,99,77,52
female,group D,some college,free/reduced,completed,75,74,69
female,group E,bachelor's degree,standard,none,18,24,91
female,group D,bachelor's degree,standard,completed,73,23,69
male,group E,bachelor's degree,standard,completed,62,45,39
female,group A,master's degree,standard,none,0,95,56
male,group E,some college,standard,none,99,84,57
female,group B,associate's degree,standard,completed,43,84,92
female,group E,high school,free/reduced,completed,8,95,82
female,group B,master's degree,standard,none,91,24,50
male,group E,master's degree,standard,none,23,73,87
female,group E,bachelor's degree,free/reduced,none,62,67,90
female,group B,master's degree,free/reduced,none,18,40,94
female,group B,some high school,free/reduced,none,94,38,85
female,group B,master's degree,free/reduced,completed,19,51,54
female,group E,bachelor's degree,standard,none,76,24,34
female,group A,some college,standard,completed,36,39,72
male,group B,master's degree,standard,none,72,95,67
male,group A,some college,standard,none,95,77,55
male,group E,master's degree,standard,none,19,79,37
female,group D,associate's degree,standard,completed,35,26,61
female,group B,master's degree,standard,completed,73,26,98
female,group C,master's degree,free/reduced,completed,56,53,61
male,group E,some high school,free/reduced,completed,67,26,92
male,group E,master's degree,free/reduced,none,76,32,83
male,group A,master's degree,standard,completed,23,97,28
female,group E,some high school,standard,completed,81,69,55
female,group C,some high school,free/reduced,completed,23,29,82
female,group C,some high school,standard,completed,67,48,54
male,group A,master's degree,free/reduced,completed,96,53,85
male,group C,some college,standard,completed,98,45,72
female,group C,master's degree,standard,none,38,53,22
male,group A,bachelor's degree,standard,none,97,80,97
female,group B,some high school,standard,completed,74,90,33
female,group D,some high school,free/reduced,completed,53,31,67
male,group D,master's degree,free/reduced,none,62,38,39
male,group E,bachelor's degree,standard,completed,97,17,44
female,group D,some high school,free/reduced,none,73,78,80
male,group D,some college,free/reduced,completed,27,79,41
male,group B,bachelor's degree,free/reduced,none,42,88,94
male,group B,bachelor's degree,free/reduced,completed,28,43,49
female,group B,some high school,free/reduced,completed,34,29,40
female,group D,some high school,standard,none,27,49,68
male,group A,associate's degree,standard,none,74,87,93
female,group E,master's degree,standard,completed,49,43,38
female,group B,associate's degree,standard,none,8,56,30
male,group D,associate's degree,standard,completed,89,79,36
male,group E,associate's degree,free/reduced,none,77,48,58
male,group E,associate's degree,standard,none,82,50,85
female,group D,bachelor's degree,free/reduced,completed,37,88,44
female,group E,bachelor's degree,free/reduced,none,27,45,61
female,group A,bachelor's degree,free/reduced,completed,56,84,39
female,group D,bachelor's degree,free/reduced,none,32,100,52
female,group B,some high school,standard,none,18,81,84
male,group C,master's degree,free/reduced,completed,71,24,36
female,group B,high school,standard,none,96,65,89
male,group E,some high school,standard,none,19,37,53
female,group D,some high school,free/reduced,none,65,70,85
male,group E,high school,standard,none,74,60,96
male,group C,bachelor's degree,free/reduced,none,92,26,32
male,group A,master's degree,standard,none,63,50,39
female,group A,high school,standard,none,41,82,19
female,group E,master's degree,standard,none,95,44,92
male,group C,high school,free/reduced,none,98,79,71
male,group E,high school,free/reduced,none,32,74,23
female,group E,some college,standard,none,43,91,62
female,group A,some college,free/reduced,none,84,43,55
female,group B,bachelor's degree,free/reduced,completed,36,64,35
male,group B,master's degree,standard,completed,43,86,89
female,group E,associate's degree,standard,completed,54,90,40
male,group E,bachelor's degree,free/reduced,none,48,81,30
male,group D,some high school,standard,completed,90,64,48
male,group C,some college,standard,none,85,24,36
male,group E,some high school,free/reduced,none,57,60,82
female,group D,bachelor's degree,standard,completed,24,47,95
male,group D,some college,standard,completed,39,46,28
female,group D,some college,standard,none,60,61,54
female,group D,some high school,free/reduced,none,95,87,64
male,group E,some high school,standard,completed,53,44,42
male,group C,master's degree,standard,none,83,76,97
male,group D,bachelor's degree,standard,completed,81,49,54
female,group D,bachelor's degree,standard,none,93,66,65
male,group B,associate's degree,free/reduced,none,67,26,74
female,group E,associate's degree,standard,completed,79,55,33
male,group E,bachelor's degree,standard,none,36,86,92
female,group A,master's degree,standard,none,92,54,67
female,group E,high school,standard,none,77,50,67
female,group C,some college,standard,none,61,43,90
female,group E,bachelor's degree,standard,none,60,45,40
female,group C,some high school,free/reduced,none,57,74,82
female,group A,master's degree,standard,none,94,72,96
female,group E,associate's degree,free/reduced,completed,50,58,30
female,group E,some high school,standard,completed,55,68,74
female,group B,high school,standard,completed,73,71,88
male,group C,associate's degree,free/reduced,completed,72,38,81
male,group E,bachelor's degree,standard,none,62,82,38
female,group A,associate's degree,free/reduced,none,41,44,51
female,group C,associate's degree,free/reduced,none,70,42,44
female,group D,high school,free/reduced,none,65,68,48
female,group E,bachelor's degree,standard,none,88,100,23
male,group C,master's degree,standard,none,68,50,92
male,group D,associate's degree,free/reduced,none,75,43,97
male,group D,high school,standard,none,89,65,56
female,group E,some high school,free/reduced,completed,90,81,82
male,group D,some college,standard,none,84,53,45
male,group E,master's degree,free/reduced,none,32,28,42
male,group E,some college,standard,none,33,82,41
female,group B,master's degree,standard,completed,46,49,87
male,group D,some high school,free/reduced,none,52,48,97
male,group C,high school,free/reduced,none,0,75,54
male,group D,master's degree,standard,none,73,92,85
male,group D,master's degree,standard,none,73,23,69
female,group E,bachelor's degree,standard,none,70,46,71
female,group B,some college,free/reduced,completed,43,94,71
female,group E,master's degree,standard,none,57,47,63
female,group C,master's degree,free/reduced,none,39,40,30
female,group D,some high school,free/reduced,none,18,71,71
male,group D,associate's degree,free/reduced,completed,87,92,74
male,group B,master's degree,standard,completed,40,97,100
male,group C,high school,standard,completed,72,79,54
female,group B,associate's degree,free/reduced,none,64,42,37
female,group A,bachelor's degree,standard,none,37,69,15
female,group A,some high school,standard,none,34,82,63
female,group C,associate's degree,standard,none,34,59,39
