Student_ID,Gender,Age,Major,Attendance_Pct,Study_Hours_Per_Day,Previous_GPA,Sleep_Hours,Social_Hours_Week,Final_CGPA
ID03053,Male,21,Mathematics,79.8,6.5,2.71,8.2,12,2.56
ID02025,Female,21,Psychology,76.9,6.7,2.52,8.3,11,2.82
ID01601,Female,21,Psychology,60.0,9.4,2.8,6.5,8,1.84
ID02929,Female,21,Computer Science,56.7,7.1,2.42,8.2,9,3.35
ID01712,Female,21,Computer Science,54.0,7.9,2.91,6.3,11,3.31
ID03270,Female,24,Computer Science,74.5,4.4,1.97,6.5,14,1.55
ID04333,Female,19,Business,44.7,7.7,2.23,8.0,17,3.49
ID03601,Female,21,Computer Science,79.4,5.6,1.93,7.4,5,2.64
ID00101,Male,21,Psychology,77.8,10.3,3.07,6.9,5,1.35
ID00848,Female,21,Mathematics,60.2,6.3,3.06,8.4,10,2.58
ID03414,Male,22,Psychology,73.6,10.0,2.58,6.1,12,2.92
ID03942,Male,21,Computer Science,63.6,7.6,3.25,7.8,12,2.99
ID04061,Female,22,Mathematics,71.8,5.4,2.57,7.5,15,2.79
ID04618,Male,22,Engineering,50.8,2.7,2.16,8.4,9,2.36
ID04319,Male,22,Psychology,63.4,6.0,2.37,6.1,18,2.34
ID01978,Female,20,Engineering,78.9,11.2,2.38,7.5,13,1.61
ID00932,Female,21,Computer Science,64.7,9.6,2.65,4.8,10,2.47
ID01269,Female,20,Engineering,49.0,4.9,2.59,7.6,7,2.94
ID00858,Female,20,Business,64.8,8.2,2.65,5.7,12,3.52
ID04657,Female,22,Mathematics,81.2,8.2,3.62,6.1,7,1.98
ID02785,Female,20,Engineering,43.2,9.6,2.61,5.6,10,2.22
ID02069,Male,20,Mathematics,48.1,3.5,3.03,8.4,11,2.0
ID03503,Female,19,Engineering,54.9,6.7,2.65,5.8,16,1.52
ID01719,Female,21,Computer Science,63.4,6.4,2.73,7.4,9,1.53
ID04446,Male,20,Economics,51.1,8.1,3.12,7.5,16,3.05
ID03140,Male,21,Engineering,61.1,2.5,2.95,6.9,9,1.85
ID01922,Female,23,Business,52.5,10.5,2.78,6.4,14,3.22
ID00641,Male,23,Economics,34.3,3.9,2.02,6.4,15,2.2
ID03856,Female,22,Psychology,71.2,4.9,2.26,6.6,10,3.34
ID00297,Female,22,Computer Science,74.5,6.5,2.57,6.7,7,3.09
ID02603,Female,20,Economics,69.3,6.3,2.4,6.2,11,1.98
ID03024,Male,22,Psychology,46.3,2.8,3.08,4.9,13,2.57
ID01590,Male,20,Economics,62.3,3.8,2.71,5.6,6,2.63
ID03013,Male,19,Engineering,68.3,6.0,1.87,5.9,16,3.21
ID02753,Female,19,Engineering,52.0,9.2,2.89,5.9,13,2.13
ID03821,Female,20,Mathematics,67.3,10.4,2.35,6.8,12,2.41
ID00200,Male,22,Psychology,74.6,8.8,2.39,5.8,6,1.67
ID02188,Male,23,Psychology,61.5,11.2,3.37,6.6,3,3.05
ID01666,Male,21,Business,76.4,5.3,3.03,8.4,5,2.8
ID00113,Female,23,Economics,65.5,7.8,2.74,7.6,6,3.01
ID00025,Female,19,Mathematics,50.3,4.8,2.25,7.2,17,1.88
ID00972,Female,19,Computer Science,79.1,9.5,2.1,6.9,5,2.1
ID04423,Female,19,Computer Science,57.4,5.2,1.81,5.6,4,1.68
ID04031,Female,21,Engineering,57.6,6.4,2.55,7.2,5,2.65
ID02376,Male,22,Computer Science,86.2,2.9,2.9,8.3,13,2.04
ID04604,Male,22,Psychology,60.8,7.8,2.79,7.4,15,3.6
ID00289,Female,21,Computer Science,47.5,6.9,2.37,6.5,13,2.15
ID02082,Male,21,Mathematics,74.7,7.2,2.46,7.3,16,3.12
ID02685,Female,22,Psychology,53.0,10.5,2.45,7.6,18,2.15
ID04670,Male,20,Business,78.6,5.9,2.65,7.1,7,1.51
ID02204,Male,23,Mathematics,79.4,2.8,2.08,7.8,11,2.2
ID02783,Female,21,Engineering,73.7,4.9,2.4,6.4,10,1.66
ID00124,Male,22,Computer Science,37.4,2.5,2.74,6.5,5,1.91
ID02313,Male,22,Computer Science,80.6,9.0,2.01,5.6,11,2.28
ID02178,Male,22,Computer Science,71.9,2.9,2.62,5.9,7,2.35
ID03543,Male,21,Economics,63.4,10.5,2.68,8.1,7,2.01
ID03255,Female,22,Mathematics,68.6,3.6,1.69,9.2,11,2.03
ID01284,Female,20,Engineering,52.0,8.4,2.05,7.5,11,2.89
ID00632,Female,19,Computer Science,74.3,10.5,1.94,8.0,7,2.38
ID03004,Male,20,Psychology,45.7,9.0,2.61,5.7,14,3.43
ID02652,Female,22,Psychology,62.5,3.7,3.2,5.4,16,3.08
ID00194,Male,23,Psychology,82.5,5.4,2.98,8.2,12,2.73
ID02802,Female,23,Mathematics,51.3,8.4,3.76,8.4,15,3.18
ID01661,Male,19,Economics,49.8,9.0,3.04,6.7,7,2.01
ID01785,Male,22,Psychology,67.5,5.2,2.45,5.9,11,2.47
ID02669,Male,22,Engineering,71.0,3.6,2.25,7.1,11,2.3
ID04108,Female,20,Business,65.4,6.7,2.92,6.5,7,2.92
ID00216,Male,20,Mathematics,52.5,1.8,2.65,6.2,13,3.11
ID00993,Male,21,Business,85.1,7.3,2.91,8.4,10,2.86
ID00356,Female,21,Mathematics,67.1,3.9,3.29,5.7,13,2.96
ID01460,Female,22,Economics,75.9,6.1,2.47,6.9,3,2.96
ID04126,Male,20,Economics,66.3,8.2,1.9,5.9,8,2.43
ID02025,Female,21,Mathematics,69.6,10.5,3.42,7.6,5,2.74
ID01471,Male,21,Engineering,84.0,7.8,1.99,6.8,8,2.75
ID00131,Female,20,Computer Science,77.1,10.2,2.27,6.1,10,3.18
ID00566,Male,21,Computer Science,63.5,8.1,3.16,7.7,8,2.66
ID03776,Female,22,Psychology,45.9,6.9,2.85,8.6,17,2.08
ID04134,Male,23,Engineering,58.6,4.4,3.09,6.4,4,1.95
ID02441,Male,20,Mathematics,48.9,7.2,2.44,5.3,5,1.47
ID02628,Male,21,Economics,56.8,6.0,3.62,7.6,4,1.59
ID02947,Female,19,Economics,75.3,10.8,2.8,7.8,7,2.17
ID00959,Male,20,Mathematics,63.7,5.6,2.74,6.6,6,3.08
ID00673,Female,20,Mathematics,76.7,5.1,3.65,6.7,7,2.79
ID01238,Female,22,Psychology,74.0,7.1,2.85,7.2,10,2.05
ID02908,Female,22,Economics,53.4,3.5,2.2,7.2,7,3.34
ID02300,Male,22,Computer Science,76.8,7.1,2.47,6.0,5,2.88
ID02864,Female,21,Psychology,64.7,6.6,3.15,8.4,11,2.5
ID04717,Male,20,Economics,61.5,6.9,2.35,6.6,7,2.61
ID04601,Male,21,Economics,63.2,7.5,3.04,8.6,8,2.75
ID00934,Male,21,Engineering,58.2,11.4,3.08,6.8,12,2.99
ID01962,Male,21,Mathematics,56.7,4.3,3.07,6.6,13,2.24
ID03276,Female,23,Business,45.9,11.3,3.17,7.4,11,1.96
ID02081,Female,20,Economics,39.1,8.5,2.81,6.5,16,2.6
ID00436,Female,21,Engineering,69.3,10.4,2.56,8.7,10,3.05
ID03792,Male,22,Computer Science,65.1,11.4,2.74,7.4,5,2.1
ID04428,Female,19,Mathematics,68.5,9.4,2.33,6.2,11,2.41
ID04612,Male,21,Business,57.0,5.7,2.82,8.4,8,2.01
ID03097,Female,21,Business,45.7,8.0,2.86,6.2,12,3.17
ID02015,Female,22,Engineering,69.2,7.3,2.61,6.8,5,2.26
ID00901,Male,22,Business,39.1,5.4,2.98,8.2,9,2.79
ID03394,Female,21,Psychology,52.4,7.0,2.43,5.7,14,2.95
ID04550,Male,21,Economics,49.8,7.2,3.68,6.3,9,1.83
ID03711,Female,21,Psychology,90.1,2.0,2.7,7.3,9,2.38
ID00468,Male,20,Engineering,57.9,6.4,3.25,5.4,9,2.34
ID03006,Female,20,Computer Science,65.1,8.1,2.42,8.1,12,2.6
ID02717,Female,21,Economics,49.7,3.5,3.31,7.5,9,2.84
ID00334,Male,21,Psychology,42.8,7.3,2.81,5.8,14,3.11
ID00350,Female,20,Computer Science,83.2,8.6,2.25,8.4,7,2.9
ID04475,Male,19,Computer Science,79.7,7.8,3.07,8.1,11,3.7
ID00148,Male,21,Engineering,72.1,5.9,2.09,7.9,9,2.77
ID00459,Male,19,Computer Science,58.5,5.8,2.04,7.0,11,2.24
ID04392,Male,21,Business,87.8,10.2,3.19,6.1,10,2.7
ID00609,Female,22,Economics,46.1,3.3,3.11,6.8,17,2.9
ID01193,Female,22,Mathematics,54.6,6.3,2.46,6.7,10,1.75
ID00840,Male,21,Computer Science,41.9,7.1,2.12,8.0,14,2.96
ID00434,Female,22,Computer Science,44.7,4.3,2.15,6.3,7,3.11
ID01424,Male,20,Computer Science,78.6,6.7,2.44,7.0,5,2.97
ID04045,Male,21,Psychology,41.2,4.0,3.03,7.4,5,2.89
ID03643,Male,21,Business,87.4,3.5,3.53,6.6,12,1.67
ID03178,Male,19,Business,66.3,10.4,2.79,5.4,13,2.75
ID01689,Male,21,Computer Science,57.3,7.2,2.42,4.9,12,3.75
ID04627,Female,21,Mathematics,63.9,9.4,2.38,6.7,10,2.4
ID01243,Female,22,Psychology,55.8,6.3,2.1,5.5,12,1.84
ID00902,Female,20,Psychology,70.6,9.4,2.43,8.4,10,2.04
ID00024,Female,20,Economics,68.8,7.0,2.5,7.6,5,1.82
ID02330,Female,22,Mathematics,59.2,6.9,2.76,7.7,10,2.72
ID03061,Male,21,Psychology,78.7,6.0,2.43,5.9,9,3.49
ID02519,Female,22,Computer Science,71.3,5.0,2.41,8.2,8,1.82
ID00266,Female,22,Engineering,37.0,7.8,3.22,7.1,8,2.17
ID01791,Female,23,Economics,60.9,10.5,3.57,9.2,7,2.38
ID00926,Female,22,Business,53.9,9.2,2.94,7.4,14,2.08
ID03464,Female,21,Mathematics,65.7,8.0,2.78,8.5,9,1.97
ID03515,Male,22,Psychology,73.2,7.7,2.68,5.8,11,1.87
ID04255,Male,20,Psychology,66.6,3.4,2.38,6.7,10,3.15
ID03940,Male,20,Economics,67.8,4.5,2.5,6.6,6,2.97
ID01172,Male,20,Computer Science,49.3,5.2,3.37,8.3,8,3.51
ID02998,Male,21,Computer Science,79.1,12.8,2.87,6.8,9,2.07
ID01982,Female,22,Business,67.2,12.0,2.05,9.4,14,2.66
ID04805,Male,22,Engineering,69.8,5.6,2.33,7.9,13,2.97
ID01441,Female,22,Economics,72.5,4.6,2.48,7.8,10,3.14
ID00434,Female,20,Economics,54.7,5.5,2.3,6.4,10,2.28
ID02267,Male,23,Engineering,59.3,6.0,3.47,8.9,10,2.71
ID04629,Female,22,Mathematics,47.9,6.1,2.91,7.2,9,2.03
ID01658,Female,23,Business,63.0,10.3,1.7,6.3,13,2.08
ID00747,Male,21,Mathematics,66.3,3.3,3.07,6.4,11,1.78
ID02317,Male,20,Mathematics,62.8,5.4,2.49,6.7,9,3.07
ID00594,Male,20,Mathematics,51.3,6.6,2.55,9.0,13,1.77
ID02988,Male,20,Economics,76.5,4.4,2.57,5.5,7,2.67
ID03446,Male,19,Mathematics,65.0,5.4,2.71,6.6,14,2.91
ID03938,Female,20,Business,48.7,5.6,1.95,6.6,6,2.57
ID02137,Male,21,Engineering,88.6,6.7,2.6,7.2,15,2.43
ID01654,Female,21,Economics,92.1,8.4,2.46,8.7,9,2.33
ID02181,Male,19,Engineering,88.0,9.1,2.51,5.8,8,2.26
ID02103,Male,22,Economics,89.8,4.7,2.85,9.0,3,2.68
ID01340,Female,20,Business,78.7,2.6,3.03,7.9,7,3.41
ID00042,Female,19,Mathematics,48.4,8.1,2.67,6.3,11,2.62
ID01516,Female,19,Engineering,71.7,9.7,2.67,5.5,5,3.13
ID01821,Male,20,Psychology,62.2,5.0,2.18,5.2,4,2.41
ID03460,Male,22,Mathematics,60.9,6.1,2.15,7.3,13,3.41
ID00757,Female,21,Mathematics,56.0,5.8,3.62,5.8,7,2.08
ID00239,Female,22,Mathematics,68.2,7.7,2.88,8.2,14,3.27
ID00061,Female,22,Mathematics,86.6,2.4,2.58,6.5,11,2.87
ID03541,Male,22,Economics,76.6,5.1,2.8,7.9,5,2.7
ID01346,Male,20,Business,55.9,10.7,2.73,6.0,9,2.95
ID04085,Male,22,Business,40.0,7.0,2.44,8.0,17,2.6
ID03719,Female,21,Economics,83.0,7.6,2.88,7.1,7,2.05
ID00713,Male,20,Mathematics,56.8,6.0,1.85,5.2,18,1.79
ID01982,Male,20,Business,55.1,12.1,2.68,5.4,7,1.96
ID02790,Male,22,Economics,62.8,3.1,3.29,7.8,11,2.54
ID00500,Male,19,Economics,51.2,9.2,3.48,7.1,7,2.85
ID00220,Male,20,Business,62.8,4.7,2.59,7.1,12,2.35
ID00154,Male,23,Mathematics,83.9,4.5,2.9,6.4,14,2.17
ID00456,Female,19,Mathematics,58.0,9.5,2.15,7.1,11,2.75
ID03103,Female,21,Mathematics,53.9,5.1,2.72,5.4,8,2.18
ID03880,Female,20,Mathematics,80.5,8.9,2.68,8.4,12,2.63
ID01841,Male,20,Computer Science,63.0,10.7,2.39,8.0,12,2.72
ID03705,Male,20,Business,64.3,8.7,2.52,7.0,9,2.59
ID00837,Male,22,Mathematics,45.3,9.4,2.83,9.0,12,2.9
ID03255,Female,19,Economics,37.0,7.7,2.66,6.7,14,2.34
ID01577,Female,21,Business,51.2,7.1,2.82,7.5,8,2.96
ID02830,Female,21,Mathematics,59.8,6.6,3.09,6.5,7,2.61
ID00912,Male,19,Engineering,69.6,8.9,3.22,6.0,9,3.05
ID03981,Female,21,Computer Science,79.3,7.6,2.98,5.9,3,2.41
ID00531,Male,20,Psychology,48.6,8.0,2.11,7.7,11,1.73
ID01370,Male,21,Engineering,58.1,8.7,2.39,7.5,11,2.3
ID02364,Male,21,Engineering,65.1,9.2,3.22,5.5,10,1.74
ID03562,Female,22,Computer Science,74.1,5.2,2.37,8.7,15,2.38
ID01271,Female,19,Mathematics,62.2,7.8,2.64,5.4,6,2.58
ID04581,Female,20,Psychology,64.8,7.1,3.4,6.2,12,3.4
ID01520,Female,21,Economics,57.9,9.4,2.74,7.3,12,1.74
ID00607,Male,21,Economics,55.7,6.3,2.51,7.4,9,2.15
ID04605,Female,20,Computer Science,76.8,6.5,3.26,7.9,10,3.22
ID04171,Male,22,Economics,62.5,5.0,3.02,7.9,11,2.18
ID03690,Male,23,Business,76.5,2.5,2.08,4.8,14,2.65
ID01912,Male,22,Psychology,56.5,5.1,3.19,6.0,12,2.58
ID02830,Male,20,Economics,69.3,5.6,2.85,6.9,7,2.7
ID01347,Male,21,Engineering,68.3,6.6,2.57,6.7,8,2.66
ID02187,Male,20,Business,65.6,8.2,2.61,7.4,14,2.25
ID02795,Female,19,Computer Science,49.9,6.1,2.79,5.0,5,2.73
ID04545,Female,22,Engineering,51.7,6.0,2.53,7.7,13,3.2
ID00765,Female,20,Mathematics,43.7,6.9,2.97,6.7,13,1.93
ID03535,Male,21,Economics,74.0,4.1,2.97,6.9,14,2.49
ID00372,Female,21,Economics,56.8,9.9,3.24,7.1,4,2.2
ID01149,Female,20,Mathematics,63.1,9.2,3.32,8.2,8,2.18
ID00531,Male,21,Economics,70.1,9.7,2.41,8.2,10,1.65
ID01081,Male,21,Economics,62.0,4.0,2.58,8.1,13,3.34
ID04081,Male,21,Mathematics,59.1,8.0,2.26,7.5,11,2.98
ID01633,Male,20,Economics,68.4,6.1,2.3,7.8,9,2.63
ID04751,Male,19,Computer Science,47.3,9.1,2.42,6.4,11,3.15
ID03233,Male,23,Engineering,55.8,10.8,2.91,6.9,9,2.15
ID04275,Male,23,Business,87.1,9.0,2.64,6.0,14,2.26
ID03023,Male,22,Economics,55.9,6.6,2.69,8.0,12,2.45
ID00602,Male,21,Computer Science,72.2,9.7,3.34,6.7,10,2.04
ID02448,Male,21,Mathematics,59.2,5.1,2.41,6.2,11,2.74
ID00296,Female,23,Economics,49.5,9.6,3.14,7.0,9,2.17
ID03032,Female,22,Computer Science,56.6,9.9,2.75,7.6,12,3.31
ID03222,Male,19,Computer Science,46.5,4.5,2.02,9.0,10,2.62
ID01241,Female,21,Mathematics,43.2,7.3,3.41,5.2,16,2.31
ID02471,Male,23,Engineering,51.0,5.2,2.03,6.8,11,2.94
ID01178,Female,23,Mathematics,46.4,6.7,3.35,7.2,12,1.74
ID00034,Male,22,Mathematics,64.0,7.8,2.98,7.3,11,2.22
ID02032,Male,22,Mathematics,67.3,8.2,3.54,5.5,5,1.81
ID02944,Female,21,Engineering,74.7,5.8,2.96,6.0,6,2.88
ID03657,Female,20,Mathematics,46.6,10.0,2.56,7.5,4,1.88
ID04412,Female,22,Engineering,58.5,3.4,2.85,5.5,10,2.3
ID02660,Male,19,Mathematics,87.4,7.2,2.53,9.1,14,2.66
ID01705,Female,20,Engineering,48.4,10.2,2.66,5.4,9,3.22
ID02666,Female,23,Mathematics,73.6,6.2,2.46,6.1,14,2.84
ID04825,Male,20,Computer Science,79.2,10.9,2.53,6.4,9,1.39
ID00239,Female,21,Engineering,68.0,6.8,3.23,7.9,9,3.06
ID00778,Male,20,Engineering,77.0,2.8,2.35,8.6,11,2.56
ID03285,Male,21,Psychology,62.2,2.7,2.51,7.0,6,3.35
ID01475,Female,19,Psychology,62.4,5.2,1.95,6.5,11,2.91
ID02756,Female,20,Economics,60.4,10.5,1.74,5.9,5,2.02
ID04129,Female,22,Economics,62.8,7.3,1.94,6.6,10,2.69
ID01262,Male,20,Economics,52.0,5.5,2.33,7.7,9,3.4
ID00361,Male,21,Business,46.3,5.1,2.77,6.7,16,2.55
ID00344,Male,22,Economics,60.0,10.7,1.97,7.3,5,1.96
ID04820,Male,22,Psychology,62.5,7.7,2.93,7.6,13,3.6
ID02108,Female,22,Computer Science,61.7,8.4,3.28,5.9,10,1.87
ID01729,Female,20,Psychology,75.0,9.5,2.33,8.7,7,2.15
ID01129,Male,21,Psychology,40.0,2.6,3.11,5.8,15,2.91
ID01497,Male,19,Psychology,66.9,7.0,2.44,7.9,11,3.08
ID04382,Male,21,Economics,68.5,5.8,2.33,5.1,14,2.8
ID04120,Female,21,Psychology,68.7,10.7,3.21,7.1,10,2.32
ID03432,Male,22,Psychology,55.3,5.1,3.46,7.1,12,2.91
ID00266,Male,22,Economics,70.4,8.2,2.17,7.3,10,2.16
ID04433,Male,21,Computer Science,58.0,8.3,2.1,6.7,16,1.96
ID03794,Female,22,Economics,57.3,6.9,1.93,7.1,5,2.96
ID00958,Female,22,Computer Science,36.0,9.6,2.29,7.6,9,3.18
ID04453,Female,22,Computer Science,74.0,10.3,1.92,6.9,14,2.32
ID00014,Female,20,Business,83.7,8.6,2.06,7.2,13,2.28
ID01558,Male,22,Economics,77.2,7.9,2.79,5.2,12,2.84
ID04583,Male,21,Business,65.2,6.7,2.31,6.6,7,3.04
ID00150,Male,23,Engineering,62.5,3.3,2.43,6.3,6,2.63
ID03138,Female,21,Computer Science,47.1,10.5,3.22,6.2,12,3.0
ID00535,Male,23,Computer Science,70.5,9.1,2.35,7.5,11,3.49
ID02094,Female,21,Psychology,80.6,7.5,2.55,4.7,17,2.69
ID01009,Female,21,Computer Science,38.5,6.1,2.64,8.9,7,3.25
ID01228,Male,20,Computer Science,52.6,5.8,3.13,6.6,4,3.2
ID01121,Female,22,Engineering,70.8,3.0,2.39,8.4,12,1.84
ID03955,Female,22,Computer Science,54.3,4.4,3.46,9.2,10,1.98
ID04355,Male,23,Engineering,40.8,8.8,2.76,5.3,14,3.14
ID03025,Female,22,Engineering,72.4,7.3,2.48,7.4,16,2.61
ID01164,Male,21,Mathematics,60.8,8.8,3.08,9.0,7,2.14
ID00163,Female,20,Business,61.9,6.9,2.29,6.7,9,1.66
ID01019,Male,21,Computer Science,55.8,2.6,2.66,5.6,12,2.65
ID02728,Male,22,Computer Science,84.4,6.3,2.5,5.8,12,2.3
ID00834,Male,22,Engineering,69.3,8.9,3.5,6.7,5,2.46
ID02581,Male,20,Business,74.4,3.4,2.73,6.5,16,1.99
ID02912,Female,19,Business,82.9,3.9,2.59,5.7,8,3.17
ID00198,Male,20,Computer Science,54.3,9.2,3.0,4.8,11,3.71
ID00786,Male,22,Computer Science,47.2,4.7,2.29,4.8,10,2.92
ID03766,Male,21,Business,61.6,8.2,3.18,6.3,7,2.47
ID02642,Male,22,Mathematics,53.2,5.0,2.35,6.7,7,2.87
ID00094,Male,22,Engineering,50.8,2.8,2.77,6.9,10,3.02
ID01666,Female,22,Mathematics,58.1,10.5,2.36,5.9,11,2.44
ID02628,Female,22,Economics,60.3,9.1,2.29,7.1,8,2.49
ID00012,Female,20,Psychology,44.3,5.5,2.83,8.5,12,2.87
ID01531,Male,20,Mathematics,85.0,9.7,2.98,8.4,6,2.66
ID02925,Female,21,Engineering,59.7,3.9,3.44,7.5,12,2.19
ID03259,Female,23,Economics,84.8,5.0,3.27,7.1,15,2.05
ID04435,Male,20,Psychology,74.5,13.0,2.61,7.5,9,2.47
ID00387,Male,20,Engineering,62.1,9.5,2.54,6.8,16,3.29
ID02478,Male,20,Psychology,49.3,4.9,2.01,6.8,6,1.79
ID00739,Male,22,Mathematics,79.0,3.8,2.27,6.6,5,2.78
ID04695,Male,21,Economics,67.7,11.5,3.04,7.1,9,2.3
ID01460,Female,20,Mathematics,51.3,5.1,3.21,6.1,6,2.4
ID00145,Female,21,Business,65.5,4.4,2.07,5.1,7,2.88
ID00270,Female,21,Business,62.8,9.6,1.69,6.5,6,2.96
ID03573,Female,20,Computer Science,50.3,6.3,2.77,6.1,11,2.75
ID00877,Female,21,Economics,54.8,2.1,3.45,7.9,10,2.49
ID02568,Male,22,Engineering,46.7,7.5,2.8,6.4,10,2.91
ID00487,Male,20,Business,69.7,9.2,1.91,5.4,10,2.49
ID00293,Female,20,Mathematics,41.2,8.4,3.21,6.3,15,2.32
ID00234,Female,20,Psychology,42.5,8.3,2.99,7.9,13,2.81
ID01262,Female,20,Business,67.6,10.0,2.34,6.6,16,1.79
ID03497,Female,20,Business,65.4,6.1,2.24,7.4,5,2.38
ID01645,Male,22,Computer Science,81.3,6.8,2.51,8.4,6,2.81
ID04916,Female,19,Computer Science,62.6,11.1,2.04,7.4,12,2.49
ID03134,Female,20,Mathematics,48.6,9.8,1.66,8.1,10,2.09
ID04920,Male,21,Engineering,51.3,8.4,3.42,6.1,9,2.52
ID01457,Male,21,Business,82.8,7.9,2.63,8.2,5,2.83
ID03438,Male,22,Business,54.0,7.5,3.01,4.6,10,2.58
ID01212,Male,21,Mathematics,69.5,6.5,2.35,6.0,9,2.05
ID04018,Female,21,Mathematics,61.4,8.2,3.27,7.7,6,2.56
ID01145,Male,20,Economics,47.7,9.2,2.21,8.4,9,2.11
ID00242,Female,21,Economics,74.3,6.1,3.26,7.7,14,2.65
ID00993,Female,22,Economics,53.4,7.3,3.42,8.2,11,2.29
ID04623,Female,20,Psychology,70.3,9.6,3.0,5.7,14,2.84
ID03453,Male,20,Psychology,87.8,3.1,2.03,8.7,10,1.96
ID02782,Male,21,Psychology,64.0,3.1,3.43,5.9,7,2.27
ID01453,Male,21,Economics,75.5,7.1,2.56,8.5,8,3.01
ID00719,Female,21,Economics,39.2,9.4,2.91,5.9,10,1.72
ID02063,Female,21,Engineering,69.8,2.1,3.61,6.0,13,1.99
ID04693,Female,20,Psychology,66.5,9.8,2.39,7.2,15,2.38
ID01897,Male,21,Economics,66.6,8.1,2.05,6.6,10,2.08
ID02107,Male,22,Economics,50.7,8.7,1.78,8.7,11,1.95
ID00593,Female,22,Economics,69.9,8.6,2.69,7.7,14,3.28
ID04970,Female,20,Engineering,79.1,6.7,3.05,7.0,11,2.72
ID04745,Female,20,Business,40.6,9.3,3.24,6.0,13,2.29
ID00973,Male,23,Economics,78.1,7.6,3.37,7.2,7,3.63
ID02423,Male,21,Psychology,53.6,3.0,3.18,8.0,12,2.52
ID04240,Male,21,Economics,73.0,6.7,2.67,8.8,11,3.22
ID01030,Male,21,Mathematics,58.4,5.3,3.12,6.0,5,2.97
ID01972,Male,19,Economics,50.7,7.8,2.62,6.0,11,2.89
ID01713,Male,22,Engineering,67.6,9.3,2.53,7.0,12,1.58
ID00526,Female,21,Engineering,80.1,8.0,2.9,8.2,9,2.13
ID00074,Female,20,Psychology,61.2,10.0,2.23,6.2,12,2.89
ID04495,Male,22,Psychology,64.8,4.0,3.4,5.7,6,2.17
ID01647,Male,20,Mathematics,75.8,9.2,2.19,7.5,16,2.6
ID03351,Female,20,Economics,56.0,11.2,2.3,6.3,12,3.08
ID01033,Female,22,Mathematics,89.9,5.9,2.66,8.4,15,1.98
ID01574,Male,20,Psychology,47.3,8.4,2.24,7.5,5,2.32
ID04925,Male,21,Mathematics,83.5,3.0,3.2,5.0,7,2.49
ID03133,Female,19,Engineering,56.1,8.9,2.88,6.7,16,3.0
ID01701,Male,22,Economics,55.3,3.2,3.2,7.1,10,2.76
ID03569,Male,21,Economics,64.4,8.0,2.58,6.5,12,1.79
ID01690,Female,21,Computer Science,79.1,9.8,2.8,6.3,9,1.84
ID01133,Female,22,Mathematics,51.7,5.1,2.71,7.8,15,2.26
ID01023,Female,21,Economics,84.7,11.8,3.59,6.0,13,2.45
ID01265,Male,20,Engineering,54.7,8.6,3.25,8.3,12,2.79
ID01820,Female,19,Business,71.1,7.3,2.59,7.2,7,2.03
ID02519,Male,21,Economics,44.2,8.4,2.84,7.1,13,2.93
ID03784,Male,20,Business,56.7,12.2,2.69,8.7,17,2.98
ID01957,Female,20,Psychology,42.8,11.0,2.59,7.8,9,2.64
ID03816,Male,22,Psychology,50.8,7.8,2.9,7.2,9,2.27
ID02257,Male,21,Business,46.6,5.3,3.09,6.3,10,3.04
ID03034,Female,22,Economics,73.2,7.0,3.42,8.1,5,1.67
ID02003,Male,22,Psychology,84.1,2.6,2.38,7.6,4,2.45
ID00550,Female,23,Engineering,70.7,6.0,2.61,9.2,9,2.13
ID02129,Female,23,Psychology,69.7,3.1,3.14,5.0,4,1.66
ID02352,Male,21,Business,86.8,9.3,3.12,7.0,10,2.19
ID04047,Female,20,Business,55.2,1.7,3.14,7.8,7,2.36
ID00321,Female,19,Business,41.5,8.8,2.42,7.8,11,1.9
ID00094,Male,22,Psychology,68.6,8.2,2.31,7.5,15,2.61
ID04502,Female,21,Engineering,41.4,11.0,2.16,6.6,5,2.25
ID04775,Male,21,Engineering,70.1,5.6,3.68,6.6,14,3.39
ID01085,Female,21,Computer Science,65.9,9.6,1.99,6.1,12,2.88
ID02946,Male,21,Psychology,78.1,4.4,1.84,7.3,10,2.74
ID03376,Male,21,Economics,41.4,1.6,2.42,5.7,9,1.96
ID00028,Female,23,Computer Science,56.8,5.7,2.83,7.6,14,2.03
ID01664,Male,22,Engineering,52.8,8.4,2.93,6.3,5,2.0
ID00231,Female,21,Mathematics,51.5,7.1,2.76,7.5,9,2.34
ID04135,Male,21,Psychology,61.7,6.4,3.34,7.4,10,1.72
ID00237,Male,19,Engineering,43.1,8.3,1.79,7.5,12,2.58
ID01028,Male,22,Psychology,41.8,6.2,2.62,6.7,6,3.47
ID01233,Female,21,Mathematics,61.3,5.9,2.98,7.5,13,2.61
ID04950,Female,20,Business,79.7,10.5,2.36,6.3,13,1.89
ID04976,Male,19,Mathematics,57.1,7.1,2.74,7.2,8,1.71
ID03299,Female,20,Business,72.1,4.5,2.65,8.0,9,3.32
ID03581,Female,22,Economics,51.8,1.2,2.27,8.1,4,2.49
ID03094,Female,20,Engineering,72.4,8.9,2.48,6.8,11,2.1
ID04087,Male,20,Mathematics,72.4,6.8,2.92,6.8,8,1.83
ID03984,Male,22,Mathematics,58.6,4.8,2.88,7.4,6,3.29
ID04192,Female,21,Business,37.5,5.1,2.16,5.6,15,1.96
ID03400,Male,20,Economics,61.7,7.8,3.04,6.5,13,2.74
