Gender,Age,Major,Attendance_Pct,Study_Hours_Per_Day,Previous_GPA,Sleep_Hours,Social_Hours_Week,Final_CGPA
Female,20,Psychology,55.764034,5.4081607,2.223029,6.405666,12,3.0288875
Female,20,Computer Science,57.288563,4.1448846,3.3624167,5.6852374,8,2.4556758
Male,20,Business,84.0981,6.9319396,3.3984685,7.3311462,9,1.9107571
Female,21,Psychology,55.838516,7.2428665,2.6474125,5.016732,12,2.6231828
Male,23,Computer Science,92.83349,8.711133,2.520751,6.4605036,9,2.0022867
Female,19,Engineering,61.149803,5.1821527,2.6243827,6.4398823,9,3.5201893
Male,21,Computer Science,93.02114,4.4301276,3.3009,6.1243477,6,1.7345616
Male,23,Mathematics,76.8468,9.393552,3.2435694,6.0678444,12,1.7485815
Male,22,Mathematics,75.98546,9.4456625,3.4274874,7.942869,12,1.415404
Male,23,Psychology,74.91577,10.5113735,2.225838,7.786147,11,2.5869107
Female,19,Computer Science,67.47807,3.8978224,2.6637614,6.0649805,6,3.6873472
Male,22,Computer Science,79.04878,9.043739,3.1187103,6.2938256,9,2.102226
Female,20,Engineering,61.649708,4.365721,2.819794,6.8007994,10,3.1929486
Female,20,Engineering,43.380905,8.79191,2.1864896,6.798293,7,2.9549704
Male,21,Psychology,82.62042,9.897587,2.7163682,6.112694,9,1.925274
Female,21,Psychology,50.895935,9.522535,2.2802575,5.528706,13,2.8105476
Female,21,Business,90.09627,6.4228487,2.901961,7.0571265,10,2.5361686
Male,22,Business,68.97829,6.068615,2.8371832,8.560582,10,1.6234118
Male,23,Psychology,71.960526,8.9597645,2.8573875,6.6031423,10,2.3768537
Male,23,Mathematics,71.0336,8.891053,2.3374417,7.1214647,14,2.1052473
Male,22,Psychology,62.898952,6.011295,2.5625389,6.4801025,14,1.8322434
Male,21,Psychology,84.502464,9.5044155,2.9544683,6.2767854,9,1.7098202
Female,21,Psychology,56.31717,6.846737,2.4147975,7.809348,12,1.808726
Female,20,Engineering,65.136795,4.53121,2.3038871,8.798586,10,3.336768
Male,20,Business,63.22395,6.2427006,2.7434664,7.945099,14,1.6730577
Male,23,Mathematics,89.44071,10.231373,2.7675216,8.257124,8,1.7385335
Female,21,Engineering,86.13878,3.726817,3.1557276,8.137711,5,2.6228895
Male,21,Engineering,73.876976,9.638002,2.654089,7.3251443,13,2.2385957
Female,22,Psychology,50.128662,6.6026773,2.2860749,6.0612445,12,2.3485713
Female,20,Engineering,61.918743,3.5967948,2.779398,9.161137,6,3.0415888
Female,22,Psychology,62.528088,5.945235,2.3087285,8.254858,10,1.9327325
Male,23,Business,61.344707,6.619808,2.8185973,6.9871883,10,2.9222264
Female,21,Psychology,69.23585,8.622889,2.2401066,4.9212465,9,2.967771
Male,19,Mathematics,75.61308,4.4525275,3.1783812,6.5430202,12,2.27582
Male,22,Mathematics,79.11634,7.620039,3.0861673,8.101627,12,1.517701
Female,20,Business,84.73604,4.173332,3.1739697,7.925663,7,1.8691206
Female,19,Engineering,55.556805,4.2689857,2.824615,6.795003,10,3.5239794
Female,21,Business,58.200165,7.857981,2.622979,7.6668363,7,2.3519013
Male,21,Psychology,62.399086,9.101955,2.6623845,6.88927,10,2.4184186
Female,20,Engineering,53.59208,6.1044407,2.156662,8.893021,12,3.4259155
Male,23,Engineering,65.60331,8.420303,2.5521295,7.9844856,11,2.430024
Female,22,Psychology,39.386562,8.950156,2.3268378,5.217209,12,3.3360004
Female,21,Engineering,40.2011,8.783004,2.0289195,7.73185,11,3.414349
Male,20,Mathematics,82.91659,5.529449,3.2915804,5.6894064,11,1.9673693
Male,23,Engineering,53.398884,9.806843,2.1211374,7.9989166,14,2.2437007
Female,22,Computer Science,40.393627,6.262623,2.3421676,5.4609194,9,3.4642365
Female,20,Engineering,47.133625,5.211591,1.8832483,8.418627,11,3.6082532
Male,22,Mathematics,64.82573,5.4175515,3.072152,7.991754,9,2.054667
Male,22,Engineering,38.519733,9.476611,2.3312757,8.6531515,14,2.7568638
Female,21,Psychology,46.20241,5.0927486,2.144014,7.7647276,10,2.9050472
Male,22,Mathematics,65.15311,7.7256,2.9526806,6.9365973,6,2.0313933
Female,22,Economics,68.87634,4.226889,2.6775725,7.746788,8,3.0221944
Female,20,Engineering,47.981846,7.2554173,2.1634724,8.458029,12,3.208967
Male,22,Computer Science,73.514984,4.9911866,2.6966145,7.096351,9,2.6934707
Male,22,Psychology,53.008167,5.6813617,2.322564,5.5653744,8,2.558043
Female,20,Psychology,49.57445,6.4619436,2.3235953,6.376299,10,3.236125
Male,22,Engineering,55.64528,10.9852705,2.643278,6.5615673,13,1.8098323
Female,21,Business,56.80099,3.8763964,2.3494446,6.741418,5,3.4487174
Female,21,Engineering,42.72682,10.589352,2.493615,7.095541,10,2.6381595
Female,22,Psychology,70.359024,9.762677,2.2551627,4.9692326,10,2.876391
Male,21,Economics,82.36832,6.481944,2.8093624,8.058753,10,2.2114885
Male,21,Mathematics,45.6776,5.4120584,2.629724,7.3024836,13,2.9035175
Male,22,Engineering,78.41127,7.2252946,2.2713058,8.432564,8,1.9304229
Male,21,Mathematics,79.993965,8.019217,3.3778825,8.256411,13,1.6176528
Male,23,Computer Science,47.23472,11.378618,2.4703598,5.7171917,13,1.7423311
Female,21,Psychology,87.045334,6.9417405,2.2628536,7.572912,9,3.2756896
Female,21,Mathematics,80.69301,8.167966,2.4127283,8.124227,9,2.5723917
Female,22,Psychology,54.709538,9.996648,2.2517471,5.2593226,8,3.105512
Female,22,Psychology,68.143776,10.209989,2.4858136,6.6834254,9,2.7578578
Female,22,Psychology,79.37063,7.701452,2.125236,8.782177,10,2.3335657
Male,21,Mathematics,50.474754,6.382791,2.879566,5.0087595,13,2.3389156
Male,23,Mathematics,75.29968,6.5312033,2.7373857,5.929454,10,2.220774
Male,22,Engineering,76.81247,8.563767,2.691204,9.092335,10,2.368875
Male,20,Computer Science,90.04244,7.850825,3.4630408,5.592059,7,2.0065415
Female,23,Mathematics,68.60287,7.830361,3.4470024,5.548003,6,2.1818993
Male,22,Mathematics,67.36956,7.7619147,3.01935,5.2957106,10,2.2896745
Female,22,Psychology,62.56616,6.97532,2.3671343,7.373351,10,2.6620436
Male,23,Computer Science,35.457066,10.813932,2.5029154,5.6048355,12,2.669616
Female,19,Engineering,58.525734,3.5118506,2.7187867,8.887466,7,3.3537703
Male,21,Business,91.264626,6.376914,2.8647485,8.7955475,9,1.7060363
Female,19,Engineering,51.908092,7.9615436,2.9266946,8.081142,6,2.4324248
Male,21,Computer Science,75.6541,3.0293014,2.8518147,6.2762833,9,2.8447752
Female,21,Engineering,45.169865,3.1124141,2.708983,8.037669,8,2.5495453
Female,20,Engineering,77.38743,7.2508516,2.1330633,8.892608,8,3.3471608
Female,20,Engineering,96.433205,7.193245,3.1191962,7.8338575,5,2.5841386
Male,21,Engineering,44.54984,9.664253,2.9738734,6.9176145,14,2.014334
Female,22,Engineering,47.122395,5.9502826,2.464492,7.986574,11,3.1412013
Female,22,Computer Science,63.763794,8.663276,2.5298455,5.422485,11,3.0864053
Male,23,Engineering,53.670982,9.523189,2.3197787,6.9394236,12,1.8507943
Female,19,Economics,79.71241,3.5139205,2.7124288,7.173217,7,3.3975155
Male,21,Computer Science,87.19346,9.777295,2.8384886,6.4372864,12,2.244729
Female,20,Psychology,82.81261,7.091518,2.3983374,8.017365,9,2.0716233
Male,20,Computer Science,43.712868,6.38456,2.7737644,5.645524,12,2.5835154
Female,20,Engineering,52.25858,4.029778,2.8062763,7.072307,9,3.6330478
Male,21,Business,67.26075,5.9954696,2.6822615,6.6963024,11,2.0862453
Female,22,Mathematics,60.047047,7.575574,2.605112,7.4274817,12,2.690661
Female,21,Business,76.082054,3.673827,2.5572772,7.2269354,8,3.0050738
Male,20,Engineering,85.78876,6.7749066,2.7076788,9.194056,10,2.8448734
Male,20,Mathematics,66.151955,4.4531374,2.7752588,8.297776,13,2.1337636
Female,21,Mathematics,75.16168,5.098401,2.7483656,6.337615,10,3.1912441
Female,21,Engineering,52.470844,6.3946714,2.6695726,7.157494,12,3.677048
Male,23,Psychology,36.016037,10.669297,2.1349304,6.0809298,16,2.6777806
Male,21,Engineering,53.3595,7.112755,1.9572264,8.874468,12,2.9065933
Female,20,Economics,94.99486,10.344105,3.1947894,5.8158693,7,2.6199477
Male,23,Computer Science,39.668797,8.616703,2.2646081,7.646397,11,2.7704985
Female,20,Mathematics,46.39306,3.7493422,2.1781957,8.492717,11,3.3089228
Male,21,Mathematics,82.957855,3.4785154,2.7760413,8.181611,12,1.7989906
Female,22,Computer Science,93.86964,6.0073495,2.563075,7.6109147,7,2.3797593
Male,23,Mathematics,41.41633,8.465575,2.0941894,7.8548684,10,2.8445556
Female,21,Psychology,35.203773,8.064333,2.2990615,7.2536516,11,2.8443792
Female,22,Engineering,54.56898,7.2246857,2.3191535,8.055647,14,2.8235474
Male,22,Engineering,42.356594,8.188987,2.1967154,8.1634865,11,2.6941
Female,21,Business,63.020363,4.8266344,2.827036,5.943928,5,1.956436
Female,21,Mathematics,79.39817,3.8271816,2.7918184,7.2081227,9,3.2616231
Male,22,Mathematics,43.319836,10.426739,2.5065484,7.191553,15,1.4611971
Female,22,Mathematics,74.010574,7.0816917,2.8281794,6.2498236,9,1.993373
Male,23,Computer Science,51.839684,10.882474,2.351517,5.30925,14,2.0327673
Female,22,Psychology,65.54546,8.986545,2.1026006,6.5452633,7,3.3872173
Female,22,Psychology,55.516872,7.3662057,2.2687297,7.08068,9,3.1951327
Male,22,Computer Science,80.7312,10.127638,2.9161472,5.962086,8,2.2851079
Male,21,Computer Science,39.20683,6.704061,2.66806,4.7881947,13,2.4701734
Female,21,Mathematics,75.196106,8.43278,2.688957,6.52683,12,1.7046407
Female,19,Engineering,76.633835,5.3768196,3.1241963,8.266039,6,2.5568893
Female,19,Business,56.768345,5.477683,2.7676337,5.9175487,12,3.2209268
Female,21,Psychology,55.425236,8.1024,1.9358954,6.7345724,11,2.337126
Female,20,Engineering,75.02425,7.340808,2.693251,7.4638796,7,2.3662329
Female,20,Business,95.95431,8.569531,3.0169399,6.262433,6,2.9228373
Female,22,Economics,49.480087,6.403496,3.0127776,6.317013,10,1.7968805
Male,23,Psychology,63.734596,6.403016,1.9495956,8.557564,12,2.217567
Female,20,Engineering,88.58459,5.6384864,3.1910698,7.561081,5,2.3996768
Male,22,Engineering,55.916798,10.75279,2.8486898,6.615708,13,2.419595
Female,21,Economics,83.78431,3.4862802,2.8258095,7.5332966,9,2.5179331
Female,21,Business,53.85601,8.074547,2.6721067,5.079439,7,3.3368475
Female,20,Business,59.85582,6.3805165,2.992572,6.184377,5,3.3140526
Female,22,Computer Science,68.18434,6.819499,2.089678,6.902228,11,3.380905
Female,20,Computer Science,65.16513,8.392502,3.1453197,5.037207,7,2.6447556
Male,21,Psychology,65.23416,7.1637316,2.290298,7.56214,16,2.5882566
Male,22,Business,51.775658,3.7979288,2.265582,8.942654,13,2.2728324
Female,22,Business,74.413994,10.607037,2.8763163,5.276105,7,2.3630881
Female,20,Computer Science,58.70032,6.4328513,2.9762955,7.325739,10,2.5632865
Male,21,Psychology,69.554344,6.468553,2.7045135,5.60421,12,1.7768931
Female,20,Engineering,48.36943,6.064355,2.4430304,8.387311,9,3.6118793
Male,23,Psychology,34.15523,7.0100102,1.9762933,7.677422,14,2.5215151
Male,21,Mathematics,76.352196,9.091942,2.9975798,7.1962495,16,1.6334528
Female,22,Engineering,44.86919,7.3533807,2.557532,7.573656,11,3.116154
Male,21,Mathematics,82.158035,8.856949,3.1573365,6.241084,13,1.5684817
Male,22,Mathematics,62.82892,7.090318,2.8118534,7.386988,13,1.9553953
Female,21,Psychology,68.06541,6.4146657,2.3280902,7.2567825,10,2.6293416
Male,20,Engineering,48.529144,5.704405,2.4763005,7.9871073,8,2.9741654
Female,20,Computer Science,53.222065,5.9273787,2.445562,7.782593,9,2.5602057
Male,21,Engineering,63.548126,7.7408557,2.6583395,8.477505,12,2.5073295
Male,21,Engineering,69.41881,5.5906267,2.2267575,7.3569303,10,3.6492553
Female,21,Business,85.58218,4.3883805,2.7840395,6.7639976,7,2.539294
Male,20,Mathematics,40.10569,4.248199,2.111707,7.809006,12,2.4959624
Male,22,Computer Science,60.694744,6.4138174,2.9662206,5.919812,10,3.066373
Male,21,Psychology,80.9649,9.253839,2.874387,7.694234,14,1.9102547
Female,22,Mathematics,39.86783,5.5244846,2.6367736,5.5743623,10,3.009455
Male,22,Psychology,53.731567,6.6289806,2.1677384,8.527138,10,2.9352334
Male,21,Psychology,52.05683,8.889548,3.0376515,5.028619,11,2.380245
Female,19,Engineering,78.00858,4.813666,2.9293356,6.8901424,3,3.2206647
Male,20,Business,92.676155,7.2856345,2.9493408,7.821169,11,2.0591633
Female,21,Mathematics,60.697124,4.8802943,2.7600515,8.095095,10,2.5462344
Female,19,Business,77.91905,6.5140486,3.0703015,6.1139746,5,3.72079
Male,23,Business,58.98346,9.918822,2.5828214,6.335642,14,2.8648052
Female,22,Mathematics,53.965294,8.783517,2.4904027,5.960486,10,2.927558
Male,22,Psychology,51.233063,7.1743584,2.1286123,8.271571,15,1.9033766
Female,21,Engineering,43.504707,7.725414,2.4887881,7.5102367,8,3.074642
Male,21,Mathematics,42.54332,8.403577,2.9570181,4.916283,12,2.4274945
Female,20,Engineering,67.30574,4.953646,2.2403705,7.980147,7,3.5816832
Female,21,Psychology,32.016136,8.352618,1.9110777,6.8159933,9,3.1691082
Male,23,Computer Science,55.087738,6.6338806,2.3721757,4.9789906,11,2.3388267
Female,21,Business,80.53012,7.018848,2.9769595,5.695931,8,2.8946085
Female,21,Computer Science,82.231926,5.6498313,2.6542861,5.7738028,4,3.2316709
Male,22,Mathematics,90.47214,7.8357882,2.6465714,7.5885158,12,1.6707865
Female,21,Engineering,70.82043,10.418067,2.6482005,7.2673063,13,2.0108283
Male,20,Economics,62.076027,6.041141,3.1507266,7.140454,8,1.8115097
Female,21,Economics,48.83565,4.10716,2.4028225,6.732046,10,3.1660004
Male,23,Engineering,67.15982,8.212027,2.647728,8.674091,7,2.5888095
Female,20,Computer Science,81.59418,6.7091937,2.9103594,4.9830894,6,2.878894
Male,23,Computer Science,81.76818,6.902406,2.6533308,5.876669,9,2.3459477
Male,22,Mathematics,56.23489,5.218584,2.44892,6.556496,12,3.0547416
Female,21,Mathematics,37.185158,4.489379,2.8772717,7.821064,11,2.2087257
Male,20,Economics,81.58589,8.472578,2.4577308,7.362981,13,2.5191424
Male,19,Engineering,70.568565,5.4094806,3.088816,7.329425,9,2.3413565
Female,20,Engineering,40.77004,6.8090243,2.7637312,7.7189407,7,3.079135
Male,23,Business,80.877304,7.234333,2.5376208,6.754841,11,2.4601266
Male,20,Engineering,76.05339,7.168837,2.7703617,8.416727,10,2.8365006
Male,20,Mathematics,54.13313,3.750166,2.4488308,6.0731,14,2.8646975
Male,22,Psychology,86.67606,9.544056,2.487902,6.8690977,12,2.031983
Female,20,Economics,69.56607,6.656926,3.1089172,5.9530826,10,2.755033
Male,20,Business,63.23134,6.455693,3.2150023,5.575662,7,2.7180305
Male,21,Psychology,91.35785,6.520772,2.8636742,6.044011,10,1.5803192
Female,20,Engineering,41.663376,8.299359,2.6122594,5.9054747,8,3.4902048
Female,22,Mathematics,42.510864,5.9186134,2.8786194,4.7678823,9,2.9762275
Male,23,Mathematics,56.421516,5.072681,2.6651528,8.573753,13,2.0320294
Male,20,Economics,70.491165,4.905446,3.1450236,6.7961016,7,1.7535973
Male,22,Engineering,81.27182,9.792301,2.5382967,8.802917,12,2.948828
Female,19,Economics,71.9006,5.4743557,3.3032453,6.7925205,5,2.5371659
Male,20,Engineering,57.38243,7.82619,2.2338445,7.862612,10,2.8624113
Female,21,Psychology,31.949707,9.434198,2.052217,6.8405457,13,2.6895936
Female,21,Psychology,35.052658,3.7091897,2.162707,7.536274,10,2.923438
Male,21,Engineering,86.5935,7.0177255,2.887647,8.077822,9,2.2932487
Male,23,Psychology,36.50869,8.613752,2.0402641,8.087639,14,2.6290236
Male,20,Psychology,56.470783,2.38699,2.48996,8.202619,13,2.8682306
Female,21,Computer Science,49.21302,9.974374,2.8702168,5.3585463,11,3.316996
Male,20,Mathematics,64.87948,5.3142347,3.0946214,6.2069893,9,3.0474584
Male,20,Economics,92.46,7.8265023,3.068153,7.3646708,9,2.5147398
Female,21,Mathematics,53.99553,8.008939,2.515463,7.4971147,15,2.983978
Male,22,Engineering,57.03529,9.087826,2.5056868,8.381574,12,3.2866585
Male,20,Business,91.72053,8.794406,3.056055,7.346692,10,2.2425165
Female,23,Engineering,50.95654,8.257632,2.6259668,8.545848,9,2.3009055
Male,22,Mathematics,37.605644,5.984014,2.8771756,5.9759336,13,2.3446224
Female,21,Psychology,51.261887,10.688966,3.081452,5.248364,12,2.3746533
Male,22,Psychology,69.327034,9.467023,2.6045637,7.3898916,13,1.7824309
Male,21,Economics,64.7853,9.521617,2.7292604,6.8645086,12,2.6093187
Male,22,Mathematics,60.398594,7.485663,2.4682117,5.7080016,12,2.3556654
Female,22,Mathematics,39.71232,5.7578754,2.4753468,7.793147,11,3.0212905
Female,22,Mathematics,68.416145,6.7322407,3.369905,7.052891,9,2.073894
Female,21,Computer Science,63.106663,10.235408,2.2305794,6.271873,10,2.7690756
Female,21,Engineering,75.48155,9.4794655,2.5144963,8.366075,8,2.2089136
Female,20,Computer Science,50.321117,9.014749,2.666406,5.6708755,8,3.2426956
Male,22,Mathematics,86.90733,11.030896,3.0013094,5.5074124,15,1.8964276
Female,20,Business,92.50505,4.0191765,3.1383862,5.7695684,6,1.8325049
Male,21,Mathematics,63.50141,9.664386,2.786572,6.9343486,14,2.176307
Male,21,Mathematics,77.340126,9.487176,2.8043027,7.08481,12,1.602831
Female,19,Computer Science,72.18251,9.405169,2.9439995,5.851964,10,2.7202294
Male,20,Mathematics,76.13809,8.420597,3.287758,8.007269,12,1.6243467
Male,22,Engineering,87.681015,9.911577,3.0562437,8.403626,11,2.606775
Female,21,Mathematics,78.5063,7.8074217,2.6681156,6.938952,8,2.198896
Male,22,Engineering,43.074818,7.8656235,2.545605,8.125493,13,2.9946208
Male,20,Economics,59.72649,6.2167654,2.321007,7.7672696,13,2.4184427
Male,23,Psychology,45.988056,10.373136,2.232505,6.7833557,14,2.4903948
Male,21,Psychology,38.20508,5.155305,1.8760699,8.2595825,10,3.0120077
Female,20,Mathematics,59.033394,7.454384,2.8466136,8.172672,12,2.2218118
Male,20,Mathematics,87.293236,3.7699916,3.03693,8.501684,9,2.04213
Female,20,Psychology,61.563236,3.9304173,2.4761462,6.055772,8,3.2056043
Female,21,Engineering,45.24745,6.466425,2.7325895,6.659869,6,2.935962
Male,21,Engineering,57.58199,6.7217536,2.4854379,8.745528,10,2.8071542
Female,19,Engineering,89.98785,5.632438,3.1362495,7.0215244,6,2.8214743
Male,20,Mathematics,70.226234,5.2512116,2.7942832,6.1972017,11,2.1012888
Male,23,Psychology,54.421455,8.809225,1.9314739,7.6453686,15,2.7116582
Male,21,Mathematics,93.445114,5.138925,3.507805,6.917128,11,1.6771857
Female,22,Computer Science,38.45987,3.1253326,2.3637333,6.734469,8,3.603534
Female,21,Mathematics,52.16621,5.9560065,2.8392506,7.0565147,11,2.9706895
Male,20,Engineering,59.164967,3.4001913,2.178637,8.730394,11,3.2660823
Female,22,Engineering,67.34067,5.2894025,3.2566803,7.922531,7,2.1882682
Male,20,Mathematics,90.04652,7.3177915,3.0154963,8.553312,11,2.0021021
Male,21,Mathematics,68.779854,4.239536,2.8599148,8.030346,12,2.922166
Male,22,Psychology,75.12269,7.6055956,2.2260437,6.9569597,9,2.252399
Male,21,Mathematics,70.66082,9.582766,2.4807744,8.319027,13,2.476767
Female,20,Business,90.93954,5.4539547,3.00356,7.7323265,5,2.55669
Female,20,Engineering,50.533356,5.9327207,2.034916,8.8546915,8,3.6381366
Female,19,Business,68.96137,7.4050336,2.885534,5.8260517,7,2.8390343
Male,23,Mathematics,74.519936,4.441351,2.7981915,7.85375,10,2.2856388
Female,19,Engineering,73.61425,8.825369,3.0773242,7.1671844,6,2.9521525
Male,23,Psychology,39.816418,9.854181,2.429156,5.986502,13,2.6198547
Female,21,Mathematics,42.166985,8.536231,2.0381348,7.4177294,15,2.7900481
Female,20,Engineering,60.598648,5.247533,2.3492293,9.354691,7,3.3854752
Male,22,Engineering,63.849697,10.751903,2.9107285,8.901339,15,1.9228059
Male,22,Mathematics,72.26848,6.211137,2.469209,7.5125914,10,2.6810968
Female,19,Engineering,61.120754,4.846257,2.3264012,7.169654,7,3.5380156
Female,22,Mathematics,42.49111,4.352569,2.2738087,7.978708,11,3.3399026
Male,21,Psychology,82.84071,3.8431494,2.3037584,8.644813,9,2.1129022
Female,21,Engineering,62.675583,8.315916,2.734215,8.595814,7,2.3348908
Female,20,Economics,60.860237,4.346894,2.7413826,5.559587,7,2.3554223
Female,20,Mathematics,51.90278,7.1074624,2.555846,6.709415,11,2.2807508
Female,21,Engineering,69.20346,3.9246464,2.66189,8.052505,10,2.7600672
Male,23,Mathematics,40.61728,10.25673,2.8545804,5.221864,10,2.3833423
Male,20,Psychology,53.20262,6.5509095,2.7886446,5.3871484,10,2.9684634
Male,19,Engineering,59.86147,5.201507,2.4179516,8.486864,13,2.7530868
Male,19,Economics,87.95757,4.4708886,3.2883756,7.552434,6,2.3611813
Female,19,Business,62.992302,2.4888768,2.4804876,7.6800814,7,3.6814425
Male,23,Psychology,60.22399,9.750049,2.341353,6.1357913,11,2.8561425
Male,19,Business,79.40092,7.942633,3.542744,5.703468,5,2.1225345
Male,21,Engineering,51.473442,8.369566,2.902576,8.159725,13,1.7589127
Female,20,Computer Science,67.08798,6.2767086,3.0330749,6.606458,9,2.6715813
Male,20,Mathematics,46.906227,3.0527458,2.6932383,6.2752047,12,2.2484412
Female,22,Engineering,34.3061,6.7417946,2.1126406,7.687624,13,3.1062984
Female,22,Psychology,34.435337,7.9205465,2.1961296,7.1399016,15,2.5915115
Female,22,Mathematics,59.037117,6.4908075,2.7308621,8.13436,11,2.0237286
Male,22,Mathematics,56.294193,4.3498926,3.2419677,8.087569,10,1.9401648
Male,22,Engineering,58.711082,6.7483654,2.5602365,8.950601,11,1.8734386
Female,22,Computer Science,73.0806,6.2548323,2.5346742,6.20662,5,3.390315
Male,23,Mathematics,56.62859,10.2098675,2.0387278,7.982069,14,2.7972453
Male,22,Computer Science,59.036327,8.759083,2.3970752,5.925488,10,2.3657463
Male,23,Computer Science,73.88759,9.342611,2.6314805,7.8429937,13,1.4147413
Female,22,Business,45.46915,4.0677934,2.6513164,6.2958546,8,3.4450753
Male,21,Engineering,63.08907,7.018057,2.8814435,8.010897,12,1.9433889
Female,19,Psychology,36.103035,5.219866,2.7835443,5.2415886,10,3.2106683
Male,22,Computer Science,50.877434,6.470846,2.5485983,6.89116,9,2.9257953
Male,21,Engineering,66.96967,5.686325,2.727852,7.597513,10,2.4235659
Male,22,Mathematics,90.28429,10.075092,2.9772258,6.230537,14,1.4637285
Female,19,Business,79.82502,3.2443702,3.128479,7.484315,4,3.0279908
Female,23,Engineering,55.804974,8.182218,2.0302382,7.706402,11,3.6404529
Male,22,Engineering,39.845787,9.395816,2.4261212,8.395817,15,3.166967
Male,22,Mathematics,48.85961,7.894974,2.7831702,5.404861,14,2.4336612
Male,22,Business,75.53013,8.27231,2.976016,6.3855076,9,1.8284315
Male,20,Psychology,57.88658,8.026501,2.3622801,6.9236884,14,2.1643384
Male,21,Mathematics,50.191948,6.409103,2.7014062,7.500394,13,2.181566
Female,23,Psychology,43.15784,5.709467,1.9922475,7.7549043,7,3.2831635
Male,23,Psychology,75.80553,8.929964,2.5013626,8.238025,14,1.4370672
Female,20,Mathematics,38.029964,5.516143,2.75438,5.57302,11,3.3836033
Male,20,Mathematics,47.010883,2.0372772,2.593023,7.1175213,10,2.670452
Male,21,Engineering,75.59144,6.3678136,3.122533,7.6047792,7,2.135877
Female,22,Computer Science,73.07984,7.4231343,3.2040417,5.841803,5,2.0349026
Male,21,Engineering,63.205536,7.9776845,2.7562273,8.63554,9,2.1411128
Female,21,Computer Science,71.24673,3.3023915,3.1408625,6.251688,8,2.3909152
Male,22,Business,72.28575,9.281826,2.7902155,7.262804,11,2.2062736
Female,21,Engineering,68.29227,4.905882,2.5822957,8.5149765,7,2.7070088
Female,20,Computer Science,83.76013,5.183633,2.8012567,6.484211,7,2.3826637
Female,20,Engineering,37.54685,4.749292,2.6674352,8.802637,9,2.7494829
Male,20,Economics,72.63878,8.306754,2.7276905,7.6260695,10,2.4070096
Female,21,Computer Science,42.168983,6.87839,2.701338,6.8388624,10,2.5688052
Male,22,Mathematics,44.15553,8.110115,2.8474872,8.17276,13,1.5670183
Female,21,Engineering,81.68862,7.392496,2.6155553,8.263246,11,2.2554524
Female,21,Business,66.5122,7.3190417,2.9421136,5.9138384,10,2.8689983
Female,19,Psychology,48.936947,5.5902815,2.3286815,5.6983066,7,3.4133003
Male,21,Mathematics,58.991234,6.611006,3.2135675,8.331259,13,2.605435
Female,22,Computer Science,57.826725,4.5049925,2.202808,8.040335,6,3.4380448
Female,20,Mathematics,71.62079,8.61302,3.3225513,6.2200594,11,2.9082057
Female,20,Business,70.71751,8.531273,2.9233484,5.8960814,6,2.7942274
Female,20,Engineering,61.06925,8.92878,2.7254703,6.525397,10,3.4237416
Male,23,Mathematics,59.460823,9.915919,2.7531931,7.4522734,14,1.7707391
Female,20,Engineering,71.05024,4.6552687,2.953414,7.8264923,6,2.7729065
Male,21,Mathematics,82.68144,7.2399225,3.2162447,8.130825,8,1.6290982
Female,20,Mathematics,39.92117,4.14898,2.5206733,4.9274626,7,3.6348262
Female,19,Engineering,74.001686,4.274374,2.7768822,7.0160017,4,2.9335432
Female,20,Engineering,59.09376,5.1032023,2.7105412,6.331039,8,3.5260937
Male,21,Psychology,82.17482,9.666443,2.541203,5.259289,12,2.5520692
Male,21,Computer Science,43.22177,9.507429,2.2127998,6.6194887,12,2.411351
Female,20,Economics,61.738403,5.9070926,2.4711583,6.807024,10,2.3338807
Female,21,Psychology,47.8897,5.980854,2.7500703,5.3746514,9,3.0342631
Male,21,Mathematics,46.85044,5.798459,2.435207,8.854366,14,2.342009
Female,21,Mathematics,83.92088,5.2448616,3.149252,5.7237515,8,2.5743089
Female,22,Psychology,67.25205,7.708833,2.6669552,5.332343,9,1.9853159
Female,22,Computer Science,46.896976,7.6819906,2.752292,6.5170193,11,3.037352
Female,21,Computer Science,65.7504,9.459677,3.0545418,5.634363,9,2.6871104
Female,22,Psychology,63.986904,9.077985,1.9256444,7.4666233,12,2.9447732
Female,22,Business,70.14307,7.368961,2.8553905,6.832942,10,2.8307064
Female,21,Mathematics,72.260635,8.275673,2.6244726,6.2233257,8,2.8082674
Female,20,Engineering,54.03792,6.7985635,2.631353,9.06589,7,2.929789
Female,19,Engineering,47.465008,8.90808,2.9708953,5.351175,12,2.8871224
Male,22,Business,93.660255,8.154478,2.9966424,7.630392,8,1.9922935
Male,20,Computer Science,71.98064,7.055786,2.8053489,6.1512547,12,1.6756833
Female,21,Computer Science,51.163483,6.3927183,2.5776515,5.410559,9,3.2456806
Female,20,Psychology,59.93732,6.1625032,2.6224186,6.51199,8,2.967821
Male,21,Engineering,50.15691,7.24928,2.08804,7.871792,11,3.3955386
Male,22,Engineering,74.83663,10.251969,2.6892307,7.462605,10,1.9213952
Male,21,Computer Science,64.44018,7.837679,2.9589884,5.1189156,8,1.955018
Male,21,Business,70.27446,6.8197775,3.235682,5.77109,11,1.8722637
Male,22,Engineering,58.018387,9.694666,2.5746996,7.0795307,13,2.8378043
Male,23,Psychology,58.46322,9.988839,2.2836769,4.9035234,10,2.4418306
Female,20,Computer Science,36.800915,4.4768744,2.3404949,6.351634,8,3.702206
