Age,Attendance_Pct,Study_Hours_Per_Day,Previous_GPA,Sleep_Hours,Social_Hours_Week,Final_CGPA,Gender_Female,Gender_Male,Major_Business,Major_Computer Science,Major_Economics,Major_Engineering,Major_Mathematics,Major_Psychology
0.45408145,0.5189455,0.52552116,0.59733444,0.34223765,0.40684706,0.48331797,0.5304204,0.6616392,0.19512679,0.7078184,0.7513881,0.5334452,0.5774513,0.62112963
0.27908617,0.59438974,0.3889409,0.41047215,0.7269144,0.41496703,0.26009542,0.65647274,0.45875496,0.263664,0.5580616,0.7306488,0.52886397,0.6373862,0.42244032
0.57480556,0.6981495,0.7515484,0.49530542,0.70315886,0.294061,0.35156944,0.25688112,0.65857494,0.38666043,0.44126794,0.73873186,0.5683306,0.5762948,0.51370305
0.3593903,0.81553143,0.3986519,0.58286804,0.68939704,0.60796154,0.68558663,0.500721,0.6453829,0.6408003,0.26354778,0.5299708,0.6934337,0.6133373,0.24468495
0.64965117,0.59736305,0.6901333,0.6355434,0.56859195,0.30458912,0.20479618,0.4426964,0.74539137,0.47040892,0.6540557,0.43588123,0.51203585,0.6572015,0.32843685
0.4629094,0.48512435,0.2671969,0.588819,0.21459085,0.36669242,0.44712028,0.40084997,0.6560383,0.48101687,0.68044174,0.32209596,0.5850678,0.21849917,0.7070045
0.38829765,0.70263594,0.5801643,0.60035455,0.58549047,0.50209093,0.4235854,0.36708733,0.29275,0.5057797,0.26331827,0.3785743,0.73444265,0.4896723,0.41448593
0.36534438,0.6050399,0.68118405,0.47749034,0.74136734,0.4323535,0.22730689,0.33890152,0.59132826,0.20768416,0.64910173,0.7683315,0.3668266,0.5192235,0.5396516
0.44543353,0.23361425,0.33729735,0.37622723,0.43778428,0.58744144,0.6112499,0.3066014,0.156806,0.6258485,0.37378153,0.27551275,0.48013812,0.6777658,0.23929706
0.7593048,0.523715,0.5019816,0.5043986,0.45285308,0.7050773,0.42906502,0.74303114,0.4676682,0.61465085,0.59537965,0.5988995,0.519044,0.33022064,0.73816895
0.72813517,0.42052644,0.6608161,0.45969677,0.31117284,0.52674496,0.77113146,0.37400523,0.6149479,0.63352805,0.5908817,0.5060742,0.34155136,0.66878426,0.59851205
0.5676782,0.6836345,0.28419137,0.7335895,0.29233646,0.8324083,0.43087742,0.25455645,0.6057558,0.39274296,0.6523353,0.58282936,0.3669371,0.4205933,0.73049885
0.6233031,0.45553857,0.410165,0.49313587,0.34126896,0.7920844,0.7591485,0.4197303,0.28517428,0.78870195,0.33648685,0.254748,0.58960706,0.6840067,0.43025517
0.48365787,0.27890715,0.4545041,0.3219459,0.35849628,0.7145739,0.675993,0.55566406,0.37567946,0.5292069,0.62593067,0.21843064,0.35157084,0.37511063,0.73142993
0.7359891,0.5140416,0.32618392,0.58341044,0.3430135,0.44727626,0.53871894,0.20411171,0.7547993,0.43771377,0.82512456,0.24946873,0.4334423,0.2819949,0.5629536
0.5117633,0.4046859,0.23720296,0.7161069,0.3301769,0.6885557,0.3134474,0.27432376,0.322655,0.56424695,0.5447984,0.76267976,0.41934702,0.4087336,0.45250678
0.24639277,0.60222405,0.6407333,0.31898147,0.808858,0.15734485,0.6339988,0.35605586,0.72831017,0.47415876,0.27303588,0.6732271,0.46330953,0.38332173,0.59048665
0.15356511,0.4000579,0.6096995,0.4219716,0.6618856,0.44017363,0.48390827,0.6616084,0.35168904,0.45316935,0.4349588,0.699443,0.6200474,0.45533782,0.47003457
0.4654387,0.75827426,0.46177426,0.6304536,0.5933864,0.7671458,0.18061052,0.38030523,0.33885056,0.65523183,0.42955863,0.70506436,0.6374787,0.43731958,0.6528474
0.3011242,0.7701741,0.305679,0.6538096,0.5472541,0.841868,0.45830935,0.61531645,0.3786331,0.58540726,0.24257602,0.70171183,0.5166002,0.36210918,0.7902239
0.19226351,0.6886355,0.64585876,0.60597485,0.8118041,0.42095804,0.19660456,0.4676281,0.6830364,0.34495825,0.43061525,0.68050665,0.45250368,0.5318191,0.45036504
0.36005804,0.64819825,0.62095195,0.30029514,0.7402342,0.42857993,0.67964536,0.6110957,0.23569144,0.46230143,0.3881818,0.26913673,0.66588813,0.73254883,0.18691802
0.31459773,0.7898325,0.55855775,0.43856418,0.70163065,0.55721945,0.8461562,0.6386042,0.7235414,0.47823974,0.30069387,0.7529767,0.6020311,0.6738841,0.5417439
0.2007564,0.44556424,0.29940075,0.40270123,0.4696292,0.5904791,0.70152855,0.3388297,0.36503828,0.49400467,0.43625307,0.5712447,0.5391752,0.5137195,0.4785787
0.6210923,0.32410163,0.5131174,0.3043666,0.32387832,0.74424636,0.7723615,0.46449417,0.45741087,0.61310136,0.6362962,0.29899395,0.26651728,0.41136843,0.5993377
0.60359925,0.46611878,0.1700943,0.7358109,0.08664288,0.75985724,0.56285715,0.4012592,0.3651127,0.7822616,0.42672223,0.23712967,0.50920045,0.48478806,0.6822924
0.52762175,0.44990188,0.44147784,0.4394649,0.38843748,0.5633264,0.82641286,0.65645653,0.41554376,0.7460803,0.2362874,0.25430652,0.63008803,0.5068867,0.51384056
0.52954006,0.22831365,0.51711434,0.2920297,0.5129916,0.41306952,0.3431488,0.40505996,0.46878815,0.42334357,0.6187574,0.8138539,0.29589286,0.6209423,0.43960488
0.29188097,0.6002873,0.736598,0.18642841,0.8092304,0.4326016,0.59738433,0.74431473,0.46519837,0.21268332,0.48127252,0.6805239,0.53832203,0.60506594,0.47506282
0.34163532,0.52995986,0.71547145,0.48523316,0.5649426,0.5390908,0.29617006,0.4119615,0.354041,0.2868326,0.6452548,0.58693147,0.41606492,0.55138355,0.59855384
0.508103,0.62052965,0.44026798,0.58593804,0.62889576,0.43626395,0.6884876,0.526036,0.5268223,0.38479045,0.3348624,0.3206131,0.60016567,0.61909,0.36837256
0.5042749,0.5005182,0.28344655,0.44395682,0.42256194,0.3340901,0.7830275,0.47658262,0.8393627,0.49645004,0.5366831,0.40681797,0.49447814,0.34593016,0.6675107
0.4951331,0.7698028,0.63070387,0.39572123,0.79564,0.41610214,0.43656695,0.5960794,0.32309306,0.46864253,0.4684372,0.27561575,0.6955331,0.60227054,0.16285022
0.70346403,0.68921316,0.6593881,0.465204,0.6176909,0.39899203,0.50365496,0.39652243,0.74808776,0.5260211,0.42427742,0.5557885,0.3367176,0.7474584,0.5807559
0.5202669,0.51953167,0.5477174,0.5578646,0.29809266,0.5121495,0.6183492,0.51170343,0.4163268,0.53208435,0.3982518,0.68308234,0.52588516,0.62168175,0.42381427
0.63004446,0.5902372,0.2803493,0.70467824,0.45039994,0.6241731,0.43025896,0.26098984,0.6530232,0.711398,0.54565567,0.19251099,0.42090216,0.28524888,0.5375128
0.6644567,0.668579,0.63905483,0.51954263,0.55615836,0.5073186,0.58592606,0.90372336,0.62217206,0.36242422,0.57200056,0.3457295,0.6050809,0.42375463,0.63699746
0.6515611,0.7011238,0.20442413,0.62685865,0.35900706,0.8852385,0.5171545,0.5378551,0.35787004,0.57703686,0.31868792,0.5920416,0.573345,0.5463285,0.59111613
0.52293956,0.36906615,0.48754084,0.5208709,0.55776316,0.4050504,0.21443188,0.43032992,0.5329986,0.29794905,0.6757191,0.62189597,0.48092273,0.69061404,0.47414207
0.73823017,0.34659058,0.33838204,0.513637,0.3432515,0.5734604,0.6400865,0.7067389,0.554461,0.65889496,0.42145053,0.44673392,0.5809076,0.4490371,0.5187522
0.56862444,0.6561638,0.44125938,0.62988126,0.5624397,0.85335976,0.45002207,0.65661204,0.11987882,0.5546895,0.5601635,0.3014727,0.67697966,0.63542247,0.2705694
0.3193089,0.46926862,0.26273808,0.44219536,0.43019387,0.59079,0.5328985,0.653931,0.22218128,0.4941557,0.46305978,0.6057912,0.5520858,0.26839197,0.7709843
0.6537667,0.60491824,0.35709423,0.59956485,0.2722785,0.49393237,0.8455742,0.42958567,0.7307748,0.49811757,0.66089857,0.2304596,0.52725095,0.18239865,0.8384615
0.49179697,0.660502,0.31203368,0.46711487,0.63503754,0.29588637,0.28124493,0.3350217,0.5028955,0.3648128,0.49354342,0.62941813,0.5506846,0.40706712,0.38640407
0.6839309,0.38169944,0.3118333,0.5950724,0.2602509,0.50086987,0.80551904,0.5336975,0.72055197,0.6716804,0.51745087,0.25008333,0.49877173,0.33601752,0.6803252
0.33701012,0.48868945,0.7423403,0.2840898,0.7085731,0.12720352,0.5047401,0.40733778,0.640143,0.48786235,0.45675728,0.81160516,0.39437386,0.5059494,0.4203502
0.6418731,0.5265601,0.75899374,0.49979067,0.59382045,0.4783246,0.50794107,0.4712381,0.33348647,0.61518353,0.4153368,0.17093433,0.43665436,0.67130756,0.26510453
0.48742408,0.2574983,0.6691576,0.30897197,0.47778848,0.2456139,0.44025192,0.7286879,0.4849745,0.26117823,0.65933925,0.8315744,0.3992725,0.6419455,0.6176453
0.74347097,0.57787347,0.43030038,0.4982149,0.2611153,0.45858112,0.6421082,0.50599456,0.78401333,0.325826,0.80027986,0.647827,0.5302575,0.30424392,0.67827624
0.59751236,0.44688967,0.37794477,0.6093293,0.48113644,0.6588942,0.5422359,0.38922027,0.36371306,0.72589743,0.27468783,0.21766594,0.45701897,0.7002071,0.3308498
0.41957724,0.44286636,0.25943792,0.5854133,0.55973583,0.6484758,0.30747944,0.65682477,0.2030114,0.41168275,0.435827,0.36265075,0.59920555,0.3722501,0.6089583
0.7329359,0.39022893,0.7260247,0.47311297,0.48546296,0.37959442,0.49816993,0.5274438,0.5701704,0.5658002,0.57367855,0.5552652,0.40197974,0.8609871,0.12552214
0.46747872,0.51229537,0.59569454,0.4221787,0.680625,0.5636376,0.74179953,0.6062896,0.29723945,0.71475214,0.16781028,0.58835703,0.67546844,0.8015229,0.19456029
0.7717604,0.29412955,0.35557872,0.50484586,0.35554048,0.6843951,0.5047243,0.4880021,0.3420076,0.72998714,0.6013995,0.27685064,0.36830354,0.46784636,0.42078596
0.767619,0.36575648,0.44994095,0.53384507,0.1706471,0.24754776,0.66838217,0.4884641,0.8148603,0.57026464,0.7777043,0.58364695,0.5434492,0.44001734,0.560732
0.5793095,0.52442205,0.4485781,0.7145866,0.39570296,0.6012203,0.35380647,0.33859646,0.56254464,0.42519692,0.37262955,0.8636796,0.5343051,0.550291,0.5536755
0.4816086,0.6378857,0.35877323,0.6430531,0.41560757,0.5774176,0.661749,0.6620046,0.47101948,0.49136114,0.51520324,0.11701275,0.74438494,0.18225889,0.83313507
0.43955272,0.74363077,0.34658813,0.73721063,0.60337424,0.61085415,0.28155786,0.669779,0.51466435,0.43120566,0.29152423,0.42491603,0.6163423,0.34679195,0.7296728
0.83149225,0.39580053,0.62307096,0.44308507,0.24704444,0.4194673,0.7605725,0.549529,0.6933751,0.7074821,0.53966475,0.35439903,0.59777886,0.38578838,0.574765
0.24269046,0.32195958,0.806434,0.22267848,0.71451724,0.33374375,0.6204252,0.3528388,0.5233526,0.45736158,0.40512615,0.7864669,0.35291436,0.7746533,0.26380223
0.5337202,0.78526384,0.32715666,0.6976171,0.5078168,0.75278276,0.5691935,0.5604282,0.26911694,0.6048079,0.22171003,0.57681584,0.77841884,0.48092154,0.6122542
0.2980508,0.4284748,0.49698177,0.5090412,0.5883371,0.41645733,0.38033092,0.52375084,0.2988571,0.38696805,0.5410038,0.5440533,0.565119,0.26294988,0.65796643
0.27890155,0.70546407,0.36609286,0.535689,0.77740824,0.6274633,0.32171714,0.5457169,0.41128868,0.7229089,0.07975199,0.8262312,0.6559327,0.50389516,0.5004103
0.41806117,0.29569146,0.62885106,0.42605013,0.5832885,0.39404586,0.47728813,0.39155242,0.2658627,0.39704517,0.5243259,0.7685923,0.50266206,0.74472255,0.4347304
0.23608905,0.39019477,0.52957684,0.14671282,0.8029763,0.49903268,0.7516621,0.4978277,0.15274175,0.5647182,0.42149952,0.7361305,0.46911466,0.70108825,0.23728605
0.37394395,0.17521818,0.67567104,0.13544093,0.57399184,0.25792366,0.74337876,0.5647318,0.3450716,0.49792394,0.614243,0.5828838,0.43820363,0.66473156,0.33394626
0.6023776,0.6418843,0.52706486,0.44189143,0.44194567,0.4704637,0.7051103,0.48637846,0.5921299,0.41693276,0.7035352,0.112949416,0.6473848,0.31754592,0.54256016
0.39381868,0.45679134,0.7421963,0.28898627,0.5490426,0.5834563,0.79211766,0.6315518,0.3735316,0.45346138,0.56564116,0.41200823,0.5745558,0.51102465,0.5129455
0.7540289,0.3142911,0.56690365,0.37433863,0.45185316,0.50610745,0.6592397,0.60521597,0.3454856,0.45218584,0.691872,0.37478527,0.3599145,0.58086246,0.48262474
0.3459546,0.5918174,0.53520674,0.31638032,0.7561528,0.36791012,0.63205504,0.6787421,0.14117387,0.5607438,0.15340197,0.21195465,0.64079696,0.42926848,0.58484745
0.73424584,0.45500648,0.35032138,0.55820864,0.5588511,0.83674663,0.22209899,0.40904525,0.32458663,0.5244464,0.6198559,0.55629003,0.32605496,0.47190493,0.44271287
0.39613613,0.67853904,0.3260075,0.66531724,0.48640352,0.86023134,0.63623536,0.5372233,0.5302613,0.6778843,0.1848095,0.6814532,0.52540857,0.6651641,0.6066563
0.40479577,0.73152626,0.6189606,0.46710783,0.7128884,0.64130676,0.24226485,0.5570934,0.24573961,0.57014847,0.33860588,0.7054589,0.52238065,0.6872975,0.23496346
0.71272075,0.36940753,0.3501996,0.41121465,0.3233537,0.61330307,0.7460733,0.40505734,0.40997663,0.7740221,0.34071887,0.39492768,0.45771685,0.7069867,0.2994856
0.36306876,0.26135236,0.62348247,0.4572386,0.48015535,0.5045862,0.3478184,0.45407954,0.36840898,0.3734926,0.61817795,0.44659507,0.31845227,0.7533615,0.19271447
0.7831658,0.4868457,0.43306032,0.4199757,0.43705067,0.33001,0.6335453,0.5432803,0.6292472,0.41518354,0.7664457,0.21889688,0.47361603,0.25366616,0.7068433
0.6431911,0.5989802,0.4946295,0.75473416,0.35928783,0.61796564,0.31988472,0.51768494,0.50739753,0.320799,0.6055113,0.50892115,0.5247489,0.43084165,0.6288089
0.7971335,0.40065956,0.38954803,0.60093296,0.17595334,0.6730707,0.7042189,0.43170783,0.7497504,0.6259719,0.6473635,0.6149912,0.32113302,0.2904793,0.80634636
0.23678376,0.85935926,0.40842253,0.67256427,0.79624027,0.48471907,0.3630172,0.46597084,0.66820437,0.2991689,0.4928548,0.5731846,0.618526,0.42766228,0.4757008
0.37260842,0.66379154,0.79801697,0.18451872,0.80533475,0.26658413,0.60539085,0.50663674,0.50710464,0.23071249,0.5102668,0.52447456,0.4299884,0.5623768,0.64649045
0.2851935,0.5427714,0.58535653,0.58534217,0.6463664,0.6378756,0.22505243,0.26733184,0.31740385,0.652662,0.26868534,0.70632046,0.39859602,0.6726859,0.23173192
0.4562272,0.5414448,0.3888469,0.3447426,0.63274646,0.6487149,0.70525795,0.51346874,0.6183361,0.67351115,0.26866794,0.76367104,0.4861702,0.6620865,0.45467573
0.37100145,0.6484296,0.46090728,0.45969838,0.587724,0.3807168,0.5818203,0.7217176,0.48374102,0.46631613,0.6056517,0.21402366,0.710941,0.22159053,0.5528416
0.5408985,0.43168703,0.7215175,0.3300087,0.5295547,0.5079848,0.713125,0.38776773,0.46136558,0.5704377,0.4383143,0.15557405,0.33312404,0.6601617,0.36870372
0.4856107,0.6866888,0.6129106,0.28571478,0.67921394,0.5554107,0.6472433,0.3536909,0.6299189,0.2528493,0.66994953,0.6097553,0.31970128,0.6196486,0.4855045
0.71126544,0.331194,0.65689766,0.5053395,0.37588584,0.64217687,0.4875199,0.6068574,0.50802624,0.50705826,0.6552886,0.36735868,0.3370771,0.50996774,0.5688465
0.46852192,0.4259059,0.5003567,0.48244864,0.5378076,0.66119456,0.43428257,0.7989085,0.36844912,0.57545066,0.28247416,0.71540874,0.4616103,0.54376084,0.63796043
0.3720988,0.6686042,0.4823086,0.6129974,0.5523974,0.6765115,0.3225425,0.16684295,0.6135905,0.50868905,0.47380292,0.6241807,0.36922368,0.6199544,0.3820495
0.66313314,0.24353467,0.29150492,0.4632045,0.2125016,0.79070556,0.73742783,0.35857922,0.42781612,0.5970265,0.73921835,0.22476974,0.2485237,0.34112692,0.6729191
0.33851418,0.56866866,0.38448113,0.52523416,0.48213544,0.27033043,0.36689287,0.24518666,0.50091195,0.5863439,0.45012414,0.7465257,0.521474,0.5471603,0.17671402
0.4772389,0.6862983,0.6251857,0.49949133,0.5916641,0.28166795,0.4873652,0.37464356,0.87866384,0.3773097,0.3373731,0.5912023,0.54519635,0.4844917,0.6703694
0.46882313,0.3403902,0.7042284,0.30438468,0.7254551,0.26934248,0.59825283,0.64557934,0.35230452,0.67279243,0.23096389,0.4368954,0.54966676,0.61958355,0.29026705
0.557839,0.13525452,0.75751203,0.20219092,0.46654645,0.40418318,0.5476024,0.56660306,0.36573395,0.2737743,0.76132923,0.327533,0.22540605,0.43575203,0.62102807
0.33226725,0.35448703,0.674471,0.43516517,0.6879924,0.28939947,0.21234739,0.5109656,0.35766435,0.39904344,0.53944826,0.82467246,0.3432458,0.61596066,0.5203932
0.7374466,0.33715385,0.6672664,0.28635654,0.45439455,0.33843404,0.6540093,0.3581156,0.5372125,0.45713612,0.38029087,0.41874135,0.25674415,0.49132898,0.587469
0.4370146,0.5804225,0.68016726,0.40220875,0.61476177,0.1720472,0.3812262,0.25765592,0.6706215,0.29587466,0.6195415,0.6191184,0.45698923,0.55619484,0.54033583
0.34884945,0.6062433,0.5922429,0.5742065,0.68273276,0.29384455,0.34242886,0.60544527,0.46026564,0.3870901,0.52898514,0.36884922,0.5837061,0.65443975,0.17947061
0.6019741,0.578153,0.17520122,0.7980538,0.19151251,0.76290315,0.539181,0.15450433,0.54439634,0.66065764,0.28072828,0.5278108,0.51615965,0.5381555,0.5698733
0.54282373,0.65572137,0.4098385,0.7214592,0.36974865,0.43513998,0.3234547,0.62630975,0.66467404,0.4545981,0.771647,0.36544397,0.69311666,0.26688892,0.4360358
0.54839766,0.41858914,0.22295557,0.56103086,0.32507432,0.79355234,0.5831401,0.67375237,0.28014812,0.67664516,0.50954247,0.17988718,0.591536,0.4134042,0.6723143
0.4406718,0.3592047,0.48067555,0.3358478,0.6234547,0.70217127,0.5700635,0.77662164,0.26282358,0.5957559,0.2758834,0.66823226,0.53638756,0.5829183,0.51955384
0.5458962,0.40651697,0.31547287,0.35917124,0.332106,0.64747316,0.7477641,0.44227892,0.5344097,0.58324844,0.56061476,0.56036395,0.5644624,0.37414548,0.6979632
0.46539682,0.2984102,0.25389257,0.44388342,0.26278147,0.5413692,0.7244463,0.6806126,0.3142402,0.45751947,0.6797712,0.14788614,0.59778625,0.24064986,0.6709755
0.6371357,0.32245746,0.47255814,0.28936934,0.5379288,0.66701776,0.48509738,0.34776124,0.2414097,0.67583424,0.5483078,0.28137478,0.35668093,0.5721803,0.25624946
0.3525595,0.70269454,0.43061697,0.5896278,0.6486195,0.5714419,0.42360297,0.43316147,0.23956943,0.6698615,0.33981314,0.23364371,0.59503317,0.76089877,0.10643547
0.7166531,0.7892643,0.44232363,0.75757915,0.44253796,0.75549465,0.4176927,0.618276,0.6372276,0.5705934,0.4530096,0.6275265,0.5153413,0.22705683,0.88125604
0.5789698,0.43858743,0.47429186,0.46261254,0.5986974,0.6727664,0.7273648,0.7882751,0.19102414,0.64484274,0.2579564,0.28831798,0.67161417,0.5919229,0.27839452
0.3570758,0.663131,0.75788116,0.24559313,0.8026861,0.19957975,0.63946426,0.5249714,0.8236665,0.33313715,0.49512687,0.8587777,0.44785413,0.6862136,0.53226095
0.46420282,0.24116333,0.62165236,0.15325637,0.5577265,0.32138816,0.67212594,0.7663231,0.33588663,0.3591515,0.65342325,0.46943605,0.5014394,0.42843014,0.6302765
0.7342898,0.40236965,0.3983393,0.6080187,0.31774232,0.7640558,0.46459797,0.6275656,0.5414922,0.69157255,0.49286896,0.34777546,0.521435,0.4393684,0.5134794
0.72182244,0.39739406,0.33591837,0.58899593,0.35609126,0.6123143,0.6262244,0.45433402,0.7640846,0.73386353,0.3923649,0.6241849,0.49406117,0.2631751,0.81650877
0.5530788,0.49723864,0.33816758,0.52178764,0.37486985,0.5745631,0.64564323,0.7291911,0.37795275,0.71480685,0.5269888,0.16907267,0.6913804,0.26527599,0.6330619
0.42109153,0.5660775,0.61176264,0.34862444,0.86741316,0.41208023,0.4288743,0.48660904,0.61529833,0.31969735,0.453827,0.57028747,0.4932176,0.5239747,0.33897784
0.22490583,0.35917073,0.3751299,0.3214721,0.6708256,0.73893994,0.6718545,0.6219861,0.19011861,0.43063003,0.3739418,0.4976356,0.58759993,0.5131,0.45150542
0.25448477,0.52319527,0.36681938,0.47422874,0.6116132,0.46296614,0.4366126,0.55116487,0.8096014,0.24717578,0.6998538,0.70077705,0.43357798,0.38887453,0.6903918
0.44119594,0.68370795,0.55581635,0.53261,0.60520476,0.58212256,0.73778343,0.48325622,0.69616693,0.6665435,0.2884399,0.5179647,0.62886095,0.77220225,0.23229028
0.45559508,0.7520822,0.26204604,0.7617895,0.5247145,0.6652342,0.20887768,0.41924888,0.44325152,0.35895124,0.4769989,0.68602467,0.5040436,0.44956452,0.40438303
0.81679916,0.6934946,0.35855302,0.8539664,0.25931975,0.7651384,0.44157666,0.4156367,0.6596333,0.5319145,0.7955831,0.35467675,0.4383988,0.25213894,0.590237
0.5571992,0.5515421,0.4392881,0.44891855,0.7306807,0.35180816,0.22298777,0.6101091,0.36040148,0.5673824,0.4263676,0.8218887,0.561202,0.43204087,0.4664014
0.29620254,0.792087,0.60234964,0.49714804,0.8038546,0.4948634,0.53275955,0.41510248,0.48188516,0.42696163,0.3242846,0.7194181,0.53571767,0.7420886,0.30423525
0.42485893,0.38427517,0.7385623,0.5492589,0.57974774,0.19010893,0.1941265,0.44422355,0.38604066,0.39531192,0.6171013,0.47680864,0.49943027,0.43501285,0.3578765
0.41309762,0.5552522,0.65030247,0.4116321,0.59817564,0.42685995,0.5126962,0.34984797,0.7317289,0.46365932,0.5027544,0.73126256,0.33057162,0.8234374,0.2109679
0.6959265,0.5281519,0.39815333,0.5777277,0.33672887,0.6157122,0.47974724,0.6513668,0.5334667,0.63365895,0.7012463,0.17400725,0.5804534,0.38572907,0.3321794
0.4303357,0.35146308,0.40653878,0.49104166,0.41106525,0.5272633,0.50475997,0.124465734,0.537353,0.45553964,0.7844331,0.47267568,0.30032924,0.37784037,0.51383775
0.38364094,0.64401585,0.32378656,0.5117538,0.37404054,0.61268765,0.63041806,0.5081575,0.54673624,0.37008643,0.52475363,0.74106723,0.57193875,0.26515174,0.8337744
0.6008371,0.37782848,0.7653237,0.31165627,0.6009666,0.50416327,0.47194013,0.682376,0.6782804,0.33584687,0.72006464,0.40100673,0.3627345,0.6676826,0.3597948
0.8207469,0.30467236,0.6613556,0.39404365,0.31889337,0.34560427,0.6735935,0.5211453,0.59658265,0.42625263,0.7353359,0.2493261,0.41018412,0.5276492,0.62684596
0.45256555,0.49523568,0.39716926,0.7021698,0.47994116,0.24772778,0.34572202,0.30173036,0.395245,0.6267722,0.38965845,0.41223845,0.7343151,0.4192132,0.42674142
0.2959104,0.47275499,0.5835958,0.3420488,0.7457384,0.25900382,0.41673428,0.64665985,0.65161395,0.2479373,0.72039163,0.7765189,0.45628014,0.5658994,0.2627431
0.39317244,0.41309866,0.22422983,0.51663494,0.30912134,0.6840036,0.54032147,0.18272947,0.6214874,0.39821878,0.5812311,0.6105545,0.42272425,0.4199341,0.6128759
0.59793955,0.36132678,0.69245934,0.42003238,0.5914168,0.23421036,0.2631225,0.6063739,0.49280357,0.4915225,0.66644716,0.2371538,0.40340728,0.4943061,0.28149393
0.39858672,0.50845623,0.31237417,0.5986128,0.42488712,0.71732354,0.41348636,0.6443823,0.26785886,0.72442496,0.2770415,0.27290586,0.510595,0.37377837,0.5259092
0.75530845,0.33127367,0.5440941,0.6420838,0.37314853,0.41279018,0.17561778,0.5860794,0.45624503,0.56476533,0.6745995,0.4032103,0.46180606,0.5613186,0.380402
0.30289304,0.6314252,0.26232603,0.58416796,0.47881794,0.39815757,0.56106687,0.52432185,0.5979321,0.27824083,0.64075613,0.18579096,0.77404517,0.21247506,0.6927607
0.42036358,0.6464017,0.3188817,0.6833824,0.45605063,0.63909477,0.28154564,0.51516515,0.624571,0.39124492,0.6379437,0.52535546,0.53215086,0.28004932,0.82089055
0.51600707,0.2596508,0.8335761,0.27259594,0.6489999,0.27361426,0.47184408,0.34481224,0.41468737,0.48343936,0.49915963,0.7806618,0.34073102,0.8033791,0.23001324
0.3975141,0.5882626,0.5949069,0.45732987,0.50539595,0.56531686,0.4389569,0.5288066,0.30901676,0.35926765,0.68482316,0.7151565,0.4880757,0.49788943,0.34906363
0.5312381,0.35103574,0.7637008,0.4083502,0.7120804,0.22148785,0.4922693,0.3947631,0.4090359,0.43855998,0.3818273,0.5586823,0.47537333,0.73365724,0.2646191
0.4135783,0.36526045,0.5745442,0.31900677,0.52952623,0.30362922,0.5516747,0.3147511,0.47748366,0.36483368,0.7423627,0.4785509,0.42157754,0.4832894,0.35716498
0.37990174,0.7323083,0.42848015,0.7777726,0.42410457,0.40512776,0.51898646,0.27162522,0.8826956,0.3864302,0.41793397,0.57870877,0.53898734,0.47422332,0.47237948
0.6629996,0.28720894,0.5820509,0.3081962,0.42420766,0.56531626,0.7599971,0.78059614,0.51134837,0.7955709,0.4544886,0.25443402,0.56852484,0.57491076,0.5046824
0.48453847,0.52796495,0.71606934,0.26010415,0.6590476,0.31636745,0.7276904,0.45171204,0.5067388,0.4464269,0.3468121,0.74862355,0.44846597,0.5465162,0.7379135
0.4721493,0.47420213,0.63296205,0.2558331,0.74510145,0.41353017,0.41824713,0.6337296,0.21038553,0.5264581,0.3645613,0.57546306,0.4620673,0.56203175,0.47379974
0.2580887,0.38500422,0.433378,0.5505215,0.39117837,0.3171386,0.41075665,0.61727595,0.6313283,0.5022875,0.5448469,0.640884,0.6430552,0.40230474,0.4896333
0.38515273,0.4186876,0.56574804,0.47724518,0.45610386,0.5231854,0.5234031,0.40440968,0.680524,0.27015948,0.7737931,0.56056386,0.22039932,0.6153036,0.49418044
0.2001204,0.612674,0.40499327,0.41755652,0.82876366,0.5240445,0.540585,0.66624063,0.29959306,0.6295281,0.09553402,0.6985382,0.60918367,0.6496139,0.3715448
0.556449,0.39889616,0.48687148,0.5895968,0.5871109,0.63558966,0.22351117,0.71785164,0.15427676,0.69599605,0.30393407,0.4640721,0.6637088,0.3410851,0.56628114
0.8111625,0.2305915,0.804554,0.29545844,0.34780678,0.3233578,0.37880585,0.73556256,0.7575193,0.3916849,0.7887774,0.6153665,0.26076144,0.51242465,0.44957379
0.44720644,0.41508105,0.61049205,0.26091537,0.61227834,0.18961576,0.40339366,0.3022755,0.49833187,0.22692561,0.7750322,0.7522084,0.3895283,0.59017265,0.30391496
0.6296979,0.2556612,0.51214343,0.52619994,0.44310153,0.43280372,0.44363996,0.3393073,0.32992285,0.48222262,0.4022653,0.21027452,0.44434705,0.3662328,0.5316837
0.31026947,0.6656742,0.5956803,0.42967445,0.59879094,0.27297956,0.6632591,0.36392665,0.52931255,0.29008377,0.70011353,0.4553832,0.60677344,0.3820613,0.47790933
0.6254216,0.5156355,0.40263003,0.54795295,0.33020198,0.73746514,0.66089356,0.6765859,0.34339702,0.7665962,0.27742845,0.4082487,0.60065705,0.71239775,0.47459787
0.39789453,0.613162,0.47639698,0.49165857,0.60242134,0.4907513,0.42023182,0.6226478,0.35527045,0.5175513,0.5973159,0.31168476,0.63450944,0.266555,0.37716702
0.6535508,0.57268286,0.71259433,0.48282093,0.5524971,0.4796237,0.60524994,0.34401408,0.56136847,0.43657,0.3805444,0.69145226,0.4354946,0.59724456,0.68320256
0.8072433,0.34832132,0.60978055,0.5784307,0.17930153,0.5410142,0.77250385,0.52744824,0.67488354,0.67686015,0.65496355,0.29106292,0.4354612,0.36007747,0.7447417
