code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
CCC,2014J,591893,M,South East Region,Lower Than A Level,60-70%,0-35,0,140,N,Withdrawn
BBB,2014J,1482413,F,South West Region,A Level or Equivalent,20-30%,55<=,0,370,N,Pass
EEE,2014J,650400,F,Scotland,Lower Than A Level,50-60%,35-55,5,190,N,Fail
FFF,2013J,694705,M,South East Region,A Level or Equivalent,10-20,0-35,1,540,N,Withdrawn
BBB,2013B,627179,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,3,325,N,Withdrawn
DDD,2014B,550521,F,South Region,A Level or Equivalent,10-20,55<=,2,135,Y,Fail
FFF,2013J,556210,M,South East Region,A Level or Equivalent,20-30%,0-35,0,70,N,Distinction
DDD,2014J,632879,F,Scotland,Lower Than A Level,70-80%,0-35,0,180,N,Withdrawn
GGG,2014J,546439,M,London Region,A Level or Equivalent,10-20,0-35,1,60,N,Pass
GGG,2013J,2449878,M,South Region,Lower Than A Level,50-60%,0-35,3,120,N,Withdrawn
DDD,2014B,552255,F,Wales,A Level or Equivalent,20-30%,0-35,0,180,N,Fail
CCC,2013J,606998,M,North Western Region,A Level or Equivalent,20-30%,55<=,6,60,N,Pass
EEE,2014B,264924,F,East Midlands Region,Lower Than A Level,50-60%,0-35,0,65,N,Withdrawn
GGG,2014J,2497624,F,East Anglian Region,Lower Than A Level,40-50%,35-55,6,430,Y,Pass
AAA,2013J,674748,M,East Anglian Region,Lower Than A Level,30-40%,55<=,0,255,N,Fail
GGG,2013J,612449,F,Wales,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn
BBB,2014B,236857,M,Scotland,A Level or Equivalent,80-90%,0-35,0,180,Y,Withdrawn
BBB,2013J,684610,M,North Region,Post Graduate Qualification,50-60%,0-35,1,655,N,Pass
AAA,2014B,626139,M,South West Region,A Level or Equivalent,70-80%,35-55,1,145,N,Distinction
AAA,2013B,2365101,F,Ireland,HE Qualification,0-10%,0-35,2,255,N,Fail
EEE,2014J,572279,F,London Region,A Level or Equivalent,0-10%,0-35,0,90,N,Distinction
BBB,2014J,1401935,M,Scotland,No Formal quals,80-90%,0-35,5,170,N,Distinction
DDD,2013J,590680,M,Scotland,Lower Than A Level,20-30%,0-35,6,120,N,Pass
AAA,2013J,379330,F,South East Region,Lower Than A Level,30-40%,0-35,0,140,N,Pass
GGG,2014J,699651,M,South East Region,A Level or Equivalent,30-40%,35-55,0,150,N,Pass
BBB,2013B,1780737,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,1,90,Y,Distinction
DDD,2013B,447162,F,West Midlands Region,No Formal quals,90-100%,35-55,1,280,N,Fail
CCC,2014B,684498,M,Wales,A Level or Equivalent,90-100%,0-35,5,70,N,Withdrawn
FFF,2014J,589555,F,East Midlands Region,Post Graduate Qualification,90-100%,0-35,0,155,Y,Pass
BBB,2013J,693628,M,East Anglian Region,Lower Than A Level,20-30%,0-35,4,140,N,Pass
BBB,2014J,501945,M,South West Region,A Level or Equivalent,10-20,35-55,0,90,N,Pass
BBB,2013B,329689,M,Scotland,A Level or Equivalent,90-100%,35-55,6,390,N,Fail
BBB,2013J,2678993,M,East Midlands Region,No Formal quals,40-50%,0-35,0,135,Y,Pass
BBB,2013B,609383,F,London Region,Lower Than A Level,20-30%,55<=,0,150,N,Pass
DDD,2013J,596697,F,South West Region,A Level or Equivalent,10-20,0-35,2,255,N,Withdrawn
CCC,2013J,648522,M,North Region,HE Qualification,N/A,35-55,5,145,Y,Pass
BBB,2014B,586477,F,South Region,Post Graduate Qualification,80-90%,55<=,0,55,Y,Fail
CCC,2014J,393934,F,Scotland,A Level or Equivalent,60-70%,35-55,1,90,Y,Fail
CCC,2014B,689148,F,London Region,A Level or Equivalent,30-40%,0-35,5,90,N,Pass
GGG,2014J,260275,M,Scotland,No Formal quals,0-10%,55<=,3,110,Y,Distinction
BBB,2013J,564300,M,Wales,Lower Than A Level,0-10%,35-55,6,300,N,Pass
GGG,2013J,545704,M,South West Region,A Level or Equivalent,90-100%,35-55,1,240,N,Fail
CCC,2013J,633292,F,South East Region,A Level or Equivalent,90-100%,55<=,5,60,Y,Withdrawn
DDD,2013J,608815,F,East Anglian Region,A Level or Equivalent,70-80%,55<=,0,160,Y,Withdrawn
AAA,2014B,426616,F,East Anglian Region,Lower Than A Level,40-50%,55<=,2,220,N,Fail
DDD,2013J,432004,M,South East Region,Lower Than A Level,60-70%,55<=,0,400,N,Pass
DDD,2013J,608564,F,South East Region,A Level or Equivalent,0-10%,55<=,0,100,N,Distinction
BBB,2013J,437967,F,Wales,Post Graduate Qualification,50-60%,35-55,6,75,N,Pass
GGG,2013J,655613,F,West Midlands Region,A Level or Equivalent,10-20,0-35,5,205,N,Fail
GGG,2013J,548893,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,30,N,Pass
FFF,2013B,397292,M,North Region,Post Graduate Qualification,30-40%,55<=,0,430,Y,Withdrawn
BBB,2013B,476946,F,Scotland,A Level or Equivalent,90-100%,35-55,3,40,N,Distinction
DDD,2014J,614224,F,South Region,HE Qualification,0-10%,0-35,4,90,N,Withdrawn
GGG,2014J,26734,M,South West Region,No Formal quals,30-40%,35-55,2,90,N,Pass
AAA,2013J,398199,M,South West Region,HE Qualification,20-30%,55<=,2,345,Y,Pass
GGG,2013J,566872,M,South Region,HE Qualification,0-10%,0-35,0,330,N,Withdrawn
FFF,2013J,53025,F,South East Region,A Level or Equivalent,20-30%,0-35,0,30,N,Withdrawn
FFF,2014B,545083,F,North Western Region,Post Graduate Qualification,60-70%,0-35,6,280,N,Fail
CCC,2014J,625014,M,London Region,A Level or Equivalent,20-30%,35-55,0,540,N,Fail
DDD,2014J,644881,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,120,N,Fail
BBB,2014J,643970,F,South Region,A Level or Equivalent,20-30%,0-35,6,280,Y,Fail
FFF,2014J,312141,F,South Region,HE Qualification,40-50%,55<=,1,345,N,Pass
BBB,2013J,425747,M,South East Region,A Level or Equivalent,20-30%,55<=,0,160,N,Pass
FFF,2013B,2533650,F,Scotland,A Level or Equivalent,50-60%,0-35,0,280,N,Pass
FFF,2014J,624358,M,London Region,A Level or Equivalent,80-90%,0-35,0,60,Y,Pass
FFF,2014B,598809,F,South East Region,Lower Than A Level,10-20,35-55,6,110,Y,Fail
BBB,2014B,550813,F,Wales,A Level or Equivalent,0-10%,0-35,0,70,N,Pass
BBB,2014J,593136,F,East Anglian Region,Post Graduate Qualification,40-50%,0-35,5,280,N,Fail
CCC,2013J,988019,M,Scotland,A Level or Equivalent,20-30%,55<=,1,355,N,Pass
GGG,2014B,625283,F,North Western Region,A Level or Equivalent,20-30%,0-35,2,180,N,Pass
FFF,2014J,595769,M,East Anglian Region,Lower Than A Level,80-90%,55<=,1,145,N,Fail
CCC,2013J,2295254,F,North Western Region,Lower Than A Level,20-30%,55<=,0,90,N,Pass
AAA,2013J,608848,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,400,N,Withdrawn
FFF,2013B,678619,M,West Midlands Region,Post Graduate Qualification,30-40%,0-35,0,210,N,Pass
BBB,2014J,588128,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,4,540,N,Pass
DDD,2013J,556140,M,North Western Region,HE Qualification,90-100%,35-55,2,90,N,Withdrawn
FFF,2014J,620801,M,South West Region,A Level or Equivalent,80-90%,0-35,0,115,N,Withdrawn
DDD,2014J,483582,M,South West Region,A Level or Equivalent,30-40%,0-35,2,180,N,Withdrawn
CCC,2013B,695054,M,North Region,Lower Than A Level,20-30%,0-35,3,105,N,Fail
AAA,2014B,612763,F,South West Region,Post Graduate Qualification,60-70%,0-35,5,370,N,Withdrawn
DDD,2013B,289180,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,3,150,N,Withdrawn
CCC,2014B,1667087,M,Ireland,HE Qualification,60-70%,0-35,0,60,N,Pass
BBB,2014J,1453691,M,West Midlands Region,A Level or Equivalent,10-20,0-35,3,250,Y,Distinction
EEE,2014B,564944,M,South Region,No Formal quals,10-20,35-55,0,540,N,Fail
AAA,2014J,685565,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,5,90,N,Withdrawn
CCC,2014J,622722,M,North Western Region,A Level or Equivalent,60-70%,0-35,4,90,N,Fail
FFF,2014J,435043,M,Scotland,A Level or Equivalent,90-100%,55<=,0,345,N,Withdrawn
DDD,2013B,640098,F,Scotland,Lower Than A Level,0-10%,0-35,4,215,N,Distinction
DDD,2013J,1656486,M,South Region,Lower Than A Level,40-50%,0-35,4,280,Y,Distinction
FFF,2013B,611649,F,North Region,A Level or Equivalent,90-100%,0-35,0,315,N,Fail
AAA,2013J,689147,M,North Western Region,Lower Than A Level,10-20,0-35,0,235,N,Withdrawn
FFF,2013B,575763,F,Yorkshire Region,A Level or Equivalent,60-70%,35-55,2,50,N,Distinction
AAA,2014B,541123,M,South Region,A Level or Equivalent,40-50%,0-35,6,160,Y,Pass
GGG,2014B,577695,M,London Region,Lower Than A Level,90-100%,55<=,6,90,Y,Withdrawn
BBB,2013B,623968,M,Wales,A Level or Equivalent,10-20,55<=,0,145,N,Withdrawn
EEE,2013J,694246,M,West Midlands Region,Lower Than A Level,70-80%,55<=,0,205,Y,Pass
GGG,2013B,575355,F,South West Region,Lower Than A Level,30-40%,35-55,2,50,N,Distinction
GGG,2013J,33796,M,North Region,No Formal quals,20-30%,0-35,3,420,N,Withdrawn
BBB,2014J,585141,M,Wales,No Formal quals,30-40%,0-35,3,120,N,Distinction
BBB,2014B,646481,F,South East Region,HE Qualification,30-40%,55<=,1,50,N,Fail
FFF,2014B,519115,F,West Midlands Region,HE Qualification,60-70%,0-35,1,345,N,Distinction
CCC,2014J,607938,F,Scotland,Lower Than A Level,40-50%,0-35,0,280,N,Fail
GGG,2013J,674935,M,Wales,HE Qualification,20-30%,35-55,0,75,Y,Withdrawn
GGG,2014J,586281,M,East Anglian Region,Post Graduate Qualification,0-10%,0-35,6,120,Y,Pass
AAA,2013J,2430405,F,West Midlands Region,No Formal quals,20-30%,0-35,0,100,N,Fail
BBB,2014J,606562,F,Ireland,HE Qualification,N/A,35-55,5,160,N,Fail
EEE,2014J,1678617,M,Wales,Post Graduate Qualification,10-20,35-55,0,50,N,Fail
DDD,2014J,270256,F,West Midlands Region,HE Qualification,60-70%,55<=,4,240,N,Pass
CCC,2013J,589033,M,South Region,No Formal quals,70-80%,0-35,4,65,N,Fail
CCC,2013J,693456,F,North Western Region,Lower Than A Level,70-80%,0-35,4,400,N,Withdrawn
FFF,2013J,407371,F,Wales,Lower Than A Level,70-80%,55<=,5,115,N,Pass
FFF,2014J,478718,F,South East Region,Lower Than A Level,N/A,35-55,3,100,N,Withdrawn
BBB,2014B,2039810,M,East Anglian Region,Lower Than A Level,N/A,0-35,1,85,Y,Pass
FFF,2013J,519449,M,East Anglian Region,Lower Than A Level,40-50%,35-55,1,630,N,Distinction
DDD,2014J,350164,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,3,315,N,Withdrawn
GGG,2014J,232078,F,Scotland,A Level or Equivalent,30-40%,55<=,3,90,N,Pass
BBB,2013J,634671,F,North Region,A Level or Equivalent,70-80%,0-35,2,180,N,Distinction
DDD,2013B,583232,M,East Anglian Region,Post Graduate Qualification,N/A,0-35,0,330,N,Withdrawn
BBB,2013J,569381,F,South West Region,A Level or Equivalent,10-20,0-35,0,115,N,Distinction
DDD,2014J,279883,F,South Region,A Level or Equivalent,90-100%,0-35,0,370,N,Fail
GGG,2013J,425755,M,West Midlands Region,HE Qualification,20-30%,55<=,6,95,N,Fail
BBB,2014J,138710,F,Yorkshire Region,No Formal quals,20-30%,0-35,1,190,Y,Distinction
GGG,2013B,395588,F,North Region,A Level or Equivalent,50-60%,35-55,6,280,N,Fail
AAA,2014B,1639699,M,East Anglian Region,A Level or Equivalent,10-20,55<=,0,130,N,Distinction
GGG,2014B,593569,F,South Region,A Level or Equivalent,40-50%,0-35,0,220,Y,Withdrawn
GGG,2013B,604502,F,London Region,Lower Than A Level,60-70%,55<=,0,400,N,Pass
BBB,2014B,690895,F,London Region,A Level or Equivalent,50-60%,35-55,5,255,N,Withdrawn
FFF,2014B,596404,F,North Region,Post Graduate Qualification,30-40%,0-35,5,255,N,Withdrawn
CCC,2013B,2585330,M,North Western Region,Lower Than A Level,40-50%,0-35,1,120,N,Pass
FFF,2014B,195234,F,London Region,No Formal quals,90-100%,35-55,1,140,N,Distinction
EEE,2013B,372234,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,205,N,Distinction
BBB,2013B,590478,M,London Region,A Level or Equivalent,0-10%,35-55,4,110,N,Fail
DDD,2013B,603325,F,East Midlands Region,HE Qualification,70-80%,55<=,1,120,N,Fail
FFF,2013J,2609768,F,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,70,N,Fail
FFF,2013B,291960,M,West Midlands Region,A Level or Equivalent,50-60%,35-55,6,205,N,Withdrawn
FFF,2014J,591202,F,Scotland,A Level or Equivalent,60-70%,35-55,5,210,Y,Pass
BBB,2014B,2341830,M,Scotland,HE Qualification,70-80%,55<=,0,30,N,Pass
BBB,2013J,626763,M,North Region,A Level or Equivalent,20-30%,55<=,0,165,N,Pass
GGG,2013J,538051,F,South Region,Lower Than A Level,70-80%,55<=,3,135,N,Withdrawn
BBB,2014J,632544,F,Yorkshire Region,No Formal quals,10-20,0-35,0,180,N,Distinction
BBB,2013J,632895,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,150,N,Fail
CCC,2013J,227254,F,North Western Region,A Level or Equivalent,0-10%,55<=,0,355,Y,Fail
EEE,2014B,2376628,M,Ireland,A Level or Equivalent,60-70%,0-35,3,115,N,Withdrawn
BBB,2014J,595434,M,East Anglian Region,Lower Than A Level,0-10%,0-35,6,60,N,Pass
DDD,2014J,694576,F,Wales,Lower Than A Level,90-100%,0-35,0,150,N,Withdrawn
GGG,2014J,388538,M,Wales,Lower Than A Level,10-20,0-35,0,195,N,Withdrawn
DDD,2014J,519961,M,South Region,Lower Than A Level,40-50%,0-35,0,90,N,Pass
CCC,2013J,648898,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,6,280,N,Pass
CCC,2013J,322641,F,Scotland,A Level or Equivalent,40-50%,35-55,0,220,N,Distinction
CCC,2013B,570264,M,Ireland,A Level or Equivalent,80-90%,0-35,5,255,N,Pass
DDD,2013B,427921,F,Scotland,A Level or Equivalent,50-60%,0-35,0,400,Y,Pass
FFF,2014B,607607,F,London Region,Lower Than A Level,10-20,0-35,2,140,Y,Pass
BBB,2014J,543789,F,Scotland,Lower Than A Level,90-100%,0-35,0,160,N,Withdrawn
FFF,2013J,402961,M,Scotland,HE Qualification,80-90%,0-35,2,60,N,Fail
CCC,2013B,628316,F,Scotland,HE Qualification,10-20,0-35,1,75,N,Withdrawn
EEE,2014B,581138,M,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,585,N,Withdrawn
CCC,2013J,532868,M,South East Region,A Level or Equivalent,50-60%,35-55,1,120,Y,Fail
BBB,2014B,174512,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,180,N,Withdrawn
FFF,2014B,552698,F,East Midlands Region,Lower Than A Level,90-100%,35-55,0,100,N,Pass
FFF,2014B,1983921,M,Ireland,HE Qualification,80-90%,35-55,1,300,N,Pass
DDD,2013B,502872,F,Wales,HE Qualification,60-70%,55<=,6,355,Y,Distinction
AAA,2014J,558503,F,West Midlands Region,Lower Than A Level,40-50%,0-35,1,130,Y,Pass
BBB,2013J,640706,M,South West Region,A Level or Equivalent,0-10%,0-35,0,370,Y,Withdrawn
AAA,2014J,678194,M,East Anglian Region,HE Qualification,60-70%,0-35,0,200,Y,Fail
DDD,2014B,55104,M,Scotland,Lower Than A Level,30-40%,55<=,2,145,N,Pass
DDD,2013J,588925,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
DDD,2013B,609743,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,6,430,N,Withdrawn
DDD,2013J,603600,F,East Anglian Region,A Level or Equivalent,20-30%,0-35,3,175,N,Fail
DDD,2014B,434478,F,Scotland,A Level or Equivalent,30-40%,55<=,2,325,Y,Distinction
GGG,2013J,175638,F,East Anglian Region,Lower Than A Level,N/A,0-35,0,30,Y,Fail
FFF,2013B,532565,F,South West Region,Lower Than A Level,70-80%,0-35,1,50,N,Pass
BBB,2013B,45664,M,South West Region,Lower Than A Level,50-60%,35-55,5,420,N,Withdrawn
CCC,2013B,405193,M,East Midlands Region,A Level or Equivalent,80-90%,55<=,1,90,N,Pass
AAA,2013B,603300,F,South West Region,A Level or Equivalent,70-80%,0-35,2,70,Y,Withdrawn
GGG,2014B,2622627,M,South Region,HE Qualification,90-100%,0-35,6,390,Y,Pass
FFF,2013J,687448,F,Scotland,Lower Than A Level,70-80%,35-55,1,55,N,Pass
EEE,2013J,593272,F,Scotland,A Level or Equivalent,10-20,0-35,3,200,Y,Fail
FFF,2014B,489084,M,Scotland,HE Qualification,10-20,0-35,0,55,Y,Distinction
BBB,2014J,627021,M,West Midlands Region,A Level or Equivalent,50-60%,55<=,1,345,N,Distinction
DDD,2014J,620546,F,North Western Region,Post Graduate Qualification,30-40%,35-55,0,480,N,Pass
CCC,2013J,596731,F,South Region,A Level or Equivalent,0-10%,55<=,1,45,N,Withdrawn
GGG,2013J,675853,M,South Region,Lower Than A Level,50-60%,35-55,0,40,N,Distinction
AAA,2013B,119310,M,South Region,Lower Than A Level,50-60%,35-55,5,90,N,Fail
FFF,2013J,653372,M,North Western Region,Lower Than A Level,90-100%,0-35,0,180,N,Fail
BBB,2014J,567417,M,South West Region,A Level or Equivalent,10-20,0-35,0,330,Y,Fail
DDD,2013J,268018,F,East Midlands Region,A Level or Equivalent,0-10%,35-55,0,90,N,Withdrawn
DDD,2014J,683633,M,South East Region,No Formal quals,50-60%,0-35,2,300,N,Fail
BBB,2014J,622701,F,London Region,A Level or Equivalent,90-100%,0-35,2,370,N,Withdrawn
GGG,2013J,2357168,F,Wales,No Formal quals,30-40%,55<=,3,85,N,Pass
CCC,2013B,515349,M,East Midlands Region,HE Qualification,40-50%,55<=,4,175,N,Withdrawn
DDD,2013J,625229,F,East Anglian Region,A Level or Equivalent,40-50%,55<=,4,540,N,Withdrawn
GGG,2014B,609416,M,West Midlands Region,No Formal quals,60-70%,0-35,1,135,Y,Distinction
GGG,2013J,585816,M,Scotland,HE Qualification,40-50%,35-55,3,45,N,Pass
EEE,2013B,591132,M,East Anglian Region,Post Graduate Qualification,0-10%,0-35,0,90,N,Distinction
FFF,2014B,683375,M,North Western Region,Lower Than A Level,90-100%,0-35,1,60,N,Withdrawn
AAA,2014J,618734,M,West Midlands Region,HE Qualification,0-10%,0-35,6,315,N,Pass
DDD,2013J,1587817,M,Wales,A Level or Equivalent,N/A,35-55,0,120,Y,Pass
FFF,2014J,616851,M,Scotland,A Level or Equivalent,40-50%,0-35,0,240,N,Fail
EEE,2014B,687122,M,Scotland,HE Qualification,80-90%,55<=,6,200,N,Distinction
DDD,2014J,113487,F,London Region,A Level or Equivalent,20-30%,35-55,0,270,N,Withdrawn
CCC,2013B,651191,F,South East Region,A Level or Equivalent,0-10%,0-35,5,145,N,Withdrawn
EEE,2014J,2216178,M,London Region,Lower Than A Level,90-100%,35-55,0,145,N,Distinction
FFF,2014B,603600,M,North Region,Lower Than A Level,0-10%,0-35,3,400,N,Distinction
BBB,2014B,632402,F,London Region,A Level or Equivalent,30-40%,0-35,0,655,N,Withdrawn
GGG,2014B,651730,M,London Region,Lower Than A Level,50-60%,55<=,6,155,N,Fail
FFF,2014J,592776,M,Ireland,A Level or Equivalent,40-50%,55<=,0,140,N,Withdrawn
CCC,2013J,611017,M,West Midlands Region,No Formal quals,90-100%,0-35,0,280,Y,Withdrawn
BBB,2013J,575703,F,North Region,A Level or Equivalent,30-40%,55<=,1,75,N,Withdrawn
FFF,2014J,228272,M,Scotland,HE Qualification,30-40%,55<=,6,630,Y,Pass
FFF,2013J,574101,M,East Anglian Region,HE Qualification,30-40%,0-35,0,170,N,Pass
DDD,2014J,683091,M,South West Region,HE Qualification,30-40%,55<=,5,655,Y,Distinction
FFF,2013J,596404,M,South East Region,A Level or Equivalent,10-20,0-35,0,70,N,Pass
GGG,2014B,546749,F,North Western Region,A Level or Equivalent,60-70%,0-35,4,50,N,Fail
CCC,2014J,694456,F,South West Region,A Level or Equivalent,50-60%,0-35,0,80,N,Fail
FFF,2014J,589053,M,London Region,Lower Than A Level,N/A,0-35,3,345,Y,Fail
GGG,2014B,521590,M,West Midlands Region,HE Qualification,0-10%,55<=,5,90,Y,Distinction
FFF,2013B,290550,M,South West Region,Lower Than A Level,20-30%,0-35,5,205,N,Withdrawn
CCC,2014J,321450,M,London Region,A Level or Equivalent,90-100%,55<=,0,30,N,Pass
CCC,2014J,579064,F,North Region,A Level or Equivalent,40-50%,0-35,1,280,N,Withdrawn
GGG,2013B,516343,M,London Region,Post Graduate Qualification,10-20,0-35,5,150,N,Pass
FFF,2014J,586251,M,South Region,Lower Than A Level,30-40%,0-35,2,420,N,Pass
FFF,2013J,541573,F,East Midlands Region,A Level or Equivalent,50-60%,35-55,5,200,Y,Withdrawn
AAA,2014B,314801,F,Scotland,A Level or Equivalent,40-50%,55<=,5,160,N,Withdrawn
GGG,2013J,1691815,M,Scotland,Lower Than A Level,40-50%,0-35,0,205,Y,Fail
BBB,2014J,631681,F,North Western Region,A Level or Equivalent,60-70%,55<=,0,345,N,Withdrawn
GGG,2014B,555791,F,Scotland,A Level or Equivalent,20-30%,35-55,2,280,N,Fail
FFF,2013J,600767,F,East Anglian Region,No Formal quals,50-60%,55<=,2,205,N,Fail
BBB,2014B,2529306,M,Scotland,A Level or Equivalent,20-30%,0-35,5,255,N,Pass
FFF,2013J,347484,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,240,N,Pass
BBB,2014B,630028,M,London Region,Lower Than A Level,90-100%,0-35,3,165,N,Pass
BBB,2013B,656065,M,North Western Region,A Level or Equivalent,10-20,0-35,2,355,N,Withdrawn
BBB,2013J,614405,F,South Region,Lower Than A Level,0-10%,35-55,1,215,N,Pass
FFF,2014B,574857,M,Ireland,Lower Than A Level,0-10%,35-55,3,190,N,Withdrawn
BBB,2014B,592190,F,Wales,A Level or Equivalent,80-90%,55<=,0,105,N,Fail
DDD,2014J,637123,M,Scotland,A Level or Equivalent,20-30%,35-55,1,150,N,Withdrawn
DDD,2014J,485399,F,South Region,No Formal quals,90-100%,55<=,2,100,N,Withdrawn
FFF,2014B,2558071,F,North Western Region,A Level or Equivalent,90-100%,0-35,1,325,N,Withdrawn
EEE,2013J,613718,F,Yorkshire Region,HE Qualification,90-100%,0-35,6,630,N,Withdrawn
FFF,2013B,591733,F,Scotland,Post Graduate Qualification,20-30%,35-55,0,240,N,Fail
GGG,2014B,651930,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,6,100,Y,Withdrawn
DDD,2013B,676322,M,South West Region,Post Graduate Qualification,50-60%,35-55,0,630,N,Pass
GGG,2013J,691280,M,London Region,A Level or Equivalent,10-20,35-55,6,105,N,Distinction
CCC,2014B,624222,M,Wales,A Level or Equivalent,50-60%,55<=,1,655,Y,Distinction
CCC,2013J,678005,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,255,N,Withdrawn
BBB,2013J,88439,F,East Midlands Region,No Formal quals,20-30%,0-35,1,65,N,Pass
GGG,2013J,194377,M,South Region,A Level or Equivalent,0-10%,0-35,0,175,Y,Pass
BBB,2014J,2297896,M,East Anglian Region,Lower Than A Level,60-70%,0-35,5,585,N,Withdrawn
FFF,2013J,677190,F,North Region,Lower Than A Level,10-20,0-35,3,205,N,Fail
BBB,2014B,497925,F,London Region,No Formal quals,30-40%,0-35,3,390,N,Fail
FFF,2014J,651030,F,East Anglian Region,Post Graduate Qualification,20-30%,0-35,0,235,Y,Withdrawn
AAA,2014J,627399,M,West Midlands Region,HE Qualification,40-50%,35-55,4,180,Y,Fail
EEE,2014J,515859,F,South Region,Post Graduate Qualification,70-80%,0-35,6,255,Y,Withdrawn
BBB,2014J,591852,M,Scotland,A Level or Equivalent,10-20,0-35,0,95,N,Pass
FFF,2014J,690471,M,Scotland,Lower Than A Level,40-50%,55<=,0,280,Y,Pass
DDD,2014J,32221,M,North Region,A Level or Equivalent,10-20,0-35,0,50,N,Pass
GGG,2013J,2716795,F,Scotland,Lower Than A Level,40-50%,0-35,2,180,N,Withdrawn
GGG,2013B,2683696,F,London Region,A Level or Equivalent,60-70%,0-35,6,50,N,Withdrawn
BBB,2014B,595735,M,Scotland,A Level or Equivalent,90-100%,55<=,0,95,N,Fail
FFF,2013J,677601,F,South East Region,A Level or Equivalent,30-40%,0-35,0,255,Y,Pass
CCC,2014B,1896915,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,145,N,Pass
FFF,2013B,2210318,M,West Midlands Region,Post Graduate Qualification,30-40%,0-35,5,65,Y,Distinction
GGG,2014J,642817,F,West Midlands Region,No Formal quals,90-100%,0-35,0,270,N,Pass
FFF,2014B,623797,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,180,N,Distinction
DDD,2013J,108589,F,North Region,A Level or Equivalent,20-30%,0-35,0,75,N,Withdrawn
FFF,2014B,605908,F,Scotland,A Level or Equivalent,20-30%,55<=,0,60,N,Pass
BBB,2014J,623321,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,170,N,Withdrawn
GGG,2014J,2689210,M,Wales,Post Graduate Qualification,60-70%,55<=,0,210,N,Withdrawn
FFF,2014B,515426,F,South Region,A Level or Equivalent,80-90%,0-35,2,210,N,Withdrawn
DDD,2014J,519552,F,South West Region,HE Qualification,80-90%,0-35,6,85,Y,Pass
GGG,2013B,650192,M,Wales,Lower Than A Level,50-60%,35-55,3,355,N,Pass
FFF,2014B,379107,M,Ireland,A Level or Equivalent,90-100%,55<=,5,175,N,Fail
CCC,2014B,603012,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,220,N,Pass
DDD,2014J,575709,M,North Region,A Level or Equivalent,0-10%,0-35,3,90,N,Fail
DDD,2014J,548473,M,Wales,A Level or Equivalent,20-30%,0-35,6,110,N,Distinction
CCC,2013J,534163,M,South West Region,A Level or Equivalent,90-100%,35-55,0,630,Y,Pass
FFF,2013J,679582,F,Scotland,A Level or Equivalent,0-10%,0-35,0,220,N,Withdrawn
FFF,2014J,118668,F,South Region,Lower Than A Level,30-40%,55<=,1,180,N,Distinction
AAA,2014J,596593,M,South Region,Lower Than A Level,50-60%,0-35,5,200,N,Distinction
CCC,2014J,515035,M,East Anglian Region,A Level or Equivalent,30-40%,55<=,0,255,N,Withdrawn
CCC,2014J,654913,F,East Anglian Region,HE Qualification,90-100%,0-35,5,130,N,Distinction
DDD,2014B,363374,F,West Midlands Region,Lower Than A Level,0-10%,35-55,6,100,Y,Pass
DDD,2013J,584943,M,North Western Region,No Formal quals,0-10%,35-55,5,215,N,Withdrawn
CCC,2014B,48635,F,South Region,HE Qualification,0-10%,35-55,6,190,N,Pass
GGG,2013J,556042,F,North Western Region,No Formal quals,70-80%,55<=,4,55,Y,Pass
DDD,2014J,575875,F,West Midlands Region,Lower Than A Level,10-20,0-35,5,170,Y,Pass
CCC,2014J,378969,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,6,280,N,Withdrawn
GGG,2014B,379107,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,155,N,Withdrawn
FFF,2014B,641200,M,North Western Region,No Formal quals,10-20,35-55,2,90,N,Distinction
GGG,2013J,623948,M,Wales,Post Graduate Qualification,60-70%,0-35,2,165,N,Fail
