gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group D,some college,standard,completed,87,51,28
male,group E,bachelor's degree,standard,none,75,61,10
female,group D,high school,standard,none,72,46,81
female,group E,some college,free/reduced,completed,54,80,53
female,group E,master's degree,standard,completed,68,79,57
female,group E,high school,free/reduced,completed,54,86,51
female,group C,some college,standard,none,8,65,44
female,group B,associate's degree,free/reduced,completed,38,91,64
female,group E,bachelor's degree,standard,none,58,60,57
female,group E,master's degree,standard,completed,44,53,40
male,group D,associate's degree,standard,none,42,90,77
male,group C,master's degree,standard,none,77,50,74
female,group E,master's degree,standard,completed,30,38,32
male,group A,master's degree,standard,completed,45,60,54
male,group C,high school,standard,completed,75,57,41
female,group A,associate's degree,standard,completed,18,89,95
male,group E,master's degree,free/reduced,completed,39,69,53
male,group D,master's degree,standard,completed,63,83,37
male,group B,associate's degree,standard,completed,45,65,40
female,group A,master's degree,standard,none,51,28,97
female,group E,master's degree,standard,completed,63,34,28
female,group D,associate's degree,standard,completed,36,67,94
female,group D,bachelor's degree,standard,none,0,71,81
female,group D,associate's degree,standard,none,81,60,80
male,group D,high school,free/reduced,none,45,49,15
female,group D,bachelor's degree,free/reduced,none,50,92,71
female,group D,some college,free/reduced,none,94,71,88
male,group A,high school,standard,none,85,82,41
female,group C,associate's degree,standard,none,70,77,50
male,group B,bachelor's degree,free/reduced,completed,69,94,23
male,group B,high school,standard,none,28,66,75
male,group C,associate's degree,standard,completed,71,49,62
male,group D,high school,standard,none,19,28,74
female,group B,master's degree,free/reduced,completed,77,59,85
female,group D,associate's degree,standard,completed,54,59,85
female,group E,master's degree,standard,completed,67,73,39
female,group E,some college,standard,none,53,59,50
male,group A,associate's degree,free/reduced,completed,83,68,36
male,group E,master's degree,free/reduced,completed,8,83,90
female,group E,bachelor's degree,free/reduced,completed,37,63,49
male,group C,some high school,free/reduced,completed,86,97,67
female,group C,some high school,free/reduced,none,76,96,27
male,group E,bachelor's degree,standard,completed,41,45,15
male,group E,bachelor's degree,standard,none,74,44,43
male,group E,some college,standard,completed,35,51,56
female,group A,some college,standard,none,90,99,54
male,group C,some high school,standard,completed,54,17,64
female,group E,some high school,standard,none,51,44,91
male,group D,some college,free/reduced,completed,35,69,56
male,group C,some high school,standard,none,19,84,30
female,group A,associate's degree,standard,completed,89,53,44
female,group B,some high school,standard,completed,100,42,63
female,group E,master's degree,free/reduced,none,80,65,49
male,group A,some college,standard,completed,64,83,84
female,group B,some college,standard,none,69,52,69
male,group A,high school,free/reduced,completed,56,61,86
female,group D,high school,standard,completed,78,99,44
female,group B,high school,free/reduced,none,74,64,33
female,group E,bachelor's degree,standard,completed,74,96,28
female,group B,associate's degree,standard,none,39,63,63
female,group B,bachelor's degree,free/reduced,none,32,43,79
female,group D,bachelor's degree,standard,none,95,49,37
male,group A,some college,standard,none,30,50,45
female,group C,some college,free/reduced,completed,47,90,51
female,group B,some college,standard,completed,80,91,15
male,group D,bachelor's degree,standard,completed,47,32,61
female,group E,high school,free/reduced,completed,76,70,54
female,group B,master's degree,standard,completed,36,59,36
male,group E,some college,standard,none,39,77,83
male,group D,bachelor's degree,free/reduced,none,95,78,38
female,group B,master's degree,standard,completed,49,76,45
female,group E,high school,standard,none,61,83,63
female,group D,some high school,free/reduced,completed,78,55,94
male,group B,associate's degree,standard,none,86,59,83
male,group A,master's degree,standard,completed,35,58,55
female,group C,bachelor's degree,standard,completed,52,54,30
female,group B,some college,standard,completed,94,43,75
male,group A,bachelor's degree,free/reduced,completed,77,37,48
female,group E,master's degree,standard,completed,88,26,49
female,group D,high school,standard,completed,32,89,15
male,group A,bachelor's degree,standard,none,62,28,88
male,group E,bachelor's degree,standard,none,88,77,59
female,group B,bachelor's degree,free/reduced,none,59,47,27
male,group B,some college,standard,none,66,78,51
male,group E,master's degree,free/reduced,completed,78,61,88
male,group B,master's degree,standard,completed,74,99,83
female,group E,bachelor's degree,standard,completed,30,77,55
female,group E,master's degree,standard,completed,94,49,82
female,group C,some high school,free/reduced,completed,43,87,54
male,group B,bachelor's degree,standard,none,97,93,57
male,group B,some college,standard,none,36,76,32
male,group C,master's degree,standard,completed,38,56,37
male,group E,associate's degree,free/reduced,none,0,82,67
female,group C,master's degree,standard,completed,0,67,87
male,group C,some college,standard,none,37,72,91
male,group E,some college,standard,completed,46,82,86
female,group E,high school,standard,none,49,83,98
female,group B,some college,free/reduced,completed,36,39,69
male,group A,some high school,standard,completed,79,55,22
female,group B,bachelor's degree,free/reduced,completed,32,47,48
male,group E,bachelor's degree,standard,none,50,95,73
male,group A,master's degree,standard,none,29,28,42
female,group E,bachelor's degree,free/reduced,none,37,51,70
male,group B,some college,standard,completed,32,94,58
female,group A,associate's degree,standard,none,8,76,92
male,group D,high school,standard,none,35,92,99
male,group B,some high school,free/reduced,none,33,65,44
female,group C,bachelor's degree,free/reduced,completed,50,51,36
male,group A,high school,free/reduced,none,54,84,41
female,group A,some high school,standard,completed,37,56,36
female,group C,some high school,standard,completed,55,49,68
female,group E,some college,standard,completed,67,87,79
female,group D,bachelor's degree,standard,none,18,28,93
female,group D,some high school,standard,completed,18,69,22
male,group E,some college,free/reduced,none,60,96,35
female,group C,some college,standard,none,72,66,67
female,group E,master's degree,free/reduced,none,33,50,23
male,group E,master's degree,standard,completed,80,46,48
male,group E,some high school,standard,none,40,46,59
female,group B,high school,free/reduced,none,47,86,32
female,group B,some high school,free/reduced,completed,51,23,10
female,group C,master's degree,standard,none,82,32,72
male,group E,high school,standard,none,63,40,33
male,group B,associate's degree,standard,completed,84,76,45
female,group A,some college,standard,none,74,45,23
female,group B,associate's degree,free/reduced,none,64,31,39
male,group C,some high school,standard,none,75,96,96
male,group D,high school,standard,completed,37,81,32
male,group E,associate's degree,standard,none,44,28,78
male,group E,master's degree,standard,completed,19,43,80
male,group D,some college,standard,completed,45,31,73
female,group A,high school,standard,completed,72,55,54
female,group B,high school,standard,none,85,81,99
female,group C,master's degree,standard,none,66,80,33
male,group D,high school,standard,completed,74,67,22
female,group D,associate's degree,standard,completed,96,43,53
female,group A,master's degree,standard,completed,74,49,28
male,group E,some college,standard,none,97,92,70
female,group D,some college,standard,none,83,46,34
female,group D,associate's degree,standard,none,70,31,32
male,group E,bachelor's degree,standard,completed,49,81,65
female,group B,some college,standard,completed,51,97,51
male,group E,some high school,free/reduced,completed,69,55,15
female,group C,some high school,standard,completed,100,78,37
male,group E,associate's degree,standard,completed,28,88,80
male,group E,some college,standard,none,19,26,48
female,group B,associate's degree,standard,completed,76,87,97
female,group E,bachelor's degree,free/reduced,completed,86,94,86
male,group B,master's degree,free/reduced,none,61,23,84
female,group D,some college,standard,none,50,78,76
female,group C,associate's degree,standard,completed,23,82,57
male,group D,master's degree,standard,none,48,83,61
male,group E,some college,standard,completed,60,55,96
female,group A,high school,standard,completed,32,68,42
female,group D,some college,standard,none,42,23,93
male,group B,bachelor's degree,free/reduced,completed,77,17,53
female,group E,some high school,standard,none,33,100,41
female,group C,bachelor's degree,free/reduced,none,35,73,71
female,group E,associate's degree,free/reduced,none,52,49,76
female,group D,associate's degree,standard,none,45,88,45
female,group A,some college,free/reduced,completed,49,86,34
female,group D,master's degree,standard,none,29,88,49
male,group D,bachelor's degree,standard,none,38,28,98
male,group B,some college,free/reduced,none,92,48,48
male,group A,high school,free/reduced,completed,50,95,19
female,group D,master's degree,standard,none,28,66,52
male,group D,high school,standard,none,32,63,42
female,group D,some high school,standard,completed,90,44,66
female,group E,some high school,free/reduced,completed,8,48,79
male,group C,high school,standard,none,35,70,99
female,group E,associate's degree,standard,none,61,84,65
female,group B,master's degree,standard,completed,48,83,30
female,group B,some college,standard,none,42,73,65
male,group E,high school,free/reduced,none,18,48,78
female,group B,some high school,standard,completed,39,32,98
female,group A,bachelor's degree,free/reduced,completed,69,57,48
male,group B,master's degree,free/reduced,none,82,28,61
male,group B,master's degree,standard,completed,88,100,58
female,group E,master's degree,free/reduced,completed,68,23,44
female,group C,some high school,standard,none,19,17,67
female,group E,master's degree,standard,none,77,88,93
male,group E,master's degree,free/reduced,none,60,28,80
male,group E,master's degree,free/reduced,completed,92,24,39
male,group C,associate's degree,free/reduced,completed,28,17,70
female,group C,bachelor's degree,standard,completed,93,90,37
male,group C,master's degree,standard,completed,66,34,44
male,group E,bachelor's degree,standard,none,75,72,59
female,group E,some high school,standard,none,36,51,23
female,group E,master's degree,free/reduced,none,22,47,100
male,group C,master's degree,standard,completed,51,85,62
female,group B,high school,standard,completed,82,59,41
female,group D,high school,free/reduced,none,43,42,47
female,group E,high school,free/reduced,completed,40,83,83
female,group E,master's degree,standard,completed,71,68,77
female,group E,master's degree,standard,none,89,50,92
female,group E,high school,standard,none,59,46,52
female,group D,master's degree,free/reduced,none,67,26,41
female,group A,associate's degree,free/reduced,completed,67,74,98
female,group D,associate's degree,free/reduced,completed,49,45,43
female,group D,some college,free/reduced,none,86,44,37
female,group C,bachelor's degree,free/reduced,completed,85,23,47
female,group C,master's degree,standard,none,44,79,38
male,group C,master's degree,standard,none,22,48,100
female,group B,high school,free/reduced,none,86,50,43
female,group B,master's degree,standard,none,39,66,55
male,group A,master's degree,standard,none,22,53,36
female,group A,some high school,free/reduced,none,86,71,48
male,group D,some college,standard,none,64,62,81
male,group E,master's degree,standard,none,47,89,52
male,group B,master's degree,standard,none,89,45,39
male,group E,some high school,free/reduced,completed,68,61,61
male,group C,master's degree,standard,none,36,48,79
female,group A,some high school,free/reduced,none,27,29,88
female,group B,high school,standard,completed,97,85,85
female,group D,some high school,free/reduced,none,39,60,10
female,group E,some college,free/reduced,none,85,85,92
female,group B,master's degree,standard,completed,88,54,83
female,group A,some college,free/reduced,completed,100,43,22
male,group D,associate's degree,standard,completed,74,99,44
male,group E,master's degree,free/reduced,none,97,39,53
male,group E,master's degree,free/reduced,none,28,80,64
female,group E,master's degree,free/reduced,none,74,79,10
female,group C,some high school,free/reduced,none,63,67,67
male,group D,master's degree,free/reduced,none,23,31,93
female,group E,master's degree,free/reduced,none,57,29,37
male,group E,some college,standard,completed,49,63,89
female,group D,associate's degree,free/reduced,completed,76,38,47
female,group A,bachelor's degree,standard,none,69,92,89
female,group D,associate's degree,free/reduced,completed,36,91,56
female,group E,high school,free/reduced,completed,44,64,36
male,group C,high school,standard,none,30,42,52
male,group B,bachelor's degree,free/reduced,completed,75,73,35
male,group E,some high school,free/reduced,completed,55,59,47
male,group A,some college,free/reduced,none,93,34,77
female,group E,bachelor's degree,standard,none,61,23,65
male,group A,associate's degree,free/reduced,none,96,57,36
female,group E,bachelor's degree,free/reduced,none,32,54,38
female,group C,master's degree,standard,none,65,77,85
male,group E,bachelor's degree,free/reduced,completed,74,32,73
female,group C,some high school,standard,completed,64,42,89
female,group E,associate's degree,standard,none,48,66,96
male,group E,master's degree,standard,none,84,85,36
female,group E,associate's degree,standard,completed,81,51,95
female,group A,master's degree,standard,none,35,75,85
male,group D,high school,standard,none,95,65,41
female,group A,master's degree,free/reduced,none,78,40,56
male,group E,some college,free/reduced,none,80,31,69
female,group E,high school,standard,none,26,51,79
female,group B,master's degree,standard,none,63,26,40
female,group A,high school,standard,none,28,75,42
female,group B,associate's degree,free/reduced,none,62,59,46
male,group D,bachelor's degree,standard,none,46,40,98
female,group E,master's degree,standard,completed,39,84,96
female,group B,master's degree,standard,completed,91,85,50
male,group E,bachelor's degree,free/reduced,completed,57,38,37
female,group D,some high school,standard,completed,73,64,59
male,group E,bachelor's degree,standard,completed,96,64,30
male,group B,master's degree,standard,none,22,55,89
male,group C,master's degree,standard,none,23,76,46
female,group D,bachelor's degree,free/reduced,none,61,58,45
female,group C,some college,standard,none,60,56,61
female,group D,some high school,standard,none,66,31,53
male,group A,bachelor's degree,free/reduced,completed,94,64,34
female,group E,high school,standard,completed,54,24,84
female,group E,some high school,free/reduced,none,36,44,70
female,group E,associate's degree,standard,completed,37,56,36
male,group E,master's degree,free/reduced,completed,46,70,94
male,group C,some high school,free/reduced,completed,85,51,81
female,group B,bachelor's degree,standard,none,87,79,76
female,group C,associate's degree,standard,completed,90,23,77
female,group A,master's degree,free/reduced,none,84,83,91
male,group A,associate's degree,standard,completed,95,48,88
male,group E,associate's degree,standard,completed,72,70,36
male,group D,bachelor's degree,free/reduced,none,94,24,91
female,group B,some high school,standard,completed,57,67,84
male,group E,some high school,standard,none,36,78,93
male,group B,associate's degree,standard,none,50,34,91
female,group D,some college,standard,none,97,31,33
female,group E,some high school,standard,none,62,72,96
female,group B,some college,standard,completed,47,47,91
female,group B,some college,standard,none,65,87,48
female,group E,bachelor's degree,standard,none,22,65,82
female,group D,some college,standard,completed,86,82,44
female,group C,bachelor's degree,free/reduced,completed,52,76,53
male,group C,master's degree,standard,completed,42,61,42
male,group E,high school,free/reduced,none,91,86,38
male,group C,bachelor's degree,free/reduced,none,93,85,72
female,group E,some college,standard,completed,83,58,28
male,group D,high school,free/reduced,completed,38,99,77
female,group A,bachelor's degree,standard,completed,57,100,36
female,group E,associate's degree,standard,none,58,92,52
female,group C,some college,standard,completed,35,48,15
female,group E,bachelor's degree,standard,none,91,17,56
male,group A,master's degree,standard,none,90,45,61
male,group E,master's degree,free/reduced,completed,42,72,77
male,group A,master's degree,standard,none,87,43,73
male,group D,master's degree,free/reduced,none,98,29,89
male,group D,some college,standard,completed,8,60,56
female,group D,bachelor's degree,free/reduced,none,48,50,67
female,group A,some high school,free/reduced,completed,57,54,98
female,group B,bachelor's degree,standard,completed,33,23,23
male,group A,associate's degree,standard,completed,46,34,84
female,group E,associate's degree,standard,none,54,56,50
female,group A,some high school,standard,none,80,83,55
male,group A,some college,free/reduced,completed,19,54,73
male,group D,master's degree,standard,none,62,99,38
female,group A,associate's degree,standard,none,75,29,44
male,group E,high school,standard,none,72,92,82
female,group C,high school,standard,none,18,95,81
female,group B,some high school,standard,completed,58,37,63
female,group D,high school,free/reduced,none,74,57,99
female,group C,associate's degree,standard,none,53,77,44
female,group B,bachelor's degree,free/reduced,none,72,90,47
male,group D,some college,standard,none,18,51,19
male,group E,some high school,standard,completed,48,39,30
female,group D,master's degree,free/reduced,none,51,26,95
female,group E,associate's degree,standard,none,63,78,86
male,group E,master's degree,standard,completed,72,17,97
female,group D,some college,standard,none,85,68,35
female,group B,associate's degree,free/reduced,none,54,66,76
female,group D,some high school,standard,none,92,48,79
male,group E,associate's degree,free/reduced,completed,39,34,59
male,group D,master's degree,standard,completed,19,74,44
female,group C,some college,standard,none,99,44,34
male,group E,some college,standard,completed,66,80,97
male,group E,some high school,standard,completed,72,83,82
male,group E,bachelor's degree,standard,none,85,83,55
female,group D,bachelor's degree,standard,none,73,84,99
male,group E,some college,free/reduced,completed,49,72,93
male,group B,associate's degree,standard,none,98,40,84
male,group D,high school,standard,completed,65,93,88
male,group B,master's degree,standard,none,44,24,79
female,group C,high school,standard,completed,34,43,19
female,group B,high school,standard,none,60,23,41
male,group D,high school,standard,none,27,45,77
female,group B,associate's degree,standard,none,77,70,67
male,group B,master's degree,free/reduced,none,71,75,65
male,group E,bachelor's degree,standard,completed,85,95,50
female,group D,some high school,standard,none,0,93,62
female,group E,some high school,standard,completed,19,97,79
female,group B,master's degree,free/reduced,none,52,70,55
female,group D,bachelor's degree,standard,none,33,37,97
female,group B,bachelor's degree,free/reduced,completed,53,80,50
female,group E,some college,standard,completed,71,77,90
male,group B,associate's degree,standard,none,50,34,88
female,group D,high school,free/reduced,completed,61,54,84
male,group A,high school,standard,none,53,97,81
male,group C,bachelor's degree,standard,none,67,71,84
male,group A,some high school,standard,completed,46,97,78
male,group B,associate's degree,free/reduced,none,63,26,33
female,group E,bachelor's degree,free/reduced,none,72,45,67
male,group E,associate's degree,standard,completed,40,85,70
female,group C,bachelor's degree,standard,none,23,45,77
male,group A,some college,free/reduced,none,52,63,67
female,group C,associate's degree,free/reduced,none,27,49,81
male,group B,associate's degree,standard,completed,0,32,97
female,group A,master's degree,standard,none,35,47,33
female,group C,bachelor's degree,standard,none,78,87,34
male,group C,master's degree,free/reduced,none,85,97,94
male,group E,some high school,standard,completed,66,80,41
male,group B,some college,standard,none,39,90,90
male,group C,associate's degree,free/reduced,none,71,81,89
female,group D,associate's degree,free/reduced,none,74,38,96
male,group D,bachelor's degree,standard,completed,47,55,37
male,group A,some college,free/reduced,none,90,29,88
male,group C,associate's degree,standard,completed,45,81,61
female,group D,associate's degree,standard,none,62,49,32
female,group A,associate's degree,standard,none,18,51,78
female,group C,some high school,free/reduced,none,45,23,85
female,group B,some high school,free/reduced,completed,18,58,82
female,group B,associate's degree,standard,completed,96,55,81
female,group C,master's degree,free/reduced,none,35,65,99
male,group D,master's degree,standard,completed,78,43,46
female,group E,associate's degree,free/reduced,completed,83,38,80
female,group B,high school,standard,none,48,87,45
female,group E,master's degree,free/reduced,completed,44,29,32
male,group C,bachelor's degree,free/reduced,completed,39,73,38
male,group E,bachelor's degree,standard,completed,53,82,54
female,group B,high school,free/reduced,completed,89,100,56
female,group E,some high school,standard,completed,75,49,41
male,group D,some college,standard,none,88,47,40
male,group E,master's degree,standard,completed,35,59,44
male,group D,master's degree,standard,none,29,54,65
female,group B,bachelor's degree,standard,none,87,17,47
